,pair,investment_count,25m_rate,100m_rate,250m_rate,weighted_success_rate,scaled_success_rate,average_experience,average_success_rate,average_specific_diversity,average_broad_diversity,average_annualised_investment_count,success_bucket_pair,diversity_bucket_pair
"b577b6df-90f6-44f1-a001-b9283e38a4d4,04e35b63-7856-0d4e-2fe3-9f60687d0351","b577b6df-90f6-44f1-a001-b9283e38a4d4,04e35b63-7856-0d4e-2fe3-9f60687d0351",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.2700892857142857,0.11532231940395199,0.1886510701841712,0.8888888888888888,"L5,L3","Focused,Focused"
"9443f9ec-f21b-6011-51f3-a0504da8d760,542614f1-378b-47ef-a9ab-03eefdbd98d0","9443f9ec-f21b-6011-51f3-a0504da8d760,542614f1-378b-47ef-a9ab-03eefdbd98d0",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0234375,0.1297052154195011,0.1376306620209059,0.4444444444444444,"L5,L5","Balanced,Balanced"
"e8add253-a824-0513-65b2-95b0286fce1e,7712595d-fbff-456f-8e1b-dabd31caa7e0","e8add253-a824-0513-65b2-95b0286fce1e,7712595d-fbff-456f-8e1b-dabd31caa7e0",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.046875,0.0761904761904761,0.3606271777003484,0.16666666666666666,"L5,L5","Specialized,Specialized"
"ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,b94b966a-171c-4454-d9fb-2369dafcc4c0","ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,b94b966a-171c-4454-d9fb-2369dafcc4c0",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.20772058823529405,0.29387755102040813,0.17831522853043655,3.0,"L5,L4","Specialized,Balanced"
"8e93f251-bcb0-49a4-93a8-f9809c831301,38e872c6-1718-50e1-6150-a12038568992","8e93f251-bcb0-49a4-93a8-f9809c831301,38e872c6-1718-50e1-6150-a12038568992",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.017708333333333298,0.21514739229024935,0.049012775842044096,3.4444444444444446,"L5,L5","Universalist,Diverse"
"f644352a-5dbd-1c0e-fe20-286831c0dbc0,9dd7066b-069a-9dd9-c211-06db31253bd0","f644352a-5dbd-1c0e-fe20-286831c0dbc0,9dd7066b-069a-9dd9-c211-06db31253bd0",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.05859375,0.28856494978943953,0.20744151319064205,1.6666666666666665,"L5,L5","Specialized,Balanced"
"e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,3f49c1af-8dd2-43ab-bf97-534d7a3b493f","e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,3f49c1af-8dd2-43ab-bf97-534d7a3b493f",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.47727272727272724,0.30154607297464436,0.2214523281596452,4.9444444444444455,"L5,L1","Specialized,Diverse"
"fe18949b-01c1-ac2c-e807-a874113ec371,8fe9c3ab-ffe8-f027-b152-a5eb2d974c64","fe18949b-01c1-ac2c-e807-a874113ec371,8fe9c3ab-ffe8-f027-b152-a5eb2d974c64",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0169270833333333,0.1825396825396825,0.20833333333333331,0.7777777777777777,"L5,L5","Specialized,Focused"
"53cc5c97-f4d9-4eb8-b85c-6d78932766ac,19dde276-dbc0-477a-9476-f2ab5e3120a6","53cc5c97-f4d9-4eb8-b85c-6d78932766ac,19dde276-dbc0-477a-9476-f2ab5e3120a6",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.046875,0.03718820861677995,0.0958188153310104,0.16666666666666666,"L5,L5","Diverse,Diverse"
"f9c96c90-5bb4-6ba0-bd38-04823b1d5b08,c0e891ee-5458-5746-1536-fe5569e1ddea","f9c96c90-5bb4-6ba0-bd38-04823b1d5b08,c0e891ee-5458-5746-1536-fe5569e1ddea",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0364583333333333,0.20559334845049126,0.19163763066202089,0.2777777777777778,"L5,L5","Universalist,Specialized"
"a531ecc8-f306-4b88-a3e7-196933ea1081,61cd85cc-be4e-4ef2-baba-722ebd4b6bd2","a531ecc8-f306-4b88-a3e7-196933ea1081,61cd85cc-be4e-4ef2-baba-722ebd4b6bd2",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.1707317073170731,0.1111111111111111,"L5,L5","Focused,Focused"
"da25de39-86d0-4504-998a-fab6f715cf2a,021ff21d-e904-456c-8c4b-71c101853889","da25de39-86d0-4504-998a-fab6f715cf2a,021ff21d-e904-456c-8c4b-71c101853889",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.5130208333333333,0.058201058201058156,0.24157955865272934,0.7222222222222222,"L5,L1","Specialized,Balanced"
"f644352a-5dbd-1c0e-fe20-286831c0dbc0,6af8fefa-4288-04e0-91ba-b0f4c6227e7f","f644352a-5dbd-1c0e-fe20-286831c0dbc0,6af8fefa-4288-04e0-91ba-b0f4c6227e7f",3,0.6666666666666666,0.6666666666666666,0.0,0.20833333333333331,0.20833333333333331,0.2727272727272727,0.06979166666666665,0.1768189180434078,0.0834577733532437,1.6111111111111112,"L5,L5","Universalist,Balanced"
"f2d525ad-0878-46c5-8e62-70dbb199aeb9,04e35b63-7856-0d4e-2fe3-9f60687d0351","f2d525ad-0878-46c5-8e62-70dbb199aeb9,04e35b63-7856-0d4e-2fe3-9f60687d0351",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.265625,0.102615268329554,0.16747967479674794,0.9444444444444444,"L5,L3","Focused,Balanced"
"6638a948-d1bf-6605-0d16-18c733cf2b3d,0be7e715-b23f-4e15-3782-72a5d7991c19","6638a948-d1bf-6605-0d16-18c733cf2b3d,0be7e715-b23f-4e15-3782-72a5d7991c19",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0486111111111111,0.18684807256235825,0.137824235385211,1.1111111111111112,"L5,L5","Focused,Balanced"
"f88fffe4-06f9-4f6d-8680-3e6bdf7d7d6e,1e0f9ee3-a7fb-f917-929b-d37fe3e308d9","f88fffe4-06f9-4f6d-8680-3e6bdf7d7d6e,1e0f9ee3-a7fb-f917-929b-d37fe3e308d9",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.078125,0.07981859410430835,0.1393728222996515,0.2777777777777778,"L5,L5","Focused,Diverse"
"e24eb956-a671-46fe-a04b-d461684f016b,29715599-a745-4199-abb6-bbd2e8387894","e24eb956-a671-46fe-a04b-d461684f016b,29715599-a745-4199-abb6-bbd2e8387894",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.19999999999999996,0.0811489040060468,0.1231126596980255,1.0,"L5,L4","Diverse,Balanced"
"b41089ca-8424-ce26-4a77-d0d66606efc8,04ecd9cf-6d1c-40c5-b3cb-b825f8297158","b41089ca-8424-ce26-4a77-d0d66606efc8,04ecd9cf-6d1c-40c5-b3cb-b825f8297158",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.04296875,0.13616780045351465,0.1541811846689895,0.9444444444444444,"L5,L5","Focused,Balanced"
"5b992092-2bb0-4073-abbd-d13d5f5e5030,4af42e7f-f8b6-4511-8b43-555fe2cdec55","5b992092-2bb0-4073-abbd-d13d5f5e5030,4af42e7f-f8b6-4511-8b43-555fe2cdec55",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0098157051282051,0.1209837781266352,0.148686679174484,1.3888888888888888,"L5,L5","Focused,Balanced"
"b41089ca-8424-ce26-4a77-d0d66606efc8,902deab4-ec41-68ce-d9df-c0c959578176","b41089ca-8424-ce26-4a77-d0d66606efc8,902deab4-ec41-68ce-d9df-c0c959578176",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.02890625,0.2544897959183673,0.12595818815331006,3.111111111111111,"L5,L5","Balanced,Balanced"
"7f4a7a56-0ded-68bc-4b46-afb603b61c35,2ae517bd-f03e-b7fc-8e79-8448627d15c4","7f4a7a56-0ded-68bc-4b46-afb603b61c35,2ae517bd-f03e-b7fc-8e79-8448627d15c4",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01171875,0.2249433106575963,0.11781358885017415,1.1111111111111112,"L5,L5","Focused,Diverse"
"ef769e2e-eac8-4093-b8de-c8df676aef8b,42763241-ce90-4275-ad9e-58678f308f6b","ef769e2e-eac8-4093-b8de-c8df676aef8b,42763241-ce90-4275-ad9e-58678f308f6b",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0114583333333333,0.21182161753590323,0.15853658536585358,0.8888888888888888,"L5,L5","Focused,Focused"
"921aaba4-e458-4ef2-aca3-a3f248c1dab5,455450d8-d681-473b-93f7-f78c531acd44","921aaba4-e458-4ef2-aca3-a3f248c1dab5,455450d8-d681-473b-93f7-f78c531acd44",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.10957792207792205,0.10415525517566329,0.14272139010814966,1.0,"L5,L5","Focused,Balanced"
"566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9,2e401cb9-ae3a-4c22-8aaf-2c13ba14eb6c","566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9,2e401cb9-ae3a-4c22-8aaf-2c13ba14eb6c",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.07018716577540104,0.11308280888112815,0.1092809629394995,1.5555555555555556,"L5,L5","Diverse,Balanced"
"f2633060-f170-4609-ba23-d0d8c54312e7,17c74777-ae97-744c-29c8-d7168c274833","f2633060-f170-4609-ba23-d0d8c54312e7,17c74777-ae97-744c-29c8-d7168c274833",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.1080139372822299,0.1111111111111111,"L5,L5","Diverse,Diverse"
"a51bcde4-4be9-eadf-0f18-af534e13a780,16952b7b-9bb2-4857-a491-18461ca2df31","a51bcde4-4be9-eadf-0f18-af534e13a780,16952b7b-9bb2-4857-a491-18461ca2df31",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.03348214285714285,0.13618399740848716,0.08237929318068685,0.8333333333333334,"L5,L5","Universalist,Balanced"
"c78a26da-2f72-9d81-a1e4-1d109ee3a165,3e6db708-341e-4d43-be95-4a17976615d4","c78a26da-2f72-9d81-a1e4-1d109ee3a165,3e6db708-341e-4d43-be95-4a17976615d4",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0390625,0.03673469387755095,0.09494773519163754,0.2777777777777778,"L5,L5","Diverse,Diverse"
"96efd3b5-6e76-42b7-9475-efbb97bb0db0,566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9","96efd3b5-6e76-42b7-9475-efbb97bb0db0,566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9",2,0.5,0.5,0.5,0.46875,0.46875,0.2727272727272727,0.06663602941176465,0.0983504512916277,0.10481997677119625,1.6111111111111112,"L5,L5","Diverse,Balanced"
"f78180d6-1f63-953e-2e76-bc7c7a34e799,cdaddf4b-2acd-4b45-9061-f853ba46144d","f78180d6-1f63-953e-2e76-bc7c7a34e799,cdaddf4b-2acd-4b45-9061-f853ba46144d",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.024390243902439,0.1111111111111111,"L5,L5","Universalist,Universalist"
"dccf113f-4599-4af3-a478-2babdc97e406,bb0955c3-af0d-2d01-cd4f-985a93252432","dccf113f-4599-4af3-a478-2babdc97e406,bb0955c3-af0d-2d01-cd4f-985a93252432",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.02447916666666665,0.2382161753590325,0.212253193960511,1.0555555555555556,"L5,L5","Specialized,Balanced"
"8f1b5d66-55a1-a080-03f3-d8cdab690f0d,89bff19e-52b2-42a0-aea4-022063e622f6","8f1b5d66-55a1-a080-03f3-d8cdab690f0d,89bff19e-52b2-42a0-aea4-022063e622f6",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.27343749999999994,0.07936507936507929,0.1919279907084785,0.7777777777777777,"L5,L3","Focused,Focused"
"c67315e2-a760-4215-a553-4870d39be03b,39a9103a-ce00-434a-9277-a75a80389538","c67315e2-a760-4215-a553-4870d39be03b,39a9103a-ce00-434a-9277-a75a80389538",2,0.5,0.5,0.5,0.46875,0.46875,0.2727272727272727,0.26378676470588236,0.10863011871415225,0.20403771264603401,1.0555555555555556,"L5,L3","Specialized,Balanced"
"adc3106c-d982-41b9-92a5-2e5e4b6e8e7f,7a6a2f66-6b99-4dff-962d-3cf3025e6dcf","adc3106c-d982-41b9-92a5-2e5e4b6e8e7f,7a6a2f66-6b99-4dff-962d-3cf3025e6dcf",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.013494318181818149,0.10022675736961445,0.08037694013303764,0.8333333333333334,"L5,L5","Universalist,Balanced"
"e9fc5b1e-309f-dae7-580a-b924c5c5608d,94534263-e7e3-4cb9-8db8-e8c68cb90d60","e9fc5b1e-309f-dae7-580a-b924c5c5608d,94534263-e7e3-4cb9-8db8-e8c68cb90d60",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01432291666666665,0.09160997732426296,0.16419860627177701,0.611111111111111,"L5,L5","Focused,Balanced"
"d655f87a-4135-d73e-8525-85cbcd602c94,b344a285-cf12-93d7-d669-857ab75be00e","d655f87a-4135-d73e-8525-85cbcd602c94,b344a285-cf12-93d7-d669-857ab75be00e",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0330882352941176,0.17425636921435234,0.11867185898749741,1.0,"L5,L5","Diverse,Balanced"
"c88b9d7f-8266-456f-a241-d7d7f2316055,003961c5-8d48-40d4-9ece-04884ea84ccf","c88b9d7f-8266-456f-a241-d7d7f2316055,003961c5-8d48-40d4-9ece-04884ea84ccf",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.2303854875283446,0.337979094076655,0.1111111111111111,"L5,L5","Specialized,Specialized"
"cf12f41b-b945-49e0-9465-59e25bb868b2,9eb7646d-43e7-4c7d-99c7-dbdef5f3351a","cf12f41b-b945-49e0-9465-59e25bb868b2,9eb7646d-43e7-4c7d-99c7-dbdef5f3351a",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.5208333333333333,0.07276392038296794,0.23267518389469605,0.5555555555555556,"L5,L1","Specialized,Balanced"
"77751b3b-e74c-4a7f-ac5d-d041b4ab686e,0c867fde-2b9a-df10-fdb9-66b74f355f91","77751b3b-e74c-4a7f-ac5d-d041b4ab686e,0c867fde-2b9a-df10-fdb9-66b74f355f91",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.07828947368421049,0.2426065162907268,0.15760132037410596,2.666666666666667,"L5,L5","Focused,Balanced"
"4de355ce-0b44-4cb0-8121-aa2ec479a443,4b35870a-c9d3-411c-b32d-26771df93169","4de355ce-0b44-4cb0-8121-aa2ec479a443,4b35870a-c9d3-411c-b32d-26771df93169",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.296875,0.07528344671201806,0.20034843205574912,0.5555555555555556,"L5,L3","Specialized,Balanced"
"dcfb1ae3-35b1-0bf2-0b3d-595031ab4507,0e76dc2b-f302-c39a-8ae9-0272214c1bb3","dcfb1ae3-35b1-0bf2-0b3d-595031ab4507,0e76dc2b-f302-c39a-8ae9-0272214c1bb3",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01666666666666665,0.10588057445200301,0.13646922183507543,0.6111111111111112,"L5,L5","Balanced,Balanced"
"2488142a-e092-e031-830f-c8ee7971c771,18019029-7c3e-8476-c4f3-9216298db9e1","2488142a-e092-e031-830f-c8ee7971c771,18019029-7c3e-8476-c4f3-9216298db9e1",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0401785714285714,0.0894071914480077,0.16426082628173214,0.4444444444444444,"L5,L5","Specialized,Diverse"
"fe08a016-98be-4329-84eb-9f4981e3d57f,bc12f99e-34f9-3b4a-c402-6aa613aabfce","fe08a016-98be-4329-84eb-9f4981e3d57f,bc12f99e-34f9-3b4a-c402-6aa613aabfce",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.13125,0.11374149659863941,0.1644599303135888,0.3888888888888889,"L5,L5","Focused,Balanced"
"ead45092-f6d8-f3dd-6105-06b885d662ea,60b5dade-24ed-84b0-99e2-1ecda554a1ab","ead45092-f6d8-f3dd-6105-06b885d662ea,60b5dade-24ed-84b0-99e2-1ecda554a1ab",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.00761217948717945,0.22145473574045005,0.23177432323773778,1.3888888888888888,"L5,L5","Specialized,Focused"
"dcf0cb2a-ebd3-4828-8900-39656550c822,2e401cb9-ae3a-4c22-8aaf-2c13ba14eb6c","dcf0cb2a-ebd3-4828-8900-39656550c822,2e401cb9-ae3a-4c22-8aaf-2c13ba14eb6c",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.1207386363636363,0.08820174534460246,0.18070953436807094,0.9444444444444444,"L5,L5","Specialized,Diverse"
"a3f7a80c-c51e-4c72-bbac-8eed4d5ba052,6638a948-d1bf-6605-0d16-18c733cf2b3d","a3f7a80c-c51e-4c72-bbac-8eed4d5ba052,6638a948-d1bf-6605-0d16-18c733cf2b3d",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.501736111111111,0.14512471655328793,0.22319008904374754,1.0555555555555556,"L5,L1","Specialized,Balanced"
"bc12f99e-34f9-3b4a-c402-6aa613aabfce,63d87b66-09d5-4ec0-af3c-0297ca03cb25","bc12f99e-34f9-3b4a-c402-6aa613aabfce,63d87b66-09d5-4ec0-af3c-0297ca03cb25",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.047265625,0.1348299319727891,0.07746080139372816,2.055555555555556,"L5,L5","Universalist,Balanced"
"3fb216b9-cf8c-4af3-b370-671ed0ca1f42,3f49c1af-8dd2-43ab-bf97-534d7a3b493f","3fb216b9-cf8c-4af3-b370-671ed0ca1f42,3f49c1af-8dd2-43ab-bf97-534d7a3b493f",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.513671875,0.07981859410430835,0.2162456445993031,0.9444444444444444,"L5,L1","Specialized,Diverse"
"dd8d3b14-84e6-4819-910a-070d9336fd2d,86d85243-2e3f-4c0e-849e-f23850890db8","dd8d3b14-84e6-4819-910a-070d9336fd2d,86d85243-2e3f-4c0e-849e-f23850890db8",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.04166666666666665,0.0761904761904761,0.1777003484320557,0.2222222222222222,"L5,L5","Focused,Focused"
"fb748500-cbae-4608-b7a3-eacb233bc846,655a7aa3-3ff5-4f99-bf91-ff6f911568b7","fb748500-cbae-4608-b7a3-eacb233bc846,655a7aa3-3ff5-4f99-bf91-ff6f911568b7",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.09765625,0.11700680272108835,0.2073170731707317,0.5,"L5,L5","Specialized,Focused"
"aa09f42b-6438-2ed6-e76b-e1f5884a4984,89bff19e-52b2-42a0-aea4-022063e622f6","aa09f42b-6438-2ed6-e76b-e1f5884a4984,89bff19e-52b2-42a0-aea4-022063e622f6",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.46875,0.05714285714285705,0.31881533101045295,0.2222222222222222,"L3,L3","Specialized,Focused"
"c24af4d0-af50-424b-a596-be29d103c2cc,4840d48c-d8d1-07ab-ec79-ebc6151b9bc9","c24af4d0-af50-424b-a596-be29d103c2cc,4840d48c-d8d1-07ab-ec79-ebc6151b9bc9",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.1841517857142857,0.10981535471331384,0.21105027376804375,0.6111111111111112,"L5,L4","Specialized,Focused"
"eb47c77c-d53c-73bb-724c-e6b80c3b13c1,c60c20b7-3486-4eb3-842d-cde23c03d201","eb47c77c-d53c-73bb-724c-e6b80c3b13c1,c60c20b7-3486-4eb3-842d-cde23c03d201",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.109375,0.10394557823129244,0.1435540069686411,0.3888888888888889,"L5,L5","Focused,Balanced"
"e24eb956-a671-46fe-a04b-d461684f016b,75b06586-c86e-4860-889b-f9c90c1e4a20","e24eb956-a671-46fe-a04b-d461684f016b,75b06586-c86e-4860-889b-f9c90c1e4a20",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.17291666666666666,0.1504459561602418,0.1600464576074332,0.7222222222222222,"L5,L4","Focused,Balanced"
"5ac68ac8-17a2-4ba1-b392-d9668dd265f3,054264cb-fb84-4ba3-b43c-f1916228538e","5ac68ac8-17a2-4ba1-b392-d9668dd265f3,054264cb-fb84-4ba3-b43c-f1916228538e",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.234375,0.1015873015873015,0.2073170731707317,0.16666666666666666,"L5,L4","Specialized,Focused"
"961bcdba-7d88-43d5-9c8a-01cd8182aaa7,735a53c6-a7ba-2434-d97d-b788536da89d","961bcdba-7d88-43d5-9c8a-01cd8182aaa7,735a53c6-a7ba-2434-d97d-b788536da89d",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.034375,0.15247165532879808,0.1365853658536585,1.1666666666666667,"L5,L5","Focused,Diverse"
"eeb1d57e-0f6f-4f8a-8fa9-9aa0035a1973,5b992092-2bb0-4073-abbd-d13d5f5e5030","eeb1d57e-0f6f-4f8a-8fa9-9aa0035a1973,5b992092-2bb0-4073-abbd-d13d5f5e5030",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01822916666666665,0.12063492063492055,0.12456445993031356,0.7777777777777777,"L5,L5","Balanced,Balanced"
"c1b551d4-0342-4bf1-b4bc-0b49834331d8,38e872c6-1718-50e1-6150-a12038568992","c1b551d4-0342-4bf1-b4bc-0b49834331d8,38e872c6-1718-50e1-6150-a12038568992",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0083333333333333,0.29868480725623575,0.10493612078977929,4.444444444444445,"L5,L5","Diverse,Balanced"
"f2d525ad-0878-46c5-8e62-70dbb199aeb9,89bff19e-52b2-42a0-aea4-022063e622f6","f2d525ad-0878-46c5-8e62-70dbb199aeb9,89bff19e-52b2-42a0-aea4-022063e622f6",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.265625,0.09445200302343154,0.16747967479674794,0.9444444444444444,"L5,L3","Focused,Balanced"
"19dde276-dbc0-477a-9476-f2ab5e3120a6,18019029-7c3e-8476-c4f3-9216298db9e1","19dde276-dbc0-477a-9476-f2ab5e3120a6,18019029-7c3e-8476-c4f3-9216298db9e1",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0245535714285714,0.09575639779721404,0.15206570433051264,0.5,"L5,L5","Specialized,Diverse"
"12194a43-5266-968b-bcee-9ce9bca9ae67,043d9e52-dcc0-0dd8-6074-206e42e20e13","12194a43-5266-968b-bcee-9ce9bca9ae67,043d9e52-dcc0-0dd8-6074-206e42e20e13",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.178125,0.1480272108843537,0.19024390243902434,0.6111111111111112,"L5,L4","Specialized,Balanced"
"ba5431bd-fd94-4802-acd8-fdf73b26ea5e,8342a4b7-f98d-44c6-a117-43c1400568a2","ba5431bd-fd94-4802-acd8-fdf73b26ea5e,8342a4b7-f98d-44c6-a117-43c1400568a2",2,1.0,0.5,0.5,0.5,0.5,0.2727272727272727,0.18055555555555555,0.13973293020912064,0.22299651567944245,0.7222222222222222,"L5,L4","Specialized,Diverse"
"d871ef9a-88ab-4da6-8020-0760984b04e7,3fb216b9-cf8c-4af3-b370-671ed0ca1f42","d871ef9a-88ab-4da6-8020-0760984b04e7,3fb216b9-cf8c-4af3-b370-671ed0ca1f42",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.513671875,0.07981859410430835,0.2162456445993031,0.9444444444444444,"L5,L1","Specialized,Diverse"
"f38e3dae-3be2-cde6-a9ce-61e0689bef72,5c60282d-f248-6429-1883-8f0441e95809","f38e3dae-3be2-cde6-a9ce-61e0689bef72,5c60282d-f248-6429-1883-8f0441e95809",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.04166666666666665,0.0961451247165532,0.14750290360046456,0.3333333333333333,"L5,L5","Focused,Balanced"
"4b35870a-c9d3-411c-b32d-26771df93169,21fb3369-6d58-418e-b680-10ea4b231ee5","4b35870a-c9d3-411c-b32d-26771df93169,21fb3369-6d58-418e-b680-10ea4b231ee5",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.53125,0.047165532879818506,0.22996515679442506,0.5,"L5,L1","Specialized,Balanced"
"ece32d9e-2a20-421f-8e30-e3d9b2ba43bc,41dc65df-cdda-edbd-6736-6414b9336fc8","ece32d9e-2a20-421f-8e30-e3d9b2ba43bc,41dc65df-cdda-edbd-6736-6414b9336fc8",2,0.5,0.0,0.0,0.03125,0.03125,0.2727272727272727,0.0112847222222222,0.06611237087427554,0.0863337204800619,0.7222222222222222,"L5,L5","Universalist,Focused"
"d19e48f3-d056-43bc-b829-f2feda5e4236,7c3f17b2-e802-40cc-bf02-a91ab97ce593","d19e48f3-d056-43bc-b829-f2feda5e4236,7c3f17b2-e802-40cc-bf02-a91ab97ce593",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.046875,0.06621315192743754,0.1846689895470383,0.16666666666666666,"L5,L5","Specialized,Balanced"
"bcd0b911-4d14-8bba-c64d-dcc0d14d0448,1219b8d5-bc12-13ed-fe60-280fc2544b44","bcd0b911-4d14-8bba-c64d-dcc0d14d0448,1219b8d5-bc12-13ed-fe60-280fc2544b44",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.03515625,0.11451247165532875,0.0958188153310104,0.5,"L5,L5","Diverse,Diverse"
"bb0955c3-af0d-2d01-cd4f-985a93252432,117452de-aa3c-4a41-9738-4d6d58877ab4","bb0955c3-af0d-2d01-cd4f-985a93252432,117452de-aa3c-4a41-9738-4d6d58877ab4",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.02447916666666665,0.2667876039304611,0.2470963995354239,1.0555555555555556,"L5,L5","Specialized,Focused"
"776502c0-cbc7-42d1-85ce-1e6c821fff4d,601dc2f0-6378-e37b-f1ab-6032b6ab3715","776502c0-cbc7-42d1-85ce-1e6c821fff4d,601dc2f0-6378-e37b-f1ab-6032b6ab3715",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.20535714285714285,0.09446064139941684,0.0915878546540567,0.8333333333333334,"L5,L4","Universalist,Balanced"
"71595368-3ba8-41f0-ac1e-088653caa9e8,60996d90-6827-414a-b30d-227d2a5f9223","71595368-3ba8-41f0-ac1e-088653caa9e8,60996d90-6827-414a-b30d-227d2a5f9223",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01846590909090905,0.1222016079158936,0.1911624960405448,0.7222222222222223,"L5,L5","Specialized,Diverse"
"ebef92fa-c852-dd62-1027-9ac044521e35,b173c750-3299-ab23-49c3-99f70b7a1f10","ebef92fa-c852-dd62-1027-9ac044521e35,b173c750-3299-ab23-49c3-99f70b7a1f10",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0060267857142857,0.27247165532879813,0.27555998008959676,1.5,"L5,L5","Specialized,Specialized"
