,pair,investment_count,25m_rate,100m_rate,250m_rate,weighted_success_rate,scaled_success_rate,average_experience,average_success_rate,average_specific_diversity,average_broad_diversity,average_annualised_investment_count,success_bucket_pair,diversity_bucket_pair
"aa09f42b-6438-2ed6-e76b-e1f5884a4984,3f49c1af-8dd2-43ab-bf97-534d7a3b493f","aa09f42b-6438-2ed6-e76b-e1f5884a4984,3f49c1af-8dd2-43ab-bf97-534d7a3b493f",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.703125,0.058956916099773146,0.3780487804878049,0.16666666666666666,"L3,L1","Specialized,Specialized"
"96132265-35bb-fbc1-2b25-e5793a34f241,2229b80d-fd4e-4ef4-8b56-d32615e7b55f","96132265-35bb-fbc1-2b25-e5793a34f241,2229b80d-fd4e-4ef4-8b56-d32615e7b55f",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.04166666666666665,0.0504913076341647,0.06620209059233445,0.2777777777777778,"L5,L5","Universalist,Diverse"
"6dbf4071-ef18-a90e-5331-e6867a5407dc,66b02e4c-8236-4a1f-baea-ce389ceb6973","6dbf4071-ef18-a90e-5331-e6867a5407dc,66b02e4c-8236-4a1f-baea-ce389ceb6973",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0200892857142857,0.206025267249757,0.1538078646092583,0.8888888888888888,"L5,L5","Focused,Balanced"
"f55414ea-0842-1da4-c423-ff5bfa1e1efe,b690d00b-2391-4b84-939c-333e75996589","f55414ea-0842-1da4-c423-ff5bfa1e1efe,b690d00b-2391-4b84-939c-333e75996589",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.046875,0.0761904761904761,0.0958188153310104,0.16666666666666666,"L5,L5","Diverse,Diverse"
"b9a6792a-c906-e090-3171-2a1ed2c2b663,51d6f6e1-18ec-cab0-568f-c1f737f6c2c3","b9a6792a-c906-e090-3171-2a1ed2c2b663,51d6f6e1-18ec-cab0-568f-c1f737f6c2c3",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.1080139372822299,0.1111111111111111,"L5,L5","Diverse,Diverse"
"5b85af7b-a9c7-4c61-85f3-b9b9eb7b04d2,16952b7b-9bb2-4857-a491-18461ca2df31","5b85af7b-a9c7-4c61-85f3-b9b9eb7b04d2,16952b7b-9bb2-4857-a491-18461ca2df31",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01785714285714285,0.13981211532231935,0.096316575410652,0.8888888888888888,"L5,L5","Universalist,Balanced"
"26abc8d4-b8d0-4a6d-a552-ce0220113757,021ff21d-e904-456c-8c4b-71c101853889","26abc8d4-b8d0-4a6d-a552-ce0220113757,021ff21d-e904-456c-8c4b-71c101853889",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.501953125,0.09115646258503396,0.23780487804878045,0.9444444444444444,"L5,L1","Specialized,Balanced"
"d5df3873-7871-c608-0284-c74d0b555ccd,8b20d198-7501-20cf-fff0-e89cce98311b","d5df3873-7871-c608-0284-c74d0b555ccd,8b20d198-7501-20cf-fff0-e89cce98311b",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.022513440860215,0.15478019164655105,0.09029260799520435,1.888888888888889,"L5,L5","Universalist,Balanced"
"c3446909-0085-4d57-b859-81985050f0c4,4cbd3445-26e0-402f-8a38-6f048eb3a0e3","c3446909-0085-4d57-b859-81985050f0c4,4cbd3445-26e0-402f-8a38-6f048eb3a0e3",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0234375,0.10884353741496594,0.1576655052264808,0.4444444444444444,"L5,L5","Focused,Diverse"
"ffdfc425-c8da-8a83-32d5-e64d18166bd1,066b64bb-ab8b-4faf-a1e8-ee7b2a187fda","ffdfc425-c8da-8a83-32d5-e64d18166bd1,066b64bb-ab8b-4faf-a1e8-ee7b2a187fda",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.234375,0.08798185941043074,0.2073170731707317,0.16666666666666666,"L5,L4","Specialized,Focused"
"e24eb956-a671-46fe-a04b-d461684f016b,04e35b63-7856-0d4e-2fe3-9f60687d0351","e24eb956-a671-46fe-a04b-d461684f016b,04e35b63-7856-0d4e-2fe3-9f60687d0351",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.40104166666666663,0.0504913076341647,0.18234610917537744,0.2777777777777778,"L4,L3","Focused,Balanced"
"ba5431bd-fd94-4802-acd8-fdf73b26ea5e,5d3d25e6-96d3-4653-adf8-643a5d0329b3","ba5431bd-fd94-4802-acd8-fdf73b26ea5e,5d3d25e6-96d3-4653-adf8-643a5d0329b3",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.2421875,0.1369614512471655,0.27264808362369336,0.4444444444444444,"L4,L4","Specialized,Focused"
"681dd416-2778-4e8b-85e4-d231a321ba81,3f49c1af-8dd2-43ab-bf97-534d7a3b493f","681dd416-2778-4e8b-85e4-d231a321ba81,3f49c1af-8dd2-43ab-bf97-534d7a3b493f",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.4963235294117647,0.0812058156595971,0.22648083623693374,1.0,"L5,L1","Specialized,Balanced"
"da25de39-86d0-4504-998a-fab6f715cf2a,852dc342-2a71-4755-8c91-10d46ef3db53","da25de39-86d0-4504-998a-fab6f715cf2a,852dc342-2a71-4755-8c91-10d46ef3db53",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.048735119047619,0.08567109383435911,0.1111664177866268,1.0555555555555556,"L5,L5","Diverse,Balanced"
"d29973c3-95ec-691d-defd-6a6ba713c72a,77a62165-8649-470a-b92e-e1c40ca8c44f","d29973c3-95ec-691d-defd-6a6ba713c72a,77a62165-8649-470a-b92e-e1c40ca8c44f",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.125,0.2310909549004787,0.1273712737127371,1.3333333333333333,"L5,L4","Focused,Diverse"
"d5df3873-7871-c608-0284-c74d0b555ccd,d03c83f5-adf0-4a06-a33a-4748e984dc72","d5df3873-7871-c608-0284-c74d0b555ccd,d03c83f5-adf0-4a06-a33a-4748e984dc72",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01600302419354835,0.16566454538804765,0.1048106103180847,2.166666666666667,"L5,L5","Diverse,Balanced"
"dccf113f-4599-4af3-a478-2babdc97e406,1958e5fb-f808-c866-81b4-c6e27f77edd4","dccf113f-4599-4af3-a478-2babdc97e406,1958e5fb-f808-c866-81b4-c6e27f77edd4",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.009375,0.23247165532879815,0.1454703832752613,2.4444444444444446,"L5,L5","Focused,Balanced"
"951ed0f7-610b-483c-a5f9-f96ac6c1b5b2,735a53c6-a7ba-2434-d97d-b788536da89d","951ed0f7-610b-483c-a5f9-f96ac6c1b5b2,735a53c6-a7ba-2434-d97d-b788536da89d",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.034375,0.15247165532879808,0.1365853658536585,1.1666666666666667,"L5,L5","Focused,Diverse"
"c631111a-6bbd-c92b-c567-0ef2abc512d3,054264cb-fb84-4ba3-b43c-f1916228538e","c631111a-6bbd-c92b-c567-0ef2abc512d3,054264cb-fb84-4ba3-b43c-f1916228538e",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.16741071428571425,0.2406219630709426,0.25360876057740167,0.8333333333333334,"L5,L4","Specialized,Specialized"
"f2be7eba-cf0a-45d6-8fae-2e3c010721d7,60a4ea58-a8c7-6550-edac-f5d02bec9323","f2be7eba-cf0a-45d6-8fae-2e3c010721d7,60a4ea58-a8c7-6550-edac-f5d02bec9323",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.04375,0.0576870748299319,0.0668989547038327,0.33333333333333337,"L5,L5","Universalist,Balanced"
"bc12f99e-34f9-3b4a-c402-6aa613aabfce,245f1dc1-d691-c0f6-367e-b0bf5b4c251a","bc12f99e-34f9-3b4a-c402-6aa613aabfce,245f1dc1-d691-c0f6-367e-b0bf5b4c251a",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.19375,0.11464852607709745,0.17839721254355395,0.33333333333333337,"L5,L4","Specialized,Balanced"
"b344a285-cf12-93d7-d669-857ab75be00e,0c989f38-717b-4294-bc9e-fced519a2131","b344a285-cf12-93d7-d669-857ab75be00e,0c989f38-717b-4294-bc9e-fced519a2131",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0226715686274509,0.2020719398870659,0.1569993851199016,1.1111111111111112,"L5,L5","Focused,Balanced"
"b3898343-7c45-2039-5c8e-51ea43e8d2da,025d9d33-736d-4775-b237-5ae4beac45d8","b3898343-7c45-2039-5c8e-51ea43e8d2da,025d9d33-736d-4775-b237-5ae4beac45d8",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.046875,0.03718820861677995,0.0958188153310104,0.16666666666666666,"L5,L5","Diverse,Diverse"
"c1b551d4-0342-4bf1-b4bc-0b49834331d8,7c504f19-c530-484d-9da0-0c89a3e20b62","c1b551d4-0342-4bf1-b4bc-0b49834331d8,7c504f19-c530-484d-9da0-0c89a3e20b62",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0125,0.15646258503401356,0.15975609756097556,1.3888888888888888,"L5,L5","Focused,Balanced"
"ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,2b1a734a-0cb3-42ad-b0c5-c44cde8dacf5","ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,2b1a734a-0cb3-42ad-b0c5-c44cde8dacf5",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.03688725490196075,0.37780801209372633,0.17506319601011133,3.3888888888888893,"L5,L5","Specialized,Balanced"
"cf9f3470-70db-4551-77f6-5b498a980270,601dc2f0-6378-e37b-f1ab-6032b6ab3715","cf9f3470-70db-4551-77f6-5b498a980270,601dc2f0-6378-e37b-f1ab-6032b6ab3715",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.20535714285714285,0.1579527048914804,0.1473369835739173,0.8333333333333334,"L5,L4","Focused,Balanced"
"e7442a98-a043-dd5c-5def-ebcc56fb78ce,2b2b6a73-5717-4e23-8b21-51a684a97281","e7442a98-a043-dd5c-5def-ebcc56fb78ce,2b2b6a73-5717-4e23-8b21-51a684a97281",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.00492424242424235,0.25799216656359514,0.14296272832858195,1.4444444444444446,"L5,L5","Focused,Diverse"
"30c81756-8fad-cc91-4be3-74b7f6c98e61,21808584-00a8-43c1-ba70-a25f556461ee","30c81756-8fad-cc91-4be3-74b7f6c98e61,21808584-00a8-43c1-ba70-a25f556461ee",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.1080139372822299,0.1111111111111111,"L5,L5","Diverse,Diverse"
"566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9,0c44ce09-fff6-4cad-a7a0-8583651d968b","566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9,0c44ce09-fff6-4cad-a7a0-8583651d968b",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.4963235294117647,0.07597705748966245,0.22648083623693374,1.0,"L5,L1","Specialized,Balanced"
"b823fd58-6a7f-47a8-a440-4f0a8112deb2,a53e6e0b-44bd-6f4f-f927-8e271db0feb0","b823fd58-6a7f-47a8-a440-4f0a8112deb2,a53e6e0b-44bd-6f4f-f927-8e271db0feb0",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0357142857142857,0.0894071914480077,0.17969138875062216,0.4444444444444444,"L5,L5","Specialized,Diverse"
"96132265-35bb-fbc1-2b25-e5793a34f241,3ce09f8d-c503-c50d-e7d9-ce377c5e9f01","96132265-35bb-fbc1-2b25-e5793a34f241,3ce09f8d-c503-c50d-e7d9-ce377c5e9f01",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.046875,0.03537414965986385,0.08710801393728221,0.2222222222222222,"L5,L5","Universalist,Balanced"
"07e49de7-c1c4-292c-0a55-56f370f32e14,03c50843-a005-a93f-00fe-2f02a23dd329","07e49de7-c1c4-292c-0a55-56f370f32e14,03c50843-a005-a93f-00fe-2f02a23dd329",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.056235827664399,0.0592334494773519,0.1111111111111111,"L5,L5","Universalist,Universalist"
"66c68acc-7f23-4b29-90cd-661a50656186,2e401cb9-ae3a-4c22-8aaf-2c13ba14eb6c","66c68acc-7f23-4b29-90cd-661a50656186,2e401cb9-ae3a-4c22-8aaf-2c13ba14eb6c",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.13636363636363635,0.08789940218511645,0.11973392461197335,0.888888888888889,"L5,L5","Diverse,Balanced"
"677234f9-45e4-4fdc-a572-62d188b1cf94,4b35870a-c9d3-411c-b32d-26771df93169","677234f9-45e4-4fdc-a572-62d188b1cf94,4b35870a-c9d3-411c-b32d-26771df93169",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.1145833333333333,0.0703451751070798,0.13511420828493995,0.9444444444444444,"L5,L5","Focused,Balanced"
"bc0ba0dd-5369-4956-9fe8-1665cb1346d1,03c50843-a005-a93f-00fe-2f02a23dd329","bc0ba0dd-5369-4956-9fe8-1665cb1346d1,03c50843-a005-a93f-00fe-2f02a23dd329",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.056235827664399,0.0592334494773519,0.1111111111111111,"L5,L5","Universalist,Universalist"
"fb324181-df02-4414-9553-97ff29825583,be27cc42-9afa-449c-be17-661175630ece","fb324181-df02-4414-9553-97ff29825583,be27cc42-9afa-449c-be17-661175630ece",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.1080139372822299,0.1111111111111111,"L5,L5","Diverse,Diverse"
"d5df3873-7871-c608-0284-c74d0b555ccd,adc3106c-d982-41b9-92a5-2e5e4b6e8e7f","d5df3873-7871-c608-0284-c74d0b555ccd,adc3106c-d982-41b9-92a5-2e5e4b6e8e7f",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0177785923753665,0.21283007826786626,0.123340860555652,2.3333333333333335,"L5,L5","Balanced,Balanced"
"53cc5c97-f4d9-4eb8-b85c-6d78932766ac,0f9ff984-0a9e-4c86-b5f8-cf220a75a3ca","53cc5c97-f4d9-4eb8-b85c-6d78932766ac,0f9ff984-0a9e-4c86-b5f8-cf220a75a3ca",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0364583333333333,0.10188964474678755,0.1225319396051103,0.38888888888888884,"L5,L5","Diverse,Balanced"
"f88fffe4-06f9-4f6d-8680-3e6bdf7d7d6e,02325cea-62bc-596d-79d8-364541003bef","f88fffe4-06f9-4f6d-8680-3e6bdf7d7d6e,02325cea-62bc-596d-79d8-364541003bef",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.078125,0.07981859410430835,0.1393728222996515,0.2777777777777778,"L5,L5","Focused,Diverse"
"ef769e2e-eac8-4093-b8de-c8df676aef8b,1c2279a7-1a69-4027-8569-4f99819a060f","ef769e2e-eac8-4093-b8de-c8df676aef8b,1c2279a7-1a69-4027-8569-4f99819a060f",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.021875,0.14712018140589564,0.1602787456445993,0.6666666666666667,"L5,L5","Focused,Focused"
"e2006571-6b7a-e477-002a-f7014f48a7e3,902deab4-ec41-68ce-d9df-c0c959578176","e2006571-6b7a-e477-002a-f7014f48a7e3,902deab4-ec41-68ce-d9df-c0c959578176",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.0380208333333333,0.2640513983371126,0.1602206736353077,2.888888888888889,"L5,L5","Focused,Balanced"
"5abf1d9b-6503-6e8b-4085-d30181240596,3b8fc272-5479-bb3b-e81e-ce023ec4c262","5abf1d9b-6503-6e8b-4085-d30181240596,3b8fc272-5479-bb3b-e81e-ce023ec4c262",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0234375,0.1015873015873015,0.10191637630662015,0.3333333333333333,"L5,L5","Diverse,Balanced"
"dd2f5008-f9ad-4965-ba08-4301f993a30a,8e46ecfd-94e7-4ddd-8391-c6565b3699f9","dd2f5008-f9ad-4965-ba08-4301f993a30a,8e46ecfd-94e7-4ddd-8391-c6565b3699f9",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.008713942307692301,0.098046398046398,0.09451219512195119,1.1666666666666665,"L5,L5","Diverse,Diverse"
"2a58cc90-f050-4788-b7fd-9ba6f260802d,1a43ddae-dfe0-486c-969d-ecb3ce857064","2a58cc90-f050-4788-b7fd-9ba6f260802d,1a43ddae-dfe0-486c-969d-ecb3ce857064",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0390625,0.12721088435374145,0.20949477351916368,0.5,"L5,L5","Specialized,Focused"
"f707cff6-4b90-4294-80d6-3503869f8691,e24eb956-a671-46fe-a04b-d461684f016b","f707cff6-4b90-4294-80d6-3503869f8691,e24eb956-a671-46fe-a04b-d461684f016b",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.19791666666666666,0.05684051398337105,0.1265969802555168,0.2222222222222222,"L5,L4","Diverse,Balanced"
"7fd989ee-60bb-40a7-9f8e-71185eb6dc74,3d6aa46f-7c0d-4fb8-948d-ded22114c886","7fd989ee-60bb-40a7-9f8e-71185eb6dc74,3d6aa46f-7c0d-4fb8-948d-ded22114c886",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01822916666666665,0.1142857142857142,0.1927990708478513,0.38888888888888884,"L5,L5","Specialized,Diverse"
"f23f5fe2-5473-41da-a343-b9efb9e4b23a,5f52e2ff-2d6a-4af2-8396-54a7e29f8c18","f23f5fe2-5473-41da-a343-b9efb9e4b23a,5f52e2ff-2d6a-4af2-8396-54a7e29f8c18",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0390625,0.03673469387755095,0.07055749128919855,0.2777777777777778,"L5,L5","Universalist,Balanced"
"dccf113f-4599-4af3-a478-2babdc97e406,77a62165-8649-470a-b92e-e1c40ca8c44f","dccf113f-4599-4af3-a478-2babdc97e406,77a62165-8649-470a-b92e-e1c40ca8c44f",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0234375,0.1804484756865709,0.16076267905536196,1.2222222222222223,"L5,L5","Focused,Balanced"
"de89599a-cf1a-4a72-b2bb-a8efbdac5343,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29","de89599a-cf1a-4a72-b2bb-a8efbdac5343,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.035845588235294046,0.49813195119317566,0.14712226353956215,5.166666666666667,"L5,L5","Focused,Balanced"
"e0c10afe-32fc-441a-86da-7a9c58d351c1,951ed0f7-610b-483c-a5f9-f96ac6c1b5b2","e0c10afe-32fc-441a-86da-7a9c58d351c1,951ed0f7-610b-483c-a5f9-f96ac6c1b5b2",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.1080139372822299,0.1111111111111111,"L5,L5","Diverse,Diverse"
"cb224fd6-e15e-4113-a502-79281ecd7f1d,47cb844b-40a0-7e00-8d81-a18d9c61e52d","cb224fd6-e15e-4113-a502-79281ecd7f1d,47cb844b-40a0-7e00-8d81-a18d9c61e52d",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.04166666666666665,0.092517006802721,0.1265969802555168,0.2222222222222222,"L5,L5","Universalist,Specialized"
"67f87ac5-2b90-ac4b-644a-6f73a2c4514f,574b1d0e-ed14-4d20-9b17-51fcea109fd9","67f87ac5-2b90-ac4b-644a-6f73a2c4514f,574b1d0e-ed14-4d20-9b17-51fcea109fd9",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0364583333333333,0.06379440665154945,0.1225319396051103,0.38888888888888884,"L5,L5","Diverse,Balanced"
"8f1b5d66-55a1-a080-03f3-d8cdab690f0d,26abc8d4-b8d0-4a6d-a552-ce0220113757","8f1b5d66-55a1-a080-03f3-d8cdab690f0d,26abc8d4-b8d0-4a6d-a552-ce0220113757",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.07226562499999994,0.14149659863945574,0.15098722415795585,1.5555555555555554,"L5,L5","Focused,Balanced"
"ece32d9e-2a20-421f-8e30-e3d9b2ba43bc,1316d39d-2b00-a0d6-8982-d1bda3787fcc","ece32d9e-2a20-421f-8e30-e3d9b2ba43bc,1316d39d-2b00-a0d6-8982-d1bda3787fcc",2,0.5,0.0,0.0,0.03125,0.03125,0.2727272727272727,0.0112847222222222,0.0611237087427563,0.14295392953929537,0.7222222222222222,"L5,L5","Focused,Balanced"
"40aa950a-04e0-4ace-7f06-5a9776671c4a,1a126e13-05bc-3bce-ef8b-de42c1dd0719","40aa950a-04e0-4ace-7f06-5a9776671c4a,1a126e13-05bc-3bce-ef8b-de42c1dd0719",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01822916666666665,0.22781557067271344,0.20993031358885014,0.7777777777777777,"L5,L5","Specialized,Focused"
"e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,4840d48c-d8d1-07ab-ec79-ebc6151b9bc9","e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,4840d48c-d8d1-07ab-ec79-ebc6151b9bc9",2,0.5,0.5,0.5,0.46875,0.46875,0.2727272727272727,0.07548701298701295,0.36011426215507847,0.1781472012308249,5.2777777777777795,"L5,L5","Specialized,Diverse"
"e26e2124-142e-465f-b9d4-cce67f6ec733,7de64040-14b2-70c3-775c-221d675b0af4","e26e2124-142e-465f-b9d4-cce67f6ec733,7de64040-14b2-70c3-775c-221d675b0af4",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0140625,0.10530612244897955,0.2614982578397212,0.5,"L5,L5","Specialized,Specialized"
"d5df3873-7871-c608-0284-c74d0b555ccd,34a9bb66-0984-8de0-e7fb-13e976b4a135","d5df3873-7871-c608-0284-c74d0b555ccd,34a9bb66-0984-8de0-e7fb-13e976b4a135",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01834677419354835,0.33168722112500915,0.1120579970776666,4.5,"L5,L5","Diverse,Balanced"
"63d0805b-4cc8-457a-87cf-66a0a10c396b,14598f43-f680-9af6-698e-8426a60249c9","63d0805b-4cc8-457a-87cf-66a0a10c396b,14598f43-f680-9af6-698e-8426a60249c9",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.01666666666666665,0.0994104308390022,0.14680603948896626,0.4444444444444444,"L5,L5","Specialized,Diverse"
"748ce98a-0837-4f29-a1ce-501f864debce,655a7aa3-3ff5-4f99-bf91-ff6f911568b7","748ce98a-0837-4f29-a1ce-501f864debce,655a7aa3-3ff5-4f99-bf91-ff6f911568b7",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0888888888888888,0.2473867595818815,0.1111111111111111,"L5,L5","Specialized,Specialized"
"e258e6cd-e643-b243-ce19-80be71a9326f,60996d90-6827-414a-b30d-227d2a5f9223","e258e6cd-e643-b243-ce19-80be71a9326f,60996d90-6827-414a-b30d-227d2a5f9223",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.03125,0.07891156462585025,0.18118466898954702,0.2222222222222222,"L5,L5","Specialized,Diverse"
"e24eb956-a671-46fe-a04b-d461684f016b,921aaba4-e458-4ef2-aca3-a3f248c1dab5","e24eb956-a671-46fe-a04b-d461684f016b,921aaba4-e458-4ef2-aca3-a3f248c1dab5",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.209280303030303,0.0754758469044183,0.1329321085418646,0.7777777777777778,"L5,L4","Balanced,Balanced"
"ee14fe3a-7664-fcd6-eb23-0fd4a42672ee,5bc5257b-3576-e9f1-6d3d-4d17b4e14ecf","ee14fe3a-7664-fcd6-eb23-0fd4a42672ee,5bc5257b-3576-e9f1-6d3d-4d17b4e14ecf",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.046875,0.1015873015873015,0.39372822299651566,0.16666666666666666,"L5,L5","Specialized,Specialized"
"479ee302-6724-43a7-8197-f8b4e1c8105d,31302979-1eb9-49bf-1d1a-93cafca6b2dd","479ee302-6724-43a7-8197-f8b4e1c8105d,31302979-1eb9-49bf-1d1a-93cafca6b2dd",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0390625,0.12018140589569155,0.1393728222996515,0.2777777777777778,"L5,L5","Focused,Diverse"
"a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44,38e872c6-1718-50e1-6150-a12038568992","a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44,38e872c6-1718-50e1-6150-a12038568992",2,0.5,0.0,0.0,0.03125,0.03125,0.2727272727272727,0.0056891025641025005,0.4462305948020233,0.1547485035289913,4.777777777777778,"L5,L5","Specialized,Diverse"
"f23ebf4c-247a-4e9b-bd27-bcf885401848,cb4724ff-cd9d-4347-b5ab-f395d36ad7ad","f23ebf4c-247a-4e9b-bd27-bcf885401848,cb4724ff-cd9d-4347-b5ab-f395d36ad7ad",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0234375,0.049886621315192656,0.1524390243902439,0.3333333333333333,"L5,L5","Focused,Balanced"
"e8db05ed-6b48-9b54-e746-2f140dcc94be,8f263026-fbfe-4285-ac3d-213affd46796","e8db05ed-6b48-9b54-e746-2f140dcc94be,8f263026-fbfe-4285-ac3d-213affd46796",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.03928571428571425,0.16285066407515386,0.19333001493280233,0.6666666666666667,"L5,L5","Specialized,Balanced"
"41dc65df-cdda-edbd-6736-6414b9336fc8,38e872c6-1718-50e1-6150-a12038568992","41dc65df-cdda-edbd-6736-6414b9336fc8,38e872c6-1718-50e1-6150-a12038568992",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0098958333333333,0.22784580498866203,0.0559814169570267,3.555555555555556,"L5,L5","Universalist,Diverse"
"4b3b3bb1-6d44-3282-ad55-0eadf4a0a52f,2053521a-74ea-4c17-9816-6f8ab851891d","4b3b3bb1-6d44-3282-ad55-0eadf4a0a52f,2053521a-74ea-4c17-9816-6f8ab851891d",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.05,0.08743764172335594,0.08432055749128915,0.33333333333333337,"L5,L5","Universalist,Balanced"
"e0c10afe-32fc-441a-86da-7a9c58d351c1,2488142a-e092-e031-830f-c8ee7971c771","e0c10afe-32fc-441a-86da-7a9c58d351c1,2488142a-e092-e031-830f-c8ee7971c771",1,1.0,0.0,0.0,0.0625,0.03125,0.2727272727272727,0.0625,0.0308390022675736,0.1080139372822299,0.1111111111111111,"L5,L5","Diverse,Diverse"
"1dfa9c3e-0120-4936-8efe-6c51ffab1f49,1a3f81de-d5b2-0745-0c62-efaae40629d6","1dfa9c3e-0120-4936-8efe-6c51ffab1f49,1a3f81de-d5b2-0745-0c62-efaae40629d6",1,1.0,1.0,0.0,0.3125,0.15625,0.2727272727272727,0.0339543269230769,0.19740101168672597,0.17743232377378715,1.1666666666666665,"L5,L5","Specialized,Balanced"
"b577b6df-90f6-44f1-a001-b9283e38a4d4,3f49c1af-8dd2-43ab-bf97-534d7a3b493f","b577b6df-90f6-44f1-a001-b9283e38a4d4,3f49c1af-8dd2-43ab-bf97-534d7a3b493f",1,1.0,1.0,1.0,0.9375,0.46875,0.2727272727272727,0.5044642857142857,0.10897311305474565,0.24788451966152308,0.8333333333333334,"L5,L1","Specialized,Focused"
