investor_a,investor_b,total_coinvestments
4f7978c7-1f5d-347b-9d00-6e0748195993,eed6a0ec-d272-405f-85f2-4f0278f7081e,1
249a0e99-4a8d-0237-7ae6-afe9d274f005,e98345ec-cc19-bd4c-f502-affff6b3ec87,1
249a0e99-4a8d-0237-7ae6-afe9d274f005,e7a1df00-0943-33cc-d451-8c2c6eae12e5,1
249a0e99-4a8d-0237-7ae6-afe9d274f005,3af6482d-81c9-b834-8d1b-345d9a19b855,1
56e40f50-97c7-2a77-255d-1d97d5f30646,b9212117-4e7b-4e15-9bd1-719bdc96aad7,1
65453fa9-443d-582c-4e49-6dd46023f835,b9212117-4e7b-4e15-9bd1-719bdc96aad7,1
8b72d07b-a571-fa2b-7e63-6fbbb631c53b,b9212117-4e7b-4e15-9bd1-719bdc96aad7,1
1b57d794-32e1-acb6-5e99-97195b855f48,fbc7746d-86e0-8fd6-19d8-69280c686d02,1
1b57d794-32e1-acb6-5e99-97195b855f48,60fd03db-a3c5-4117-8c51-7240138c37bf,1
62a64d49-2dad-4841-9e13-65333ec940ba,e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,1
56e40f50-97c7-2a77-255d-1d97d5f30646,62a64d49-2dad-4841-9e13-65333ec940ba,1
2f14add7-c82e-445e-b310-62f1317d07fb,62ab53b0-3a28-0cb7-9995-fd3215b78e41,1
0eac4c34-5503-45ea-aa0c-daa58024b7b5,62ab53b0-3a28-0cb7-9995-fd3215b78e41,1
04543eb7-1895-19a2-c213-afced8c423af,5f5477f9-4aea-bab2-5ee3-feb762e26385,1
5f5477f9-4aea-bab2-5ee3-feb762e26385,e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,1
53377857-8995-2128-8f85-bfc8c4a2178e,5f5477f9-4aea-bab2-5ee3-feb762e26385,1
9dc7095b-5b40-a72c-5755-66ec6a49877b,a6d376b4-ba25-4a77-bae7-b3d5313fc11e,1
56e40f50-97c7-2a77-255d-1d97d5f30646,a6d376b4-ba25-4a77-bae7-b3d5313fc11e,1
56e40f50-97c7-2a77-255d-1d97d5f30646,f90465ee-71f9-5d93-ebcb-bd989b8f636c,1
65453fa9-443d-582c-4e49-6dd46023f835,7b10e409-6b31-b6d2-16c6-27a5ef2e829a,1
2d6fd5b9-7c9a-4b4e-9d26-006666cd6a48,7b10e409-6b31-b6d2-16c6-27a5ef2e829a,1
0423aec1-220b-6cf5-bb0b-20ede452bf87,649da6aa-5181-01ad-7e0e-f1ff54321886,1
649da6aa-5181-01ad-7e0e-f1ff54321886,f77b0a0c-e28d-1be8-3439-a0f064a839a8,1
649da6aa-5181-01ad-7e0e-f1ff54321886,af418dcf-eb04-bed4-e1da-2da0b3f07f6d,1
248e28ee-db49-a613-6a5e-6120f68456ad,649da6aa-5181-01ad-7e0e-f1ff54321886,1
586ec42e-9949-4be6-f81b-abee05f07955,649da6aa-5181-01ad-7e0e-f1ff54321886,1
649da6aa-5181-01ad-7e0e-f1ff54321886,ed3cf4ed-3117-0977-0aeb-adf4a6105e15,1
649da6aa-5181-01ad-7e0e-f1ff54321886,bd95d151-1bc8-41dd-a7f9-cb0b12d89c97,1
649da6aa-5181-01ad-7e0e-f1ff54321886,bc1a198b-bf19-c50b-9945-379a5a7165a8,1
5a83e65e-9708-1237-27d7-b28294c28da4,60f2c687-7546-caa5-cf81-38ce02377cad,1
4d70bc4e-bea7-41da-a42c-2ef82e117fcd,5a83e65e-9708-1237-27d7-b28294c28da4,1
4d501cdf-cc16-7a81-c7f1-3acf945f59c3,ef84a2db-bfd4-2d4b-24ac-59552df4871a,1
6635e34f-273f-03a8-cc78-be0b85dc18df,ef84a2db-bfd4-2d4b-24ac-59552df4871a,1
ee14fe3a-7664-fcd6-eb23-0fd4a42672ee,ef84a2db-bfd4-2d4b-24ac-59552df4871a,1
2d0a5bf0-e53e-9a07-2243-9bcd561421ec,d263bb78-c81c-4233-9696-3b90864c7a32,1
756710c2-c2a0-53b8-20b8-b408b8eca7ee,d263bb78-c81c-4233-9696-3b90864c7a32,1
1a3f81de-d5b2-0745-0c62-efaae40629d6,ad7f8728-257e-87aa-b900-fe13f60cd46f,1
ad7f8728-257e-87aa-b900-fe13f60cd46f,b166bffc-3690-7300-e609-f5fd3fbeba9a,1
0b8d669b-c601-4c9b-a7c7-214293479f46,8b72d07b-a571-fa2b-7e63-6fbbb631c53b,1
0b8d669b-c601-4c9b-a7c7-214293479f46,574b1d0e-ed14-4d20-9b17-51fcea109fd9,1
0b8d669b-c601-4c9b-a7c7-214293479f46,e06a760c-4d03-4091-9e96-83962395fa32,2
0b8d669b-c601-4c9b-a7c7-214293479f46,ebc12d65-0724-46e4-a558-5dc878cc2403,2
0b8d669b-c601-4c9b-a7c7-214293479f46,8b52e412-7d11-4b4d-ae49-3811f29fb05e,1
7de64040-14b2-70c3-775c-221d675b0af4,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
6c98aa6a-0383-ea74-c27c-996b38daa5ed,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
9563896a-9a93-eb1f-c9ed-04d8b90d69ef,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,b18dbd75-deab-9c4a-5ff6-c22e5ae36ff0,1
65609a06-78e0-195e-7032-ff9353b82b46,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
8426c4a7-1fff-c3d8-9af4-e673a788212d,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
4373a41c-f984-ce42-3a0a-68e41362d1da,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,b08efc27-da40-505a-6f9d-c9e14247bf36,1
02e6a6f3-81f2-c63f-21d4-d29fb4b83e85,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
756710c2-c2a0-53b8-20b8-b408b8eca7ee,a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,1
a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,f187a10f-cf31-4aa9-8cb1-1ee018e8f96f,1
a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,c8e0c690-e891-4115-bb57-5652199c8aeb,1
b344d737-fdd0-b79c-3379-e3730ace1976,b412321b-2cd4-4ea3-8852-c62e52b9d524,1
b412321b-2cd4-4ea3-8852-c62e52b9d524,dcfb1ae3-35b1-0bf2-0b3d-595031ab4507,1
1787528e-7bd3-a500-ba86-ac55205e7e21,b412321b-2cd4-4ea3-8852-c62e52b9d524,1
a399869f-4ee8-5ffd-a82d-e5b898582972,b412321b-2cd4-4ea3-8852-c62e52b9d524,1
4d513f67-5b59-e6ea-b576-7a48360834ae,b412321b-2cd4-4ea3-8852-c62e52b9d524,1
9a124694-f89b-4819-809e-02c4ac2ba72f,cbe9b2ff-ae8f-edd4-fdd3-e7d6e621a2e8,1
9a124694-f89b-4819-809e-02c4ac2ba72f,fcf60dd3-81fb-bcaf-4454-1b1421fd6496,1
9a124694-f89b-4819-809e-02c4ac2ba72f,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,1
8991e99c-04a6-3719-2e20-e7dd8db11574,9a124694-f89b-4819-809e-02c4ac2ba72f,1
7c1d2aa4-37fa-3fa7-6dae-221e38f5eb89,7cded9f2-6c47-442c-a277-926cdccdb6c4,1
7cded9f2-6c47-442c-a277-926cdccdb6c4,fd49b014-98f7-4b34-84fa-851e409863fa,1
7cded9f2-6c47-442c-a277-926cdccdb6c4,beadb218-e5fa-2686-bc95-4dfaa9acc2e8,1
1b4f2b3a-caef-24dc-acd6-e0ea9b5be0cf,7cded9f2-6c47-442c-a277-926cdccdb6c4,1
6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,d1fe2d6b-6051-027c-e4e2-586e93ac6b4a,1
6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef,1
6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,1
091475bf-5959-4f02-96e7-6527974987f7,6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,1
83eecd80-9a88-8157-1ebe-9068996645fb,8426c4a7-1fff-c3d8-9af4-e673a788212d,2
1316d39d-2b00-a0d6-8982-d1bda3787fcc,83eecd80-9a88-8157-1ebe-9068996645fb,1
1701de8e-e4d2-d1c4-ff31-f50a15a65ded,83eecd80-9a88-8157-1ebe-9068996645fb,1
1e309280-fcdf-c5a1-004e-688b7cdf12fa,83eecd80-9a88-8157-1ebe-9068996645fb,2
66728421-e17b-2f25-b41c-8c0be6f2ced3,83eecd80-9a88-8157-1ebe-9068996645fb,1
66e40cf4-9685-ff3b-b5a7-0d43cc45eefb,f171f9f2-369e-70f0-7ba2-3f0d1c22444e,1
233cca3b-29c4-e926-77f2-aa94c2aaf0e3,66e40cf4-9685-ff3b-b5a7-0d43cc45eefb,1
66e40cf4-9685-ff3b-b5a7-0d43cc45eefb,ee14fe3a-7664-fcd6-eb23-0fd4a42672ee,1
1bea9fcb-cea8-4c0b-8c56-51ce678e7afc,66e40cf4-9685-ff3b-b5a7-0d43cc45eefb,1
5e143a69-49ff-61cd-77fc-cdc52ef40076,7a622e3e-d8f3-4f66-90d5-96616c73806b,1
0d318a19-348d-4af1-aeff-65e9e6e14d2f,7a622e3e-d8f3-4f66-90d5-96616c73806b,1
1e309280-fcdf-c5a1-004e-688b7cdf12fa,7a622e3e-d8f3-4f66-90d5-96616c73806b,1
32e3ce1f-affa-8423-cf2a-86157da63af5,7a622e3e-d8f3-4f66-90d5-96616c73806b,1
7a622e3e-d8f3-4f66-90d5-96616c73806b,c3a00f0b-3669-ed5d-198c-d4125ca96b99,1
4d70bc4e-bea7-41da-a42c-2ef82e117fcd,7a622e3e-d8f3-4f66-90d5-96616c73806b,1
2b638738-df6a-422c-b9ac-4d4b12e6942c,56e40f50-97c7-2a77-255d-1d97d5f30646,1
2b638738-df6a-422c-b9ac-4d4b12e6942c,7b768298-2141-400c-9f82-7b98d91b4f4d,1
2b638738-df6a-422c-b9ac-4d4b12e6942c,8f1b5d66-55a1-a080-03f3-d8cdab690f0d,1
2b638738-df6a-422c-b9ac-4d4b12e6942c,2e8ef0b0-d989-4a87-988b-9dec08d6e92e,1
2b638738-df6a-422c-b9ac-4d4b12e6942c,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,1
4373a41c-f984-ce42-3a0a-68e41362d1da,b08efc27-da40-505a-6f9d-c9e14247bf36,1
30d9e498-0ece-5ac4-7803-e81df82bd1ca,4373a41c-f984-ce42-3a0a-68e41362d1da,1
4373a41c-f984-ce42-3a0a-68e41362d1da,ed3cf4ed-3117-0977-0aeb-adf4a6105e15,1
56e40f50-97c7-2a77-255d-1d97d5f30646,ae246897-4365-0dfc-a345-ec40645b4df6,1
abbda1d1-ac28-e1cc-1e91-6070a60a2c81,ae246897-4365-0dfc-a345-ec40645b4df6,1
570afeb9-317b-979a-d328-645db95c213d,ae246897-4365-0dfc-a345-ec40645b4df6,1
15daf6ec-dd2e-4157-90df-3c8658563ee0,a40bdcc6-3401-4aea-9839-bdfe35b6f3df,1
8b72d07b-a571-fa2b-7e63-6fbbb631c53b,a40bdcc6-3401-4aea-9839-bdfe35b6f3df,1
a40bdcc6-3401-4aea-9839-bdfe35b6f3df,bd699a78-d3ac-4858-9b37-ff62a2112147,1
046feb95-3ade-be5f-9458-1a4650b1e131,53377857-8995-2128-8f85-bfc8c4a2178e,1
046feb95-3ade-be5f-9458-1a4650b1e131,04ab6bc8-14b4-4643-b8ec-c00c4c891111,1
046feb95-3ade-be5f-9458-1a4650b1e131,d64c7773-a04b-ed7e-bb67-b6126df2a42b,1
4d472126-0183-42fc-be15-e5a55f885ee3,aa978289-a0e0-8e2d-9db1-537203f28e62,1
4d472126-0183-42fc-be15-e5a55f885ee3,b08efc27-da40-505a-6f9d-c9e14247bf36,1
4d472126-0183-42fc-be15-e5a55f885ee3,7c4ae7bf-fe44-2bb4-c2f8-316c64e37581,1
4d472126-0183-42fc-be15-e5a55f885ee3,7de64040-14b2-70c3-775c-221d675b0af4,1
66728421-e17b-2f25-b41c-8c0be6f2ced3,fb35431d-b692-499d-8df7-33fa83a5f5c4,2
1a3f81de-d5b2-0745-0c62-efaae40629d6,fb35431d-b692-499d-8df7-33fa83a5f5c4,1
b08efc27-da40-505a-6f9d-c9e14247bf36,fb35431d-b692-499d-8df7-33fa83a5f5c4,1
289a3dae-5f5f-434a-b36f-828a03e61214,95ba7d5a-fa23-4fdc-bb77-e0c4e12b0000,1
95ba7d5a-fa23-4fdc-bb77-e0c4e12b0000,e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,1
5f8da149-2e69-4b0d-a1e3-abca45008c28,95ba7d5a-fa23-4fdc-bb77-e0c4e12b0000,1
33a45f6c-4e3f-fdb3-ffbe-679f9f04cefb,95ba7d5a-fa23-4fdc-bb77-e0c4e12b0000,1
34471979-64a6-4205-b858-b8688c5eb59d,7b51fe92-910c-45d2-ae86-1789804d9887,2
34471979-64a6-4205-b858-b8688c5eb59d,e41af97e-6cf5-413a-9e73-cab8b254eb04,2
3b2c6043-142e-453c-8087-cb94ae0ddd53,901f91f5-ded0-4f30-84d1-819f9d5bc419,1
443e2138-4483-472d-b4b7-f20b70f33c3c,901f91f5-ded0-4f30-84d1-819f9d5bc419,1
56240d7d-a48a-a683-bee7-fe39ddb1bc36,901f91f5-ded0-4f30-84d1-819f9d5bc419,1
a275de55-d378-b576-6ae5-cf0d4de4c3ae,d1be8dd4-4e0b-0e6f-da65-92525a05374b,1
4a38f19b-d512-4222-97f8-e5e8f59a1344,a275de55-d378-b576-6ae5-cf0d4de4c3ae,1
a275de55-d378-b576-6ae5-cf0d4de4c3ae,ddacc266-31cb-864c-5df8-94f401101652,1
a21fd3fa-c9c5-be84-f26c-e1d78939ae6c,a275de55-d378-b576-6ae5-cf0d4de4c3ae,1
a275de55-d378-b576-6ae5-cf0d4de4c3ae,fa3702d1-7892-f7b0-2b56-e2fda660b8d1,1
244f9483-6070-40aa-81b1-77ba282e48f0,e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,1
244f9483-6070-40aa-81b1-77ba282e48f0,7b768298-2141-400c-9f82-7b98d91b4f4d,1
244f9483-6070-40aa-81b1-77ba282e48f0,f0741aa5-befd-45cb-a287-c8bcf996f4d2,1
07ffde2d-5cbc-450d-a138-a0e195ca4939,244f9483-6070-40aa-81b1-77ba282e48f0,1
7de64040-14b2-70c3-775c-221d675b0af4,b1a3ecec-7651-aeec-7001-66afcb2fec62,1
15daf6ec-dd2e-4157-90df-3c8658563ee0,b1a3ecec-7651-aeec-7001-66afcb2fec62,1
b1a3ecec-7651-aeec-7001-66afcb2fec62,ba39d1c4-2e13-4748-7618-f00cd6ec4311,1
b1a3ecec-7651-aeec-7001-66afcb2fec62,cdf4c8df-8ac1-1bcf-976c-d7a611d0fa72,1
b1a3ecec-7651-aeec-7001-66afcb2fec62,ea8f6c99-ca4d-415c-900b-5c7e473cc6c2,1
53377857-8995-2128-8f85-bfc8c4a2178e,b1a3ecec-7651-aeec-7001-66afcb2fec62,1
4c7266c4-7158-44a6-df9e-ffab96d455ff,af7618ea-e009-ca94-045d-eef9ef8db017,1
4c7266c4-7158-44a6-df9e-ffab96d455ff,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,1
427c9a05-db73-80a2-a7b3-fc2d0a477687,46a7d7b9-83db-ab29-171d-8fcc1c926091,1
46a7d7b9-83db-ab29-171d-8fcc1c926091,49315da3-4c66-f9ee-6070-37072a99f21a,1
93d8ab02-8795-8324-232d-15604b38566f,9b6d42b6-cf3d-c3ef-0362-fdbe7116d839,1
3b5bb76a-e685-0b8c-1dc5-585770aef036,b0af35a8-d3b1-2fb5-755a-00d59780f6b2,1
3999d0be-6d00-1ce6-2616-3f1da6e09184,60f2c687-7546-caa5-cf81-38ce02377cad,1
3999d0be-6d00-1ce6-2616-3f1da6e09184,7de64040-14b2-70c3-775c-221d675b0af4,1
3999d0be-6d00-1ce6-2616-3f1da6e09184,d7c61edb-c3f6-0dda-9852-ac2e1524ed99,1
95489f22-86a1-65b2-e005-e6abeeaaf204,d3b7f5c3-3ff9-b015-f847-ef78d61af4dc,1
14d2cba2-8e38-2a1a-1edb-0c9933e914f6,49315da3-4c66-f9ee-6070-37072a99f21a,1
b08efc27-da40-505a-6f9d-c9e14247bf36,e2cac931-9bad-4dfb-d10e-aab729ea638f,1
56e40f50-97c7-2a77-255d-1d97d5f30646,e2cac931-9bad-4dfb-d10e-aab729ea638f,1
76c79cfb-6e74-67fa-fd9c-2434c83a613e,796e4250-e66a-1c7b-6ccf-5a4fbd3b1936,1
76c79cfb-6e74-67fa-fd9c-2434c83a613e,c7e40363-f16b-731f-a4c3-0b2f960e1837,1
56e40f50-97c7-2a77-255d-1d97d5f30646,bd06613d-ae82-396d-820a-6a59a8953a4f,1
bd06613d-ae82-396d-820a-6a59a8953a4f,e96105f1-25d2-af8d-7ecb-3da5e2d8aef7,1
673158e3-b671-4027-7d76-b3abdbc2fc18,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,1
de03c4eb-3e08-16aa-b1db-ad0711e845e1,e0147725-465c-2d33-1c08-64b67b93e508,2
242fa850-baba-927c-d9ca-4909453684b8,427c9a05-db73-80a2-a7b3-fc2d0a477687,1
242fa850-baba-927c-d9ca-4909453684b8,49315da3-4c66-f9ee-6070-37072a99f21a,1
388e766d-254a-79b4-c2a8-40014f20aeb2,afd154b4-dcb0-1eca-e3b6-1285f09606c1,1
56e40f50-97c7-2a77-255d-1d97d5f30646,e959e826-726a-fe26-18c2-5fb626e5979c,1
e959e826-726a-fe26-18c2-5fb626e5979c,ec37990e-fef4-e5b2-7bff-2bbc08bdad20,1
26ee58d5-9d52-8c21-68da-8e7b78c95769,51002b1a-7057-f941-aafb-9d5dfaa4dbfb,1
26ee58d5-9d52-8c21-68da-8e7b78c95769,53377857-8995-2128-8f85-bfc8c4a2178e,1
26ee58d5-9d52-8c21-68da-8e7b78c95769,e2c04a2d-75b8-4067-91eb-1c1cefa334ef,1
49315da3-4c66-f9ee-6070-37072a99f21a,89518cc4-af9b-44a1-97c0-a0ee3f183d9b,1
2a5e7afb-9004-d9d6-9316-e23e23f791ec,e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,1
05a36417-e653-a903-e76f-0d666a9848b7,c07d466a-6b3a-44fe-981a-f3f39e59bc81,2
0bd9b0be-3d6a-c6ce-3a2a-9ef927950975,2aebff7c-279a-8e2d-0865-ff8453051daa,1
2aebff7c-279a-8e2d-0865-ff8453051daa,9ac9ae67-8b94-b039-57e4-04b7f2791719,1
6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,e26eb23f-0207-1836-4821-49cbe42eb22a,1
45a90b77-9e8f-e5ea-e508-2068c72e90e3,e26eb23f-0207-1836-4821-49cbe42eb22a,1
b6643d8c-0766-9ccd-7fbb-39a19e9d061c,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,1
a798a04e-9108-422b-a681-ea929969e6e2,b6643d8c-0766-9ccd-7fbb-39a19e9d061c,1
8410918c-6562-4d79-909f-8b2f19695968,b6643d8c-0766-9ccd-7fbb-39a19e9d061c,1
34cac48d-177f-0d28-cf72-5b83d9271d89,e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,1
0e90198f-8fa6-ae1e-07ea-f807e3cf77e5,34cac48d-177f-0d28-cf72-5b83d9271d89,1
343a0c91-d3b9-80fa-2330-cfde495decf1,fbb0f7eb-d4e1-47ec-a3b7-f5b871126a56,1
3fe056bc-dafc-0070-9f07-71971f6260bc,e96105f1-25d2-af8d-7ecb-3da5e2d8aef7,1
3fe056bc-dafc-0070-9f07-71971f6260bc,56e40f50-97c7-2a77-255d-1d97d5f30646,1
4455d476-d14e-b1d7-d481-ea6620a6d063,91c6be50-d8a0-d1bb-969f-5144879e9f35,1
4455d476-d14e-b1d7-d481-ea6620a6d063,7de64040-14b2-70c3-775c-221d675b0af4,3
3b2c6043-142e-453c-8087-cb94ae0ddd53,4455d476-d14e-b1d7-d481-ea6620a6d063,1
4455d476-d14e-b1d7-d481-ea6620a6d063,dcfb1ae3-35b1-0bf2-0b3d-595031ab4507,1
4455d476-d14e-b1d7-d481-ea6620a6d063,56e40f50-97c7-2a77-255d-1d97d5f30646,1
ab21eada-8d61-7fe3-f23a-839d8d379473,e96105f1-25d2-af8d-7ecb-3da5e2d8aef7,1
56e40f50-97c7-2a77-255d-1d97d5f30646,ab21eada-8d61-7fe3-f23a-839d8d379473,1
eee22b9a-c29e-0e24-3837-9518b87db9a3,f3b1d5c0-2bf0-4ef0-9994-df7313702341,1
469ebf55-2a4e-7d68-65f9-5ac3612cdb1e,be09909d-83d9-f70e-867c-20a6f716a64e,1
21f1efcd-caf7-4462-d5df-aad68c9ccd8d,469ebf55-2a4e-7d68-65f9-5ac3612cdb1e,1
c4f5120a-9b42-683a-28c3-31a0c44cc690,e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,1
943ac4d0-906d-d48f-fc96-1ee5f6cd5964,f0eee17e-37ce-f2f8-fd6d-4f836d2ee8e0,1
56e40f50-97c7-2a77-255d-1d97d5f30646,943ac4d0-906d-d48f-fc96-1ee5f6cd5964,1
3e8bfe1e-9145-85cd-649c-4ef3c0fd1b56,b693c8f8-ee42-8cca-d225-b6f86947a214,1
6635e34f-273f-03a8-cc78-be0b85dc18df,b693c8f8-ee42-8cca-d225-b6f86947a214,1
6dc0f52e-929b-342f-2add-d4e3858db6dd,91c6be50-d8a0-d1bb-969f-5144879e9f35,1
56e40f50-97c7-2a77-255d-1d97d5f30646,6dc0f52e-929b-342f-2add-d4e3858db6dd,1
47cb844b-40a0-7e00-8d81-a18d9c61e52d,f58715d5-80e0-3eda-b57d-4ba0d797f902,1
c2062466-0527-29d6-13f7-f6f12bce1dcd,f58715d5-80e0-3eda-b57d-4ba0d797f902,1
51e0cb41-461f-3d82-35a6-04fa44ef9346,7de64040-14b2-70c3-775c-221d675b0af4,1
9784ab9e-43f3-e895-c17d-b71132f7f468,fcbb780d-40c5-94e7-48aa-bc31cb36b82b,1
9784ab9e-43f3-e895-c17d-b71132f7f468,b08efc27-da40-505a-6f9d-c9e14247bf36,1
26bcf130-4aa8-a3b3-3571-1b8f13143370,9186e9a9-d02e-dd9b-4633-f57e8dbe4192,1
3056e887-4620-744d-5155-3bac4ae20a2f,56e40f50-97c7-2a77-255d-1d97d5f30646,1
28b54ba7-f398-bb89-3928-d4ee51650dca,3056e887-4620-744d-5155-3bac4ae20a2f,1
31393b85-e02c-15f7-eb6a-1d7936e75960,8a244cce-580c-5994-481c-03022c8b934e,1
31393b85-e02c-15f7-eb6a-1d7936e75960,723190bb-33b8-b488-afaa-506217e29220,1
1787528e-7bd3-a500-ba86-ac55205e7e21,32b06a2a-55f8-dc52-795c-33be1c06b929,1
32b06a2a-55f8-dc52-795c-33be1c06b929,8426c4a7-1fff-c3d8-9af4-e673a788212d,1
2ef0ba43-369a-b212-4018-ad56dd5419fe,4455d476-d14e-b1d7-d481-ea6620a6d063,1
2ef0ba43-369a-b212-4018-ad56dd5419fe,dcfb1ae3-35b1-0bf2-0b3d-595031ab4507,1
b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef,d8371d01-10b7-8243-6e6f-3bdb9413c11f,1
56e40f50-97c7-2a77-255d-1d97d5f30646,c639d641-7f02-5076-358b-cc0ec3241e75,1
c2062466-0527-29d6-13f7-f6f12bce1dcd,c639d641-7f02-5076-358b-cc0ec3241e75,1
e54e44de-ca26-b8e3-5669-1f31d4485ee3,e96105f1-25d2-af8d-7ecb-3da5e2d8aef7,1
7de64040-14b2-70c3-775c-221d675b0af4,e54e44de-ca26-b8e3-5669-1f31d4485ee3,1
13aadf02-2758-3885-3731-803d7a5f5402,f0cbd5ed-bbb4-d543-daea-8d1e87b45ac4,1
1fe0d71f-b69b-e1b0-6f47-f36b637d88cc,edbecf00-19ac-cead-d755-bc3a0b10ced4,1
56e40f50-97c7-2a77-255d-1d97d5f30646,edbecf00-19ac-cead-d755-bc3a0b10ced4,1
c78a26da-2f72-9d81-a1e4-1d109ee3a165,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,1
b08efc27-da40-505a-6f9d-c9e14247bf36,c78a26da-2f72-9d81-a1e4-1d109ee3a165,1
056adb06-8654-8653-7ae0-75a491c2bf96,befffbfd-25f1-1a4e-4b0f-1c469bc4510e,1
b0af35a8-d3b1-2fb5-755a-00d59780f6b2,f321c7bc-6d84-94d8-9dee-34eee7490d89,1
3784a24f-2814-33c3-690c-15f6419d2a44,4b38ef37-c04e-4056-88f6-84c0a6f749d4,1
3784a24f-2814-33c3-690c-15f6419d2a44,532e38f3-2c90-11c1-1d82-3c75e64c893c,1
3a6c9503-0cc8-0809-7925-65e590f9010c,c92a1f00-8c19-bf2e-0f28-dbbd383dc968,1
83408029-c562-654b-f274-9ee1eeb5c3cc,c92a1f00-8c19-bf2e-0f28-dbbd383dc968,1
2e16ffab-257f-6dce-f86d-37f504b18842,6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,1
0938c352-88c6-4f93-b0ba-25d51a9ee9ca,c07d466a-6b3a-44fe-981a-f3f39e59bc81,1
0938c352-88c6-4f93-b0ba-25d51a9ee9ca,ce71834c-e90e-4e58-8b13-2d772375d781,1
6b028ee6-badb-f72e-5f7a-522f9880b5ae,b5b62dd2-3020-ce50-eee7-ea8d2928b243,1
9e497fbe-1d94-733a-24c8-8d4aa7799ac5,df950d7e-4407-0ab0-243b-9627de64c642,1
68632c07-2596-4aec-a694-1b0fc949ae3a,b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef,1
21494893-6bc3-4969-b312-ece16c7d9b09,c4bdc9f3-5a75-3393-8d54-fec662761ec8,1
60f2c687-7546-caa5-cf81-38ce02377cad,a066dfe4-089d-32ac-ab09-731593678d2e,1
53377857-8995-2128-8f85-bfc8c4a2178e,b3f85880-138a-07b9-4c75-197761358c7f,1
1543d4ae-ce2d-a596-128a-1494dfb13275,b3f85880-138a-07b9-4c75-197761358c7f,1
95489f22-86a1-65b2-e005-e6abeeaaf204,bc1024df-1e02-3e9b-d0ff-24ebc7f06859,1
04543eb7-1895-19a2-c213-afced8c423af,929b79a6-2adf-b684-946a-c5d8e9804a64,1
2a6a0f01-f727-caa2-5e88-b0bf7c471c69,3f84af76-a812-49c0-a05f-e45db4b2ef53,1
0e18b698-e0db-ee17-6727-076f02de2c5d,2a6a0f01-f727-caa2-5e88-b0bf7c471c69,1
2a6a0f01-f727-caa2-5e88-b0bf7c471c69,56e40f50-97c7-2a77-255d-1d97d5f30646,1
2a6a0f01-f727-caa2-5e88-b0bf7c471c69,acddc982-f23b-b2c6-6025-3e9efbfd6ed4,1
086b0392-31e7-5f16-50ea-287f8601b6c9,2a6a0f01-f727-caa2-5e88-b0bf7c471c69,1
7d2096a8-c85d-135a-5d87-fbbd89ade46a,a934eadd-65f2-4c08-9be7-51dad523dd2c,1
a3b11071-e87e-e80b-f18b-0fcc239795fc,a934eadd-65f2-4c08-9be7-51dad523dd2c,1
59d87098-907d-4adb-86d8-1dd70a2f523d,a934eadd-65f2-4c08-9be7-51dad523dd2c,1
7a42b564-4bb6-5864-6cdb-a0100008f3b3,a73d28da-98be-ca04-f5c7-389e1c15635f,1
39e6ad18-504f-fde9-1eb0-f4825a9b24d2,a73d28da-98be-ca04-f5c7-389e1c15635f,1
6c98aa6a-0383-ea74-c27c-996b38daa5ed,a73d28da-98be-ca04-f5c7-389e1c15635f,1
