investor_name,investment_count,25m_count,100m_count,250m_count,earliest_investment_experience,broad_category_count,specific_category_count,annualised_investment_count,25m_rate,100m_rate,250m_rate,experience,broad_diversity,specific_diversity,weighted_success_rate
Sunwoda Electronic,1,0,0,0,2021,3,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0126984126984126,0.0
Jonathan Matus,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Gabriel Naouri,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
RZC Investments,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Belmont Capital Group,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Charlotte Fund,2,0,0,0,2021,6,4,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1219512195121951,0.0272108843537414,0.0
Nikita Dyer,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Fintech71,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Octavio Herrera,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Agman Partners,1,0,0,0,2021,3,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0308390022675736,0.0
Stephen Kramer,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Stephen Pagliuca,1,1,0,0,2021,5,4,0.1111111111111111,1.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.056235827664399,0.28
Digital Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Christina Farr,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Lazarowitz Capital,1,0,0,0,2021,5,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0308390022675736,0.0
D- Nice,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Auth0,1,0,0,0,2021,4,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0888888888888888,0.0
David Fry,1,0,0,0,2021,1,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.0
gmoney NFT,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
Overlooked Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jon Neuburger,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
EvoNexus,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Z21 Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
DEXT Force Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Craig Herkert,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Musalli Al-Muammar,1,0,0,0,2021,6,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0308390022675736,0.0
Alex Okosi,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
The Edgeof,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Stanford Liu,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nathan Sampimon,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Aaron King,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
The Tornante Company,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Supernode Global,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Pacific Health Ventures,1,0,0,0,2021,1,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.0
Ripio,1,0,0,0,2021,6,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0126984126984126,0.0
Hash3,5,0,0,0,2021,13,10,0.5555555555555556,0.0,0.0,0.0,0.2727272727272727,0.2320557491289198,0.0707482993197279,0.0
New Agrarian,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Anna Marie Wagner,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Vinay Iyengar,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Dave Peacock,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
FirstMark,1,0,0,0,2021,1,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.0
First Imagine! Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Stellar Capital,2,0,0,0,2021,9,10,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.2787456445993031,0.1795918367346938,0.0
Print Marketing,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Bhavya Khanna,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Rishi Khanna,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Yong Kim,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Thomas E. Kolassa,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Naveen Tewari,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Valhalla Angels,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
NY Technology Capital Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Allon Ventures,1,0,0,0,2021,2,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0888888888888888,0.0
Premier Asset Management,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
wassie lawyer,1,0,0,0,2021,5,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0126984126984126,0.0
Strand Equity Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
BNP Paribas,1,0,0,0,2021,8,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.4425087108013937,0.056235827664399,0.0
Jeff Quinn,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Owen Colegrove,1,0,0,0,2021,5,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.056235827664399,0.0
Navitas Capital,3,0,0,0,2021,7,7,0.3333333333333333,0.0,0.0,0.0,0.2727272727272727,0.1103368176538908,0.0574452003023431,0.0
Spring Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jonathan Boutelle,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mohsen Abulleil,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Dan Lohman,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jonathan Keidan,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Harvard’s Endowment,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Leslie Crowe,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Robert X‏‏‎ ‎‏‏‎ ‎,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Rob Dickson,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Josh James,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
New Mexico Angels,2,0,0,0,2021,6,6,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1219512195121951,0.0634920634920634,0.0
Merit Circle,4,0,0,0,2021,9,8,0.4444444444444444,0.0,0.0,0.0,0.2727272727272727,0.1376306620209059,0.056235827664399,0.0
Locus Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Bayes Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
De-Carceration Fund,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mario Casabona,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
TRUMPF Venture,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Icon Ventures,1,0,0,0,2021,4,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0308390022675736,0.0
Sandy Spring Climate Partners,2,0,0,0,2021,3,4,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.0278745644599303,0.0272108843537414,0.0
Paul Longhenry,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Russell Wilson,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Newlin Investment Company,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Dreamward Event Fund,1,0,0,0,2021,2,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0126984126984126,0.0
John Innes,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Amiram Shachar,1,1,0,0,2021,4,2,0.1111111111111111,1.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0126984126984126,0.28
Fortson VC,1,0,0,0,2021,2,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.056235827664399,0.0
Three Bridges Private Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
chef Molly Baz,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sara Hope Smith,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Doug Fieldhouse,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Cliff Tong,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
DBO Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Virtue,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Johnson & Johnson Innovation – JJDC,1,1,0,0,2021,1,3,0.1111111111111111,1.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.0308390022675736,0.28
Web 3.0 SEA Alliance,1,0,0,0,2021,3,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0126984126984126,0.0
Ingwe Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Travis Deyle,1,0,0,0,2021,4,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0308390022675736,0.0
Accel,18,4,0,0,2021,20,34,2.0,0.2222222222222222,0.0,0.0,0.2727272727272727,0.151374370886566,0.2311917359536407,0.0622222222222222
Gaël de Boissard,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
gANGELS,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
Tommy Hilfiger,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Carson Kelly,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Rooter ‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎,1,0,0,0,2021,4,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0888888888888888,0.0
Harit Talwar,1,0,0,0,2021,2,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.056235827664399,0.0
Capital X,1,0,0,0,2021,6,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0308390022675736,0.0
Justin McDonald,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Michael Tedesco,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Albatross Investment,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Christian Gammill,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Binary Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mission Bay Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Bamboo Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Align Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Aiolos Holdings,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Heather Meeker,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Elliptic Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jiajun Zeng,1,0,0,0,2021,2,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.001814058956916,0.0
Martin Olsen,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Lightstone Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ravi Singh,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
GFR Artists,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Candou Ventures,1,0,0,0,2021,5,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.056235827664399,0.0
B Leonard,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Joe Gerber,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Boussard & Gavaudan Holding,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Better Angle,2,0,0,0,2021,5,5,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.0836236933797909,0.0435374149659863,0.0
AlphaX Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Abel Makkonen Tesfaye,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Carsten Thoma,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
8capita Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Vanessa Indriolo Vreeland,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jordan Noone,1,0,0,0,2021,8,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.4425087108013937,0.0888888888888888,0.0
RockawayX,2,0,0,0,2021,3,5,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.0278745644599303,0.0435374149659863,0.0
Daniel Isenberg,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Pronomos Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jordan Fliegel,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Christopher Shonk,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
AJI Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Hing C. Wong,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
David Wieland,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Argean Capital,1,1,0,0,2021,5,4,0.1111111111111111,1.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.056235827664399,0.28
Richard Bagdonas,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Rich Vertanen,1,0,0,0,2021,6,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0888888888888888,0.0
Speed Accelerator,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Slope Agency,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Supermoon Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Aurelian Global,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Felipe Weinfeld,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Andrew Mitchell,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Chris Turnley,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
The Erickson Family,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
INCE Capital,2,0,0,0,2021,9,7,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.2787456445993031,0.0870748299319727,0.0
Stellar Ventures,1,0,0,0,2021,6,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0888888888888888,0.0
Anthill Anthill,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Wayne Miles,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Peter Edge,1,0,0,0,2021,4,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0888888888888888,0.0
Canopy San Diego,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nexus Development Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Finance Media,1,0,0,0,2021,3,7,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.1759637188208616,0.0
Lakshman Sankar,1,1,0,0,2021,1,1,0.1111111111111111,1.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.28
Mehdi Maghsoodnia,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
SKBR,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Staking Facilities,1,0,0,0,2021,2,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.001814058956916,0.0
Richard Kimball,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Guillermo Plaza Roche,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Steven Luczo,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mark Timm,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Laudato Si' Challenge,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
NEMO Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Lumikai,1,0,0,0,2021,2,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0308390022675736,0.0
Payson Johnston,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
SuperChain Capital,1,0,0,0,2021,5,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0308390022675736,0.0
Pieter Jan Bakhuijzen,1,0,0,0,2021,2,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0308390022675736,0.0
Rochester Area Economic Development,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Shashank Mehrotra,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Quotient Ventures,1,0,0,0,2021,5,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.056235827664399,0.0
Feldsmith Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Brian Sheth,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ben Taft’s Genius Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Joe Ross,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Touchstone Equities,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Cortado Ventures,2,0,0,0,2021,3,3,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.0278745644599303,0.0145124716553287,0.0
David Hale,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kelvn Zuma,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ben Stephenson,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Henry Wolfond,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Vikas Chadha,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Will Price,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Wei Guo,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ReMY Investors & Consultants,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Rob Houdek,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Fiona Sobek,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kevin Ambrosini,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kathryn Haun,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Shastra VC,3,1,0,0,2021,9,8,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2727272727272727,0.1846689895470383,0.0755857898715041,0.0933333333333333
D.J Martin,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Boost Acceleration Camp,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mindfull Investors,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Connor Doherty,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mithun Sacheti,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ben Rubin,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
PowerOne Capital Markets Limited,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
BLH Venture Partners,1,0,0,0,2021,3,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.056235827664399,0.0
LibeccioTech,1,0,0,0,2021,2,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0308390022675736,0.0
Panoramic Venture Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Alpha Praetorian Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
US Department of Energy,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Gil Shai,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Matthew Dellavedova,2,0,0,0,2021,13,13,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.5853658536585366,0.3047619047619048,0.0
Nick Swinmurn,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Apollo VC,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Unlimited Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Unity Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Global Health Strategies,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Lynn Bartsch,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Tim Pavek,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Court Westcott,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
MIT Venture Mentoring Service (MIT VMS),0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jonathan Wasserstrum,3,0,0,0,2021,8,13,0.3333333333333333,0.0,0.0,0.0,0.2727272727272727,0.1451800232288037,0.2025699168556311,0.0
Cava Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jamf Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Exceptional Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
John Andrews,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Hasan Orhan,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Cosmostation,2,0,0,0,2021,3,3,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.0278745644599303,0.0145124716553287,0.0
Arteel Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Banyan Pacific,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ed Chalfin,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Panda Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Marc Lotenberg,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
RED Labs,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Monique Woodard,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Renee Montgomery,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Founder One,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
John Resig,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Delta Emerald Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Children’s Hospital Colorado,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Versa-Spa Gmbh,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Brent Morgan,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
TG Investments,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Larry Scott,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
GK Venture Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Janis Krums,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Activate,2,0,0,0,2021,6,7,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1219512195121951,0.0870748299319727,0.0
Anand Anbalagan,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Chester Roh,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nick Greenfield,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Fourth Realm,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Norrsken Foundation,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Frog,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Shree Kalluri,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Borghem Invest AB,1,0,0,0,2021,2,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.056235827664399,0.0
Lafayette Square,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Timshel XYZ,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
Lisa Paul,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Erich Meyer,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
MonetSupply,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
The Millennium Group,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Andreas Lieber,1,0,0,0,2021,2,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0126984126984126,0.0
Clark Valberg,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Verras Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Boutique Capital Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ellen Levy,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Norrsken VC,1,0,0,0,2021,1,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.0
Turing Technology Group,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
OB1,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Curql,1,0,0,0,2021,1,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.0
Rakuten,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
overtime.vc,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Andrew Dell,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Hubraum,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ruminder Dhillon,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Phillip Chambers,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
John James Jr.,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
The Points of Light,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
