investor_name,investment_count,25m_count,100m_count,250m_count,earliest_investment_experience,broad_category_count,specific_category_count,annualised_investment_count,25m_rate,100m_rate,250m_rate,experience,broad_diversity,specific_diversity,weighted_success_rate
David Liberman,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jim Andelman,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
John Elstrott,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Duro Ventures,2,0,0,0,2021,10,11,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.3449477351916376,0.2176870748299319,0.0
Beam Suntory,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
James Eberhard,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kent Liu,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Brooke Beach,1,0,0,0,2021,2,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0308390022675736,0.0
Daniel Karp,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Embark Ventures,2,0,0,0,2021,7,6,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1672473867595819,0.0634920634920634,0.0
The Ahimsa Foundation,1,0,0,0,2021,2,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.056235827664399,0.0
Boomtown Accelerators,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nolan Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Duran Cesur,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
YJ Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
AS13,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Delvin Cohns,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Outcomes Fund,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Bill Perkins,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Oyster Angel Fund,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sara Sutton,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Blake Pinsker,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Pacific Lake Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
BCA Fund,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
M.J. Bas,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ARM Labs Lagos Techstars Accelerator,1,0,0,0,2021,4,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0308390022675736,0.0
Katie Stanton,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Oxford Science Enterprises,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Siri Software GmbH,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Zack Goldenberg,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
JAM Fund,2,0,0,0,2021,7,6,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1672473867595819,0.0634920634920634,0.0
Erik Kimel,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Andreas Klinger,2,0,0,0,2021,9,9,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.2787456445993031,0.1451247165532879,0.0
Blake West,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
BRBK LLC,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Stanley Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kyle Lui,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Coinflip canada,2,0,0,0,2021,3,4,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.0278745644599303,0.0272108843537414,0.0
Bob McKnight,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sherpa,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kazuma Yamauchi,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sam Russo,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
HDFC Bank,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Olive Tree Capital,2,0,0,0,2021,3,6,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.0278745644599303,0.0634920634920634,0.0
Summit Media,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Domain Associates,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ShoeDazzle,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sam Li,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sadık Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Waarde Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
SharesPost Investment Management,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
P R Chandrasekar,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Currency M (The Moinian Group),0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
New Kent Capital LLC.,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Chris Cochrane,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Wassie Guild,1,0,0,0,2021,5,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.056235827664399,0.0
Bindley Capital Partners LLC,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Suresh Batchu,2,0,0,0,2021,6,5,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1219512195121951,0.0435374149659863,0.0
Propel Bio Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Global Impact Ventures,1,0,0,0,2021,8,6,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.4425087108013937,0.1287981859410431,0.0
Quiet Capital,18,5,1,0,2021,22,38,2.0,0.2777777777777778,0.0555555555555555,0.0,0.2727272727272727,0.183894696089818,0.2892416225749559,0.0944444444444444
Glock Ventures,1,0,0,0,2021,7,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.337979094076655,0.056235827664399,0.0
Mark Joseph,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Felton Group,2,0,0,0,2021,9,6,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.2787456445993031,0.0634920634920634,0.0
Steve Frieberg,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
HyperEdge,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nir Liberboim,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Central Coast Angels,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Stuart McLeod,1,0,0,0,2021,8,6,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.4425087108013937,0.1287981859410431,0.0
The University of Texas at Austin,1,0,0,0,2021,7,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.337979094076655,0.056235827664399,0.0
Foley Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Robert Ollwerther,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
George Sivulka,1,0,0,0,2021,1,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.0
Capital6 Eagle,1,0,0,0,2021,6,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0308390022675736,0.0
KiwiTech,1,0,0,0,2021,8,8,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.4425087108013937,0.2303854875283446,0.0
Blueprint For The Culture,1,0,0,0,2021,8,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.4425087108013937,0.0888888888888888,0.0
Michael Zajko,1,0,0,0,2021,5,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0308390022675736,0.0
TWO39 Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Elior Group,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Bumble Fund,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mark Goldberg,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mark Platshon,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Allegiant Real Estate Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Beyond1435,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
The Hive,1,0,0,0,2021,6,6,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.1287981859410431,0.0
Kairos HQ,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kayvon Beykpour,1,0,0,0,2021,5,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0126984126984126,0.0
Gordon Sween,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kurt Keutzer,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
EJ Liao,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ALTMAN,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
TACK Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sébastien Sikorski,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Erica Schecher,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Greg Osuri,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Roberto Justus,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sean Knapp,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Alexander Esin,1,0,0,0,2021,1,1,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0034843205574912,0.001814058956916,0.0
Bond Capital,1,0,0,0,2021,6,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0888888888888888,0.0
Reuben Munger,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
IKEA Bootcamp,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Opera Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Holt Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jiyoon Kang,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jeremy Hinman,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Erin Ashley Simon,1,0,0,0,2021,3,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0126984126984126,0.0
Bharat Mediratta,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kesho Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Tim Ferriss,1,0,0,0,2021,5,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0126984126984126,0.0
Fabien Koutchekian,1,0,0,0,2021,3,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.056235827664399,0.0
Sunil Srivatsa,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
MIT Alumni Angels of Northern California,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Emergent Ventures,2,0,0,0,2021,8,7,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.2195121951219512,0.0870748299319727,0.0
Carlo Minassian,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nitin Mangtani,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Show-Me Organics,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Viet Le,1,0,0,0,2021,3,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0308390022675736,0.0
Jake Brukhman,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nikhil Benesch,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Bitfinex,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Paul Madera,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Harlem Capital Partners,10,0,0,0,2021,16,18,1.1111111111111112,0.0,0.0,0.0,0.2727272727272727,0.1749128919860627,0.1157369614512471,0.0
Purpose Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
George Coffman,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Athena Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Generac Power Systems,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Varun Gupta,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Launch LAB,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Red Dog Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ANII,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Butler Automotive Group,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Alexandre Yazdi,1,0,0,0,2021,3,6,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.1287981859410431,0.0
Future Tech Lab,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Seth Besmertnik,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Plaintext Capital,1,0,0,0,2021,3,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0126984126984126,0.0
Fides+Ratio,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Wayfare Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Pat Condon,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Marat Kichikov,1,0,0,0,2021,3,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0126984126984126,0.0
Nathaniel Whittemore,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Darren Crystal,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
500 Emerging Europe,15,0,0,0,2021,17,28,1.6666666666666667,0.0,0.0,0.0,0.2727272727272727,0.1307781649245064,0.1878155706727135,0.0
Sanjay Nath,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Alpha Gaps,1,0,0,0,2021,6,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0308390022675736,0.0
Amazon Web Services,3,1,1,0,2021,9,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2727272727272727,0.1846689895470383,0.1723356009070294,0.1933333333333333
Initialized Capital,15,1,0,0,2021,20,36,1.6666666666666667,0.0666666666666666,0.0,0.0,0.2727272727272727,0.1823461091753774,0.3116553287981859,0.0186666666666666
Nick Kokonas,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Heron Rock Fund,1,0,0,0,2021,2,5,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0888888888888888,0.0
Lime Street Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Open Opportunity Fund,1,0,0,0,2021,3,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0308390022675736,0.0
MEST AFRICA,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Advective Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Brian Cooper,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Michael Ducker,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Phil Bronner,1,1,0,0,2021,2,3,0.1111111111111111,1.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0308390022675736,0.28
Liquid Lab Ventures,1,0,0,0,2021,6,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.056235827664399,0.0
Arnaud Achour,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Ogo ‏‏‎ ‎‏‏‎ ‎,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
Exponential Impact,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Vyne Dental,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jason Kapalka,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mila Kunis,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Interlock Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Yudi Jin,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Co=Creation=Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jeremy Levin,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
David J. Namdar,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Branch Startup Studio,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Walter Gilbert,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
DongKoo Bio&Pharma,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Woodside Incubator,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Phoebe Jenkins,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
SBK,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ICONIZ,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Christian Bukovics,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Richard Williams,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mario Batali,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nebular,4,0,0,0,2021,9,9,0.4444444444444444,0.0,0.0,0.0,0.2727272727272727,0.1376306620209059,0.0716553287981859,0.0
Harald Norvik,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Munam Wasi,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
Tomer London,1,1,0,0,2021,2,3,0.1111111111111111,1.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0308390022675736,0.28
Paul Rappoport,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Gary Tripp,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Digital Science,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Land Guys,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jalem M. Getz,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
FL Finance,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jon Fatelevich,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
BoltRock Holdings,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kyle Robiskie,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kx Technology Fund,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Manish Satnaliwala,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Bob Pasker,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Tom Hash,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Marc Bear,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Zero One Hundred,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Strategxy Ventures LLC,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Aoki Labs,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
Gil Goldstein,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Camille Ricketts,1,0,0,0,2021,4,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0308390022675736,0.0
GD10 Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Dean Alford,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Jamie Farrell,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Utku Erol,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Petri,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ULTRA.VC,2,0,0,0,2021,7,9,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1672473867595819,0.1451247165532879,0.0
Johnson & Johnson Foundation,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Cengage Group,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Michael O. Crenshaw,1,0,0,0,2021,2,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.024390243902439,0.0126984126984126,0.0
Innova Memphis,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Manish Shah,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Elusive Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Davis Smith,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Raju Reddy,1,0,0,0,2021,5,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0308390022675736,0.0
Hearst Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Michael Gibbons,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Nitzan Shapira,1,0,0,0,2021,5,8,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.2303854875283446,0.0
Ben Kosinski,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Energy Transition Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Adam Gries,1,0,0,0,2021,6,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0308390022675736,0.0
Aaron Skonnard,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
#Angels,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Binance,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
U.S. Army Combat Capabilities Development Command DEVCOM Soldier Center,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Steve Lee,1,0,0,0,2021,7,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.337979094076655,0.056235827664399,0.0
Brian Liu,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
ConsenSys Mesh,2,0,0,0,2021,6,6,0.2222222222222222,0.0,0.0,0.0,0.2727272727272727,0.1219512195121951,0.0634920634920634,0.0
Shashi Srikantan,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Emilianos Ellinas,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Scytale Digital,1,0,0,0,2021,5,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.0126984126984126,0.0
RiffTrax,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Deron Williams,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Wider Wake Networks,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sunmeet Jolly,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Hal Andrews,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Hamid Shojaee,1,0,0,0,2021,3,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0308390022675736,0.0
Joshua Mailman,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kfir Gavrieli,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sanjay Chadda,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Future Positive Capital,1,0,0,0,2021,3,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.0308390022675736,0.0
Sukna Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Aravind Arasavilli,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
John Luger,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Kalaari Capital,1,0,0,0,2021,4,2,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.0126984126984126,0.0
StartUp Health,3,0,0,0,2021,3,3,0.3333333333333333,0.0,0.0,0.0,0.2727272727272727,0.0174216027874564,0.0090702947845804,0.0
Gregory Gushee,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Carta Ventures,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Mitesh Agrawal,1,0,0,0,2021,5,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1707317073170731,0.056235827664399,0.0
Doug Stern,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Rem Darbinyan,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
BOLD Ventures,1,0,0,0,2021,6,3,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.2473867595818815,0.0308390022675736,0.0
Nicolas Berggruen,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Naresh Agarwal,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Umasankar Nistala,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Untapped Global,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Sinan Xin,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Simon Equity Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Arthur Media Group,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Pete Koomen,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Johannes Lindberg,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Neu Capital,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Rodrigo Schmidt,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Alberto Peisach,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
RISE Resilient Innovations,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Quality Control,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Leapstripe LLC,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Cocoa,1,0,0,0,2021,4,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.1080139372822299,0.056235827664399,0.0
Jayant Kadambi,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Samson Larsson,1,0,0,0,2021,3,4,0.1111111111111111,0.0,0.0,0.0,0.2727272727272727,0.0592334494773519,0.056235827664399,0.0
Marcus Erken,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Anna Widenius,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
NGN Partners,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
Starta Accelerator,0,0,0,0,2021,0,0,0.0,,,,0.2727272727272727,,,
