pair,Unnamed: 0,investment_count,25m_count,100m_count,250m_count,25m_rate,100m_rate,250m_rate,weighted_success_rate,average_experience,average_success_rate,average_specific_diversity,average_broad_diversity
"4c2e47a8-03ea-4ef7-b0f7-2d35c9c0990f,33be086b-4ea2-2109-6817-79c79fa08a13","4c2e47a8-03ea-4ef7-b0f7-2d35c9c0990f,33be086b-4ea2-2109-6817-79c79fa08a13",2,1,0,0,0.5,0.0,0.0,0.14,0.2727272727272727,0.1088888888888888,0.1084404132023179,0.1095625241966705
"afd16aa8-2e3b-0111-c6ca-445867275acf,0be7e715-b23f-4e15-3782-72a5d7991c19","afd16aa8-2e3b-0111-c6ca-445867275acf,0be7e715-b23f-4e15-3782-72a5d7991c19",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1166666666666666,0.0949357520786091,0.1387921022067363
"f88fffe4-06f9-4f6d-8680-3e6bdf7d7d6e,54e6b91c-bca3-4b98-61f0-d33bcd359a3e","f88fffe4-06f9-4f6d-8680-3e6bdf7d7d6e,54e6b91c-bca3-4b98-61f0-d33bcd359a3e",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.125,0.1941043083900226,0.1637630662020905
"e7a95473-4d2e-eea6-134d-82fa9d21e0d7,08fc58c1-a034-4939-9b9f-003fcc2d1697","e7a95473-4d2e-eea6-134d-82fa9d21e0d7,08fc58c1-a034-4939-9b9f-003fcc2d1697",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0308390022675736,0.1080139372822299
"a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44,0e76dc2b-f302-c39a-8ae9-0272214c1bb3","a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44,0e76dc2b-f302-c39a-8ae9-0272214c1bb3",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0441538461538461,0.3040083725798011,0.1789064593942642
"3197a4e9-38e5-47de-bba4-7b3499b71b5d,1d25724a-bb3c-068b-4120-9e2be8ac1e96","3197a4e9-38e5-47de-bba4-7b3499b71b5d,1d25724a-bb3c-068b-4120-9e2be8ac1e96",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1633333333333333,0.056538170823885,0.0476190476190476
"f8c4f7b7-248e-4fa0-8993-58041ed7c2a8,7db3c9dd-8ed7-daf7-b00a-227531fb7df1","f8c4f7b7-248e-4fa0-8993-58041ed7c2a8,7db3c9dd-8ed7-daf7-b00a-227531fb7df1",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.19375,0.0927437641723355,0.104965156794425
"b641dfef-1d15-40e1-8073-cca09df10682,455450d8-d681-473b-93f7-f78c531acd44","b641dfef-1d15-40e1-8073-cca09df10682,455450d8-d681-473b-93f7-f78c531acd44",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.3214285714285714,0.0791707159054097,0.1921353907416625
"bf2321e8-261a-5e19-3f5f-c12072008a42,95df67a5-a8ca-6821-8b5e-3b990b13c44d","bf2321e8-261a-5e19-3f5f-c12072008a42,95df67a5-a8ca-6821-8b5e-3b990b13c44d",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.14,0.0675736961451246,0.1951219512195121
"96efd3b5-6e76-42b7-9475-efbb97bb0db0,04e35b63-7856-0d4e-2fe3-9f60687d0351","96efd3b5-6e76-42b7-9475-efbb97bb0db0,04e35b63-7856-0d4e-2fe3-9f60687d0351",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.2916666666666666,0.0595616024187452,0.1570847851335656
"f065b291-ae61-41db-9475-3713a3da36d4,16952b7b-9bb2-4857-a491-18461ca2df31","f065b291-ae61-41db-9475-3713a3da36d4,16952b7b-9bb2-4857-a491-18461ca2df31",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.045,0.1890184645286686,0.1664385266301642
"30c81756-8fad-cc91-4be3-74b7f6c98e61,2229b80d-fd4e-4ef4-8b56-d32615e7b55f","30c81756-8fad-cc91-4be3-74b7f6c98e61,2229b80d-fd4e-4ef4-8b56-d32615e7b55f",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1866666666666666,0.0441421012849583,0.0940766550522647
"3e6db708-341e-4d43-be95-4a17976615d4,025d9d33-736d-4775-b237-5ae4beac45d8","3e6db708-341e-4d43-be95-4a17976615d4,025d9d33-736d-4775-b237-5ae4beac45d8",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0308390022675736,0.1080139372822299
"bcd0b911-4d14-8bba-c64d-dcc0d14d0448,1219b8d5-bc12-13ed-fe60-280fc2544b44","bcd0b911-4d14-8bba-c64d-dcc0d14d0448,1219b8d5-bc12-13ed-fe60-280fc2544b44",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1575,0.1145124716553287,0.0958188153310104
"d37c75fb-83ab-9fc0-0e13-966efea9736d,4c2e47a8-03ea-4ef7-b0f7-2d35c9c0990f","d37c75fb-83ab-9fc0-0e13-966efea9736d,4c2e47a8-03ea-4ef7-b0f7-2d35c9c0990f",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1555555555555555,0.1014865205341395,0.1205962059620596
"ebd3beae-16c4-4e90-9e62-3ecd78654aed,bf2321e8-261a-5e19-3f5f-c12072008a42","ebd3beae-16c4-4e90-9e62-3ecd78654aed,bf2321e8-261a-5e19-3f5f-c12072008a42",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.21,0.0603174603174602,0.1393728222996515
"d5df3873-7871-c608-0284-c74d0b555ccd,994c5b6f-d8ea-479f-9afb-b4b9d02653d4","d5df3873-7871-c608-0284-c74d0b555ccd,994c5b6f-d8ea-479f-9afb-b4b9d02653d4",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0829677419354838,0.2130114841635579,0.1504552096212206
"e0135367-203e-658b-688c-5cbcb332a091,7c53fbee-6053-8fd5-980c-e57e66a7d96d","e0135367-203e-658b-688c-5cbcb332a091,7c53fbee-6053-8fd5-980c-e57e66a7d96d",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.21,0.1038548752834466,0.2090592334494773
"89bff19e-52b2-42a0-aea4-022063e622f6,0c11a9c2-7a54-471a-b7fe-eb5a03af245a","89bff19e-52b2-42a0-aea4-022063e622f6,0c11a9c2-7a54-471a-b7fe-eb5a03af245a",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.75,0.0290249433106574,0.278745644599303
"c1de8393-7373-264b-bf87-42681e34ba9e,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e","c1de8393-7373-264b-bf87-42681e34ba9e,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1402916666666666,0.235532879818594,0.0365889953542392
"a3f7a80c-c51e-4c72-bbac-8eed4d5ba052,39a9103a-ce00-434a-9277-a75a80389538","a3f7a80c-c51e-4c72-bbac-8eed4d5ba052,39a9103a-ce00-434a-9277-a75a80389538",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.75,0.0471655328798185,0.308362369337979
"56e40f50-97c7-2a77-255d-1d97d5f30646,132375ec-a61a-4c4e-8416-691f0d505360","56e40f50-97c7-2a77-255d-1d97d5f30646,132375ec-a61a-4c4e-8416-691f0d505360",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0751851851851851,0.3401024607373814,0.2537746806039488
"8f263026-fbfe-4285-ac3d-213affd46796,5dd2e0d7-9de9-0d42-33a3-430596a08948","8f263026-fbfe-4285-ac3d-213affd46796,5dd2e0d7-9de9-0d42-33a3-430596a08948",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.126,0.1273469387755101,0.3073170731707316
"bcf2a632-affb-41cd-b136-dcbf456624dc,b642f629-8a31-4cf3-929e-13d01f5def85","bcf2a632-affb-41cd-b136-dcbf456624dc,b642f629-8a31-4cf3-929e-13d01f5def85",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.14,0.0535147392290248,0.1219512195121951
"70de1388-0fd1-4dae-92ad-6a67520f8409,0c867fde-2b9a-df10-fdb9-66b74f355f91","70de1388-0fd1-4dae-92ad-6a67520f8409,0c867fde-2b9a-df10-fdb9-66b74f355f91",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0785087719298245,0.2305127899112861,0.2356501008619108
"d7f63b50-ca5f-48c6-88aa-7ccd184e05da,0ddc4473-524d-f527-e327-7b9b31b861c2","d7f63b50-ca5f-48c6-88aa-7ccd184e05da,0ddc4473-524d-f527-e327-7b9b31b861c2",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0875,0.1408163265306121,0.1380662020905923
"778b1dbc-9141-46f1-b84a-d7ee9823c094,1368b8f1-a1f6-4dc0-92bc-e1bafaf333d5","778b1dbc-9141-46f1-b84a-d7ee9823c094,1368b8f1-a1f6-4dc0-92bc-e1bafaf333d5",1,1,1,0,1.0,1.0,0.0,0.5800000000000001,0.2727272727272727,0.34375,0.0800453514739228,0.1132404181184669
"da0682dd-79ed-245c-67a2-f2c617588fc6,96132265-35bb-fbc1-2b25-e5793a34f241","da0682dd-79ed-245c-67a2-f2c617588fc6,96132265-35bb-fbc1-2b25-e5793a34f241",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0371882086167799,0.0801393728222996
"9443f9ec-f21b-6011-51f3-a0504da8d760,48d9742d-0f68-6d0a-bc3e-c0e4d37757f9","9443f9ec-f21b-6011-51f3-a0504da8d760,48d9742d-0f68-6d0a-bc3e-c0e4d37757f9",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.21,0.0984126984126983,0.0984320557491289
"e5cdbbd1-7b86-486e-835f-dd699e63c9c0,29715599-a745-4199-abb6-bbd2e8387894","e5cdbbd1-7b86-486e-835f-dd699e63c9c0,29715599-a745-4199-abb6-bbd2e8387894",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.5426666666666666,0.067845804988662,0.2195121951219511
"d871ef9a-88ab-4da6-8020-0760984b04e7,8f1b5d66-55a1-a080-03f3-d8cdab690f0d","d871ef9a-88ab-4da6-8020-0760984b04e7,8f1b5d66-55a1-a080-03f3-d8cdab690f0d",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.5416666666666666,0.0811791383219954,0.2511614401858304
"ff75ffbe-a99a-8b72-aff5-157aa8df2050,c438b531-1757-060d-fe68-16f5488ebc51","ff75ffbe-a99a-8b72-aff5-157aa8df2050,c438b531-1757-060d-fe68-16f5488ebc51",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0126984126984126,0.1080139372822299
"f1653c02-8228-44c0-9691-cb1ee3aac89b,a751bea8-d0a1-6578-bbfa-5e57f3972e7c","f1653c02-8228-44c0-9691-cb1ee3aac89b,a751bea8-d0a1-6578-bbfa-5e57f3972e7c",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0933333333333333,0.0689342403628117,0.0673635307781649
"dcf0cb2a-ebd3-4828-8900-39656550c822,85d2d83c-8489-447e-9841-78e03bda8ec7","dcf0cb2a-ebd3-4828-8900-39656550c822,85d2d83c-8489-447e-9841-78e03bda8ec7",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.5833333333333333,0.0510959939531367,0.2979094076655052
"6f3291db-b38a-fb36-cd12-85f04c822aef,2fc1ba46-452e-ad1b-47d9-cb7cfa8dff85","6f3291db-b38a-fb36-cd12-85f04c822aef,2fc1ba46-452e-ad1b-47d9-cb7cfa8dff85",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.21,0.0725623582766439,0.1393728222996515
"3843215a-d217-414d-94c9-53d9f65782dd,19dde276-dbc0-477a-9476-f2ab5e3120a6","3843215a-d217-414d-94c9-53d9f65782dd,19dde276-dbc0-477a-9476-f2ab5e3120a6",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.21,0.0371882086167799,0.0958188153310104
"8426c4a7-1fff-c3d8-9af4-e673a788212d,83e66dc5-a8ac-4491-a831-2be95d3ed9e9","8426c4a7-1fff-c3d8-9af4-e673a788212d,83e66dc5-a8ac-4491-a831-2be95d3ed9e9",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.0707575757575757,0.1967841682127396,0.1251979727589483
"f9c96c90-5bb4-6ba0-bd38-04823b1d5b08,66b02e4c-8236-4a1f-baea-ce389ceb6973","f9c96c90-5bb4-6ba0-bd38-04823b1d5b08,66b02e4c-8236-4a1f-baea-ce389ceb6973",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.09,0.1806284418529316,0.096316575410652
"aa09f42b-6438-2ed6-e76b-e1f5884a4984,39a9103a-ce00-434a-9277-a75a80389538","aa09f42b-6438-2ed6-e76b-e1f5884a4984,39a9103a-ce00-434a-9277-a75a80389538",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.5,0.075283446712018,0.3484320557491289
"054264cb-fb84-4ba3-b43c-f1916228538e,043d9e52-dcc0-0dd8-6074-206e42e20e13","054264cb-fb84-4ba3-b43c-f1916228538e,043d9e52-dcc0-0dd8-6074-206e42e20e13",1,1,1,0,1.0,1.0,0.0,0.5800000000000001,0.2727272727272727,0.347,0.1480272108843537,0.1902439024390243
"5d3d25e6-96d3-4653-adf8-643a5d0329b3,455450d8-d681-473b-93f7-f78c531acd44","5d3d25e6-96d3-4653-adf8-643a5d0329b3,455450d8-d681-473b-93f7-f78c531acd44",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.1964285714285714,0.0932296728215095,0.1860378297660527
"eeb1d57e-0f6f-4f8a-8fa9-9aa0035a1973,2a58cc90-f050-4788-b7fd-9ba6f260802d","eeb1d57e-0f6f-4f8a-8fa9-9aa0035a1973,2a58cc90-f050-4788-b7fd-9ba6f260802d",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.105,0.1716553287981859,0.1851045296167247
"8426c4a7-1fff-c3d8-9af4-e673a788212d,26abc8d4-b8d0-4a6d-a552-ce0220113757","8426c4a7-1fff-c3d8-9af4-e673a788212d,26abc8d4-b8d0-4a6d-a552-ce0220113757",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.077840909090909,0.2067614924757781,0.1304244535951852
"d717ffa0-d10a-5886-04ca-75bbbd32008e,a751bea8-d0a1-6578-bbfa-5e57f3972e7c","d717ffa0-d10a-5886-04ca-75bbbd32008e,a751bea8-d0a1-6578-bbfa-5e57f3972e7c",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1866666666666666,0.0489795918367346,0.1126596980255516
"f8c4f7b7-248e-4fa0-8993-58041ed7c2a8,4fcbed16-9508-4950-8217-a4d4ab2eea0d","f8c4f7b7-248e-4fa0-8993-58041ed7c2a8,4fcbed16-9508-4950-8217-a4d4ab2eea0d",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.056235827664399,0.1080139372822299
"e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,77751b3b-e74c-4a7f-ac5d-d041b4ab686e","e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,77751b3b-e74c-4a7f-ac5d-d041b4ab686e",3,2,1,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4266666666666666,0.2727272727272727,0.121340909090909,0.3577819006390434,0.139919227114349
"77751b3b-e74c-4a7f-ac5d-d041b4ab686e,379838f6-5109-44b6-a401-8e90675de962","77751b3b-e74c-4a7f-ac5d-d041b4ab686e,379838f6-5109-44b6-a401-8e90675de962",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1293333333333333,0.1094482237339379,0.1275261324041811
"803f03b4-14e5-4229-980e-1a4dcfbdfc41,3e6db708-341e-4d43-be95-4a17976615d4","803f03b4-14e5-4229-980e-1a4dcfbdfc41,3e6db708-341e-4d43-be95-4a17976615d4",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.154,0.1567346938775509,0.1916376306620208
"cb4724ff-cd9d-4347-b5ab-f395d36ad7ad,3fb216b9-cf8c-4af3-b370-671ed0ca1f42","cb4724ff-cd9d-4347-b5ab-f395d36ad7ad,3fb216b9-cf8c-4af3-b370-671ed0ca1f42",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.145625,0.0861678004535146,0.1308797909407665
"2229b80d-fd4e-4ef4-8b56-d32615e7b55f,04e48b72-4daf-985b-4dad-bbc9a53de249","2229b80d-fd4e-4ef4-8b56-d32615e7b55f,04e48b72-4daf-985b-4dad-bbc9a53de249",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1866666666666666,0.0441421012849583,0.0940766550522647
"dcf0cb2a-ebd3-4828-8900-39656550c822,96efd3b5-6e76-42b7-9475-efbb97bb0db0","dcf0cb2a-ebd3-4828-8900-39656550c822,96efd3b5-6e76-42b7-9475-efbb97bb0db0",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.1249999999999999,0.073469387755102,0.1762485481997677
"77751b3b-e74c-4a7f-ac5d-d041b4ab686e,5c857225-937a-489f-bf5e-5084e8d47ceb","77751b3b-e74c-4a7f-ac5d-d041b4ab686e,5c857225-937a-489f-bf5e-5084e8d47ceb",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.246,0.0997732426303854,0.1414634146341463
"9aa31be4-5ff2-30e8-34b5-612ee6437339,63d87b66-09d5-4ec0-af3c-0297ca03cb25","9aa31be4-5ff2-30e8-34b5-612ee6437339,63d87b66-09d5-4ec0-af3c-0297ca03cb25",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0589375,0.0931065759637188,0.1213632404181184
"f186dc2a-c54f-cc42-1608-20ede9f34c82,735a53c6-a7ba-2434-d97d-b788536da89d","f186dc2a-c54f-cc42-1608-20ede9f34c82,735a53c6-a7ba-2434-d97d-b788536da89d",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.154,0.152471655328798,0.1121951219512195
"bc3db502-f465-4fca-ada9-c2e574085e52,3e6db708-341e-4d43-be95-4a17976615d4","bc3db502-f465-4fca-ada9-c2e574085e52,3e6db708-341e-4d43-be95-4a17976615d4",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.21,0.0471655328798185,0.1376306620209059
"4de355ce-0b44-4cb0-8121-aa2ec479a443,3fb216b9-cf8c-4af3-b370-671ed0ca1f42","4de355ce-0b44-4cb0-8121-aa2ec479a443,3fb216b9-cf8c-4af3-b370-671ed0ca1f42",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.325625,0.1079365079365078,0.1866289198606271
"d2defcbb-908a-3745-28e1-e703ce0a85f2,54a349ea-36b9-450e-86cb-cfbf6b5eb190","d2defcbb-908a-3745-28e1-e703ce0a85f2,54a349ea-36b9-450e-86cb-cfbf6b5eb190",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.21,0.0598639455782312,0.127177700348432
"b9a6792a-c906-e090-3171-2a1ed2c2b663,735a53c6-a7ba-2434-d97d-b788536da89d","b9a6792a-c906-e090-3171-2a1ed2c2b663,735a53c6-a7ba-2434-d97d-b788536da89d",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.154,0.152471655328798,0.1365853658536585
"ff5d7573-bf2d-41ad-a669-999780af96e2,18019029-7c3e-8476-c4f3-9216298db9e1","ff5d7573-bf2d-41ad-a669-999780af96e2,18019029-7c3e-8476-c4f3-9216298db9e1",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.068,0.1253255587949465,0.15311100049776
"ad242608-f983-4442-bcff-df8aa9384658,96efd3b5-6e76-42b7-9475-efbb97bb0db0","ad242608-f983-4442-bcff-df8aa9384658,96efd3b5-6e76-42b7-9475-efbb97bb0db0",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.2083333333333333,0.0665154950869236,0.1861207897793263
"a00e153a-389b-41ea-ac35-f6172319a052,51d6f6e1-18ec-cab0-568f-c1f737f6c2c3","a00e153a-389b-41ea-ac35-f6172319a052,51d6f6e1-18ec-cab0-568f-c1f737f6c2c3",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0308390022675736,0.1080139372822299
"96464b05-8b94-4b8c-b24b-a3a893b5a811,2b750820-5202-4d50-8b2e-05f1e7a528fa","96464b05-8b94-4b8c-b24b-a3a893b5a811,2b750820-5202-4d50-8b2e-05f1e7a528fa",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1866666666666666,0.0441421012849583,0.0673635307781649
"781adfbf-f598-4557-b442-271a16d6aa06,2dae08af-8993-9e5f-d900-e191f3660860","781adfbf-f598-4557-b442-271a16d6aa06,2dae08af-8993-9e5f-d900-e191f3660860",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0308390022675736,0.024390243902439
"f38e3dae-3be2-cde6-a9ce-61e0689bef72,8deb19b0-d0a2-0002-bfb5-ce2b2c05a1e7","f38e3dae-3be2-cde6-a9ce-61e0689bef72,8deb19b0-d0a2-0002-bfb5-ce2b2c05a1e7",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0544217687074829,0.1091753774680603
"18019029-7c3e-8476-c4f3-9216298db9e1,17d23171-5c9d-ec6e-a7e5-0fd4de232410","18019029-7c3e-8476-c4f3-9216298db9e1,17d23171-5c9d-ec6e-a7e5-0fd4de232410",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.075,0.1241010689990281,0.1712294673967147
"3e6db708-341e-4d43-be95-4a17976615d4,31a9afcb-a2e4-511c-ef27-a7fb49a372d9","3e6db708-341e-4d43-be95-4a17976615d4,31a9afcb-a2e4-511c-ef27-a7fb49a372d9",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0308390022675736,0.1080139372822299
"f2be7eba-cf0a-45d6-8fae-2e3c010721d7,60a4ea58-a8c7-6550-edac-f5d02bec9323","f2be7eba-cf0a-45d6-8fae-2e3c010721d7,60a4ea58-a8c7-6550-edac-f5d02bec9323",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.196,0.0576870748299319,0.0668989547038327
"eb16afb7-a530-481f-982c-a14fc9ed71bc,b8d54c20-c259-8836-4ef8-3eef99b79f03","eb16afb7-a530-481f-982c-a14fc9ed71bc,b8d54c20-c259-8836-4ef8-3eef99b79f03",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1866666666666666,0.0876795162509447,0.1997677119628338
"90b058f3-9697-4ffa-9274-76c02578ef4f,2b1a734a-0cb3-42ad-b0c5-c44cde8dacf5","90b058f3-9697-4ffa-9274-76c02578ef4f,2b1a734a-0cb3-42ad-b0c5-c44cde8dacf5",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0746666666666666,0.1982161753590324,0.1796747967479674
"8342a4b7-f98d-44c6-a117-43c1400568a2,21fb3369-6d58-418e-b680-10ea4b231ee5","8342a4b7-f98d-44c6-a117-43c1400568a2,21fb3369-6d58-418e-b680-10ea4b231ee5",1,1,1,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.5711111111111111,0.0540186444948349,0.2229965156794424
"c9a2babe-350d-4c6b-b1a1-173a32f5cba1,3fb216b9-cf8c-4af3-b370-671ed0ca1f42","c9a2babe-350d-4c6b-b1a1-173a32f5cba1,3fb216b9-cf8c-4af3-b370-671ed0ca1f42",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.095625,0.0894071914480077,0.0952899452463912
"aefa3a84-5193-00c3-5cbf-ec5ec2645672,a51bcde4-4be9-eadf-0f18-af534e13a780","aefa3a84-5193-00c3-5cbf-ec5ec2645672,a51bcde4-4be9-eadf-0f18-af534e13a780",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1555555555555555,0.1741496598639455,0.1223383662408052
"e7a95473-4d2e-eea6-134d-82fa9d21e0d7,803f03b4-14e5-4229-980e-1a4dcfbdfc41","e7a95473-4d2e-eea6-134d-82fa9d21e0d7,803f03b4-14e5-4229-980e-1a4dcfbdfc41",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.154,0.1567346938775509,0.1916376306620208
"e10de0f8-bed0-4dff-99a6-2258f3e21fed,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29","e10de0f8-bed0-4dff-99a6-2258f3e21fed,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.2056862745098039,0.2715041572184429,0.0935300949648152
"a17ad7cf-0484-4c18-b28b-9888457fb987,6524948f-6406-4062-9e22-ab8d5c261f50","a17ad7cf-0484-4c18-b28b-9888457fb987,6524948f-6406-4062-9e22-ab8d5c261f50",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.175,0.0512471655328797,0.0418118466898954
"e7a95473-4d2e-eea6-134d-82fa9d21e0d7,0f9ff984-0a9e-4c86-b5f8-cf220a75a3ca","e7a95473-4d2e-eea6-134d-82fa9d21e0d7,0f9ff984-0a9e-4c86-b5f8-cf220a75a3ca",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1633333333333333,0.1018896447467875,0.1225319396051103
"34b5b5b2-424d-4df6-b193-3e1d7aba2097,16496cb3-1c18-98f1-0eff-3819930827a8","34b5b5b2-424d-4df6-b193-3e1d7aba2097,16496cb3-1c18-98f1-0eff-3819930827a8",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.0833333333333333,0.2416585681891803,0.238095238095238
"e1085bc5-b73f-8cbf-be57-fbc2946af245,083c2bd9-7a5e-4826-ab55-c0a51138b89f","e1085bc5-b73f-8cbf-be57-fbc2946af245,083c2bd9-7a5e-4826-ab55-c0a51138b89f",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0126984126984126,0.024390243902439
"3f3dd102-9983-2396-0639-8f08017aa6fb,3e8bfe1e-9145-85cd-649c-4ef3c0fd1b56","3f3dd102-9983-2396-0639-8f08017aa6fb,3e8bfe1e-9145-85cd-649c-4ef3c0fd1b56",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.1166666666666666,0.0813303099017384,0.1562137049941928
"12194a43-5266-968b-bcee-9ce9bca9ae67,054264cb-fb84-4ba3-b43c-f1916228538e","12194a43-5266-968b-bcee-9ce9bca9ae67,054264cb-fb84-4ba3-b43c-f1916228538e",1,1,1,0,1.0,1.0,0.0,0.5800000000000001,0.2727272727272727,0.5800000000000001,0.0888888888888888,0.2473867595818815
"f644352a-5dbd-1c0e-fe20-286831c0dbc0,d0395d31-ba4c-b86a-c27e-b389d5a2c66f","f644352a-5dbd-1c0e-fe20-286831c0dbc0,d0395d31-ba4c-b86a-c27e-b389d5a2c66f",1,1,1,0,1.0,1.0,0.0,0.5800000000000001,0.2727272727272727,0.2361904761904761,0.1265090163049346,0.0811348929815828
"92da1221-8bc0-8212-4be6-2e68cd5f05b1,5811f0ef-6ae4-526c-3d9d-354fc73c77cf","92da1221-8bc0-8212-4be6-2e68cd5f05b1,5811f0ef-6ae4-526c-3d9d-354fc73c77cf",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0308390022675736,0.0592334494773519
"85b09c2a-fea8-4a8a-57a3-62c50ea739d3,748ce98a-0837-4f29-a1ce-501f864debce","85b09c2a-fea8-4a8a-57a3-62c50ea739d3,748ce98a-0837-4f29-a1ce-501f864debce",1,1,0,0,1.0,0.0,0.0,0.28,0.2727272727272727,0.28,0.0888888888888888,0.2473867595818815
