founded_year,org_uuid,name_x,category_list,category_groups_list,total_funding_usd,ultimate_outlier_success_250_mil_raise,interim_success_100_mil_founded_year_2019_or_above,recent_success_25_mil_raise_founded_year_2022_or_above,investor_names,investor_uuids,name_y
2023,5356bffd-c8e5-4d2c-af3d-53dd4a3e1a11,Moneta Health,,,,0,0,0,BKR Capital,e2760051-759f-4aae-aceb-f8713fefa552,Moneta Health
2023,b592eeb3-4052-4457-9290-31f547784183,Parakeet Financial,,,,0,0,0,Beta Boom,203ce23b-3fd7-4a4a-b39b-75846e3d3d2a,Parakeet Financial
2023,561a33f8-536d-4d46-b99c-7384aade8e9d,Spara,,,,0,0,0,FJ Labs,20242b76-1950-6156-2811-f7171fc99de8,Spara
2023,3cdd1b49-2463-403f-aec8-b8b7afcd9003,Spot Runner AI,,,250000.0,0,0,0,Tech Holding,118087cf-dcb0-4120-9ac6-b569237fbda6,Spot Runner AI
2023,21295f2b-2677-4657-b47b-300c6adac37d,DataMotto,,,25000.0,0,0,0,LAUNCH,2d296802-0ac2-3ee5-5d07-4e9383655a72,DataMotto
2023,27f540db-b6ea-469b-a9ac-3321974466b8,WinBat,,,5000000.0,0,0,0,Infinite Power Systems,fa0ae9ab-a9a2-472d-9c4f-dc5819a027bb,WinBat
2023,ce0518ee-5024-4726-9b4c-6323106fe8df,Fijoya,,,8300000.0,0,0,0,Team8,192acc26-46d6-5961-2a18-2ec462242091,Fijoya
2023,71fdc439-fd32-49a3-abbf-9959fcc61b21,Cartwheel,,,5600000.0,0,0,0,"Accel, Akshay Kothari, Amjad Masad, Correlation Ventures, Drew Houston, Heretic Ventures, Human Ventures, Khosla Ventures, Kyle Parrish, MVP Ventures, Pelion Venture Partners","b08efc27-da40-505a-6f9d-c9e14247bf36, 7c4ae7bf-fe44-2bb4-c2f8-316c64e37581, 6af8fefa-4288-04e0-91ba-b0f4c6227e7f, 8866fad8-f339-97ff-f34b-eed98d43a2f0, 02325cea-62bc-596d-79d8-364541003bef, 940d41e4-57f4-4c94-941b-3f1d6180e78e, 56765be2-a789-8a83-1166-919cbe695d2e, fe5a4983-a46a-2fc2-5633-e35e0a86b694, 69fa0604-1ce6-4774-b9cc-f8bc03483554, fbcf1c8c-cb1e-4f27-857a-59cf662c6905, 76c506a0-a56e-2f7b-9c15-2c4740ca51e1",Cartwheel
2023,8a825177-0e9b-429d-adf6-5103d24dec2d,Cassidy,,,3650000.0,0,0,0,"Comma Capital, Erik Goldman, Jason Dorfman, Neo, Ride Ventures, Spacecadet Ventures, The General Partnership, Zachary Sims","56fc7128-45f5-40f1-8316-3b60ac82a515, fb27e638-ee4d-47dd-bf04-1e448f5ff098, 3a0453b0-e592-48c7-84e7-282ab21bb0ae, f6b44cee-4bf4-6fbc-8010-8e63b1f89c31, 49814d0a-bbb7-941f-7628-ae8575dc7704, 2e503654-6709-439f-9765-658ebef8aa9e, 9770d5cc-1323-4a7c-84de-22a9935d6f14, be8cd9d4-f8be-329f-be72-25cbacb09810",Cassidy
2023,61a59b98-43ea-46f5-ba1d-f0a8936a7fa4,Acai Travel,,,6500000.0,0,0,0,"Draper B1, Nauta Capital, One Travel Ventures","f382e680-0953-445e-bb8a-51c204eadc55, 7ca61676-77aa-0603-87f8-8068e06ca174, 39cfbf13-8db4-4e24-ab94-cce9ac39c3f7",Acai Travel
2023,f25cce69-6126-42ca-86fe-9b770cdab22a,FinOpsly,,,1920000.0,0,0,0,Hyde Park Venture Partners,799a9b81-1ded-37a7-7c78-b67a25246d39,FinOpsly
2023,07348943-ef7f-427b-8d16-f33c913de560,Digital Site Box,,,865000.0,0,0,0,Founderville.VC,88239c7d-b831-44d2-833c-b3ba64038864,Digital Site Box
2023,9cfa9836-c43d-40e4-a00a-fd6365c9729b,Tomo,,,3500000.0,0,0,0,"ConsenSys, HTX Ventures, KuCoin Ventures, Nomad Capital, OKX Ventures, Polychain, Story Protocol, Symbolic Capital, dao5","d17e4f27-d1aa-821e-dd0b-1a456dd678e6, a037e3d9-abcf-4e5c-96c4-67fc4cb1c627, ae172858-f8ad-479c-ba99-44a23586cd11, 3740bb5e-d46b-4353-ada9-9ceb34445d8c, 29715599-a745-4199-abb6-bbd2e8387894, b77dec60-40b6-6ae7-68d6-8286a75e8dfd, 8c7220bb-c5be-44af-ad19-1d196c51375f, da25de39-86d0-4504-998a-fab6f715cf2a, 3fb216b9-cf8c-4af3-b370-671ed0ca1f42",Tomo
2023,9cb0c73b-c10e-4cca-a218-0c4b78ad0951,Cold,,,2650000.0,0,0,0,"Archie C. Black, Better Ventures, Michael Francis, York IE","7c6f5bc2-6504-ddc9-9204-e90bc1501772, f1f4a59a-c901-7819-10e1-65f8e03b95d9, 8380c717-fbb4-4a4e-af48-7847a463ab1a, 268ae789-490b-4b9b-8e07-07758f008695",Cold
2023,e41001b8-196b-4da8-9c8d-4ccd51cda7de,InCharge One,,,450000.0,0,0,0,"500 Global, ZAS Ventures","56e40f50-97c7-2a77-255d-1d97d5f30646, ddce7c1f-c7ff-4860-bafb-7dd4a1b04a88",InCharge One
2023,bc7acce0-8134-4234-84a3-c3b3cef63eee,Writ,,,3800000.0,0,0,0,"Defy.vc, Gradient, High Alpha, Toba Capital","84830ed2-8395-02bf-33f8-bceea26cdbec, b344a285-cf12-93d7-d669-857ab75be00e, 3339ae17-7fd2-0900-247f-7ddb2f4d10ff, 3f6ae2d7-f641-74dd-23f5-81413660fa29",Writ
2023,77289bdd-ca15-499d-a8af-a9acf9a4772f,Marathon Fusion,,,6900000.0,0,0,0,"1517 Fund, Anglo American, Malcolm Handley, Shared Future Fund, Übermorgen Ventures","96712e17-5941-6c09-3124-176e08daa746, 9c7225e8-6b5c-df1a-7924-72a917ad48cb, c1c29c52-57f2-ccfa-f9b3-548ea831400e, 45097a8d-7e33-4c92-9829-2115af23dd7f, 560aecaa-e753-4a6f-b5a0-d22ac018b94f",Marathon Fusion
2023,89914843-3d45-4aef-b417-cb00a79eb4f6,Zoë Foundry,,,5000000.0,0,0,0,"Principal Financial Group, Reinsurance Group Of America","82f9cda0-bec2-957a-25e9-2b9bbbd279b6, a3a668e9-bef9-3826-78d8-7732bd59f5d1",Zoë Foundry
2023,362ec574-7679-4f1e-ac09-57e8039be03b,Hope Records,,,,0,0,0,Bias Capital,9e98cecc-f286-4a47-942d-7ee3dcda86a0,Hope Records
2023,c18001f2-7a3a-430e-8209-bce48880badc,Silkline,,,,0,0,0,"JAD Capital, Tenzing.vc","9b067ef9-8207-4dc4-a7eb-e51861579108, d2ddb25c-97cf-456d-af16-ae32fa757b10",Silkline
2023,7a40f2f2-9b00-45ba-a7cb-164b3df8e1d0,CS Family Office,,,,0,0,0,Q Game,ddd76db4-17dc-44f1-9039-63fda9b4a797,CS Family Office
2023,755052da-1eb0-417a-babb-e61c96d87b81,Glyf,,,,0,0,0,Andreessen Horowitz,ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,Glyf
2023,a3bf5611-1298-47ab-a851-9369f124803b,Truco,,,,0,0,0,"AIX Ventures, Team Ignite Ventures","6ace4dd8-a418-40d0-b24f-2f63e2f5d83b, ff074477-10b3-4a1a-b721-f31d22d66b6f",Truco
2023,8b90c8ff-e9b7-4135-8d65-70383e4969f1,Colega AI,,,,0,0,0,SparkLabs Group,903e8b77-1f97-4921-8e81-9b88d5219df3,Colega AI
2023,9c519f20-9cea-452f-a67d-365320d8c12a,Faura,,,500000.0,0,0,0,"Dorm Room Fund, Honors Fund, MetaProp, Responsibly Ventures","8a9a8a9b-879b-6da9-4269-d3366371e141, 5401a765-90cc-4ca3-af6b-c709d0053055, bb48b54a-516d-6b34-6cfe-73beeb288984, ecd19178-6a0d-489c-827c-2d5dccceefcd",Faura
2023,6e8b3411-8851-4983-910f-f57bf431990e,Validated,,,1820000.0,0,0,0,"Austen Allred, Charles Cushing, Expansion Venture Capital, J Ventures, Jamie Kopp, Keji Xie, Max Berman, Neo, Parteek Saran, Saurabh Sharma, SaxeCap, Scott Banister","bc5963bf-4975-6486-f444-3ea0bcbd1839, 07458fb9-a88d-4a69-acda-ec3418c5da83, f2332abf-15c1-0213-9059-cc9714166bc7, ac3cacf9-284a-4313-bd61-8a3defa858c5, 885208a2-0ba9-4af7-b658-bcce990a8791, daa77605-9406-414e-98a4-6b4a146ed812, 12bd8158-ac83-4bd9-873a-dcfd65dcc173, f6b44cee-4bf4-6fbc-8010-8e63b1f89c31, 390f456c-c2e0-4440-a71f-7223d6768603, 6d1a3625-05ae-4eae-ae4b-605dd6668cf5, 716bf2d9-bc79-4fdc-8103-33d622b18310, 69ba8866-c721-28e3-8b53-d10d81cece26",Validated
2023,e1c59095-6682-48a9-a040-98b6b156ad4c,Kiosk,,,10000000.0,0,0,0,"Electric Capital, Union Square Ventures, Variant, a16z crypto","c1630786-1aa1-458d-a93e-1a63f5dbc81f, b5d0d7dd-cfc2-4c56-9ed4-847db73f8cee, 9730e02a-2f1c-4d20-8d71-8f4de9a49ecc, 063bf170-ddb2-4041-8068-409fab18d502",Kiosk
2023,aa99c8b5-9326-4bf8-a9bf-6eac6da162ef,Today,,,5000000.0,0,0,0,"32bit Ventures, Big Brain Holdings, Builder Capital, Collab+Currency, Compute Ventures, Dingaling ‏‏‎ ‎‏‏‎ ‎, GSR, LIF, Metavest Capital, Sfermion, Spirit Dao, Tommy Tran","b81cd6df-ad4f-4d38-a39b-b13b2a6d9e1f, c5eaf51b-86bf-4de3-ba68-7eb8edfc6642, 9eb7646d-43e7-4c7d-99c7-dbdef5f3351a, 6ab09807-a483-47ae-97fe-633b044e7747, 7a9232a9-b8c1-4739-9533-d3d3817e5924, 0ddebeb5-526d-499a-9419-fa68ec9e6bcd, 4af42e7f-f8b6-4511-8b43-555fe2cdec55, 9fda2e64-d5fe-4da9-b693-4ce695be0d01, 29729c18-0787-474a-bfe4-8ee7c4c7edaa, 7cd5d238-19cb-43ea-8d7e-bf2a25653622, 54f36c07-334f-4daa-98bd-84fe150a92fe, 76ae953e-7c3c-4239-8c8a-a39b2c104a61",Today
2023,cb21616a-c5b7-40bc-a45c-a0bbc9116da4,ReXLytics,,,650000.0,0,0,0,"IVO Networks, Microsoft","0876456d-7a00-49ee-a9e0-2b6154bd6cd0, fd80725f-53fc-7009-9878-aeecf1e9ffbb",ReXLytics
2023,667ef6ef-89f5-451f-aff9-39264e731237,KiraGen Bio,,,,0,0,0,2048 Ventures,f187a10f-cf31-4aa9-8cb1-1ee018e8f96f,KiraGen Bio
2023,78646a8a-e0be-4bee-82ee-32ecb0b4acfe,homerenu,,,,0,0,0,REHAU New Ventures,26ab83db-73e8-43b3-bb8d-775b04d3b292,homerenu
2023,59f6f970-d9e0-4bae-a3f5-694f0ec976d6,ProdOps AI,,,,0,0,0,Boot64 Ventures,840037b2-741a-452d-8f9b-11614aaadd55,ProdOps AI
2023,902a5b97-3f0d-437e-b84e-4a2dc6cce429,Struct,,,,0,0,0,"Fredrik Björk, Michael Stoppelman, Paul Copplestone, Ratio, SignalFire","9b718e96-a8d1-faa6-155c-0d3cbb1b4253, 409b61de-c94f-65df-a03b-f0ca29f153d4, 0743489b-cc0d-7b22-96af-62d8d2dc6aa0, 2a583937-5cc0-4a96-89b3-0c6f8a750515, 483ccaa3-d2f7-06ad-7175-efc85f445f1b",Struct
2023,765481f8-c2a0-4241-8625-52edbd27f7e7,zOpt.ai,,,400000.0,0,0,0,Monish Darda,0df7b6e3-dc3b-3f82-7631-18624f928f3f,zOpt.ai
2023,46543fce-acdb-41ac-96fd-58b24ebee12a,Kollegio,,,750000.0,0,0,0,"Indus Valley Capital, Reach Capital, Tuesday Capital","d26bc20d-a1e3-4453-9371-ffa8a03de4ee, 03d0c2ea-f56a-bd52-ce54-0457905e0552, d53f379c-7f9c-4b4e-af5b-f09b2d64f88e",Kollegio
2023,b422dbf4-94b7-406f-8ac2-fac12b1d1d38,Bricklayer.ai,,,2500000.0,0,0,0,"Blu Venture Investors, BlueWing Ventures, Dreamit Ventures, Sovereign’s Capital, Virginia Venture Partners","98ca74ba-00a3-a00e-ffac-09c5304af6ae, c8af5fc4-238d-476d-a5b4-0845b4adbfb2, 754d8bc2-837e-c59a-3552-70f150b5858a, 8ac137cf-006d-7513-efa4-90796a3a2e92, cc715e03-32af-2ca1-6b05-f9e7b12f8720",Bricklayer.ai
2023,74f67cb5-9b0b-4fc9-8b9c-ba0e87cc1831,TensorFuse,,,500000.0,0,0,0,Y Combinator,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e,TensorFuse
2023,4178dbd3-ee0d-4045-8929-4d817fef3158,magik.ai,,,40000.0,0,0,0,Cali Investments,2be7f9fb-d71a-4c77-852e-efc8d1aac4fc,magik.ai
2023,36109a8f-d44c-446a-a72b-da55f86e63ef,Layer Financial Technologies,,,2700000.0,0,0,0,Better Tomorrow Ventures,13a3a322-4bff-4e21-a50c-1211c8dfbebf,Layer Financial Technologies
2023,2ad69eba-9319-4414-ba2f-b3b9471fe804,Try8,,,150000.0,0,0,0,(ERA) Entrepreneurs Roundtable Accelerator,b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef,Try8
2023,c0b9e15e-1bf9-4d0f-a26e-1812d3f0c80c,Chipp,,,,0,0,0,"Cambrian Ventures, M25","3ec60fc4-bb8d-444e-aea0-5f36058e9393, bf997ca3-aec6-8ed5-7985-c008d7ef81b3",Chipp
2023,0c1ce1ae-268b-41fc-80b7-b1c478533af7,AEGIS,,,,0,0,0,LongJump,72f0970b-17e7-4744-a229-aa5ea3ef0f56,AEGIS
2023,a014c772-6a05-4ad1-bfa4-65549137eb1e,DesignAI,,,,0,0,0,500 Global,56e40f50-97c7-2a77-255d-1d97d5f30646,DesignAI
2023,a5bafab0-f2f2-4e23-add7-c2b7bafa4420,Connect,,,,0,0,0,Holekamp Seed Fund,60621ebe-63a7-40b6-829e-e75ac1af14ef,Connect
2023,d5edde30-1259-4994-a7b1-44ce71e59b56,Polaro,,,,0,0,0,Alex Iceman,a8b0fae2-30d7-46d5-85b0-8547d68e3459,Polaro
2023,c2c3c172-44e2-4692-9dde-9cc731c82bc2,PuppyDog Corp,,,,0,0,0,AI Fund,8541fff9-c49e-4979-8dcf-3dcae636d446,PuppyDog Corp
2023,58d10c4b-dd4a-4d90-9955-da3c3c45f2b9,VC SPV,,,,0,0,0,Palo Alto Partners,742405db-7b52-493c-af6d-05cd1b5fb72e,VC SPV
2023,9513091e-68b8-4d95-a0a2-c904b3503872,CyrenCare,,,,0,0,0,Beta Boom,203ce23b-3fd7-4a4a-b39b-75846e3d3d2a,CyrenCare
2023,7fa1cede-dfda-463e-8f7c-3d8f936da4e1,Sphere,,,,0,0,0,"ArkChain LLC, Bain Capital Ventures, Jake Sylvestre, Nick Walker, Ryan Li, Sudarshan Sridharan","85c3c8a2-3a25-425d-8466-377298790465, 17766aa6-2da1-c1eb-d14d-2277ae1f34c7, 43301d84-f37e-40b5-a8ba-2dfa5d996186, 58e385b8-fda7-0a83-d2dd-cf653e693962, 25cc645e-2520-42aa-a086-5890ee806685, b5df6880-9af6-49b7-9213-4602720a35fc",Sphere
2023,07b8ec8c-6537-489d-ada5-f3ee5e0829c6,Upfactor,,,,0,0,0,Entrepreneur Ventures,70f3d650-ea33-4865-9cfc-4ca7946f00ec,Upfactor
2023,80c5c89e-ce1f-4567-b2ba-d743ca38fce7,Kontigo,,,,0,0,0,Orange DAO,87b16fdf-a1c8-4ec0-ae9c-323b64cfa70d,Kontigo
2023,b9f05d6f-95e9-4f00-9cbf-4e755059b89a,SKROL,,,1200000.0,0,0,0,Magnetic Capital,4bae570e-4288-482c-bba0-b54a27450499,SKROL
2023,d73ae819-c54b-468c-ac68-e98c7161a949,Ephemrial,,,125000.0,0,0,0,Blue Sea Eco Ventures,1b7c3fa6-ae54-4dbd-aafd-304a6fea9091,Ephemrial
2023,24a90ba6-4288-485e-b901-37834e5af1fb,Technova Industries,,,1100000.0,0,0,0,gener8tor,439d7bbf-11ae-7ddf-1887-727188ac065d,Technova Industries
2023,35baa725-9dda-4251-bc68-1f4fd3489d62,Niva,,,3300000.0,0,0,0,"Canary, Gilgamesh Ventures, Gradient, Picus Capital","165abb34-93f3-12cb-a04d-1396ed7eb3c5, ea4e244c-67e0-451c-bdad-3f140ce4d412, b344a285-cf12-93d7-d669-857ab75be00e, 9dda8c60-3517-927f-0c15-4807e7bd6054",Niva
2023,bd042e47-8701-4c69-94ce-cf12010f5ccb,LEA,,,150000.0,0,0,0,(ERA) Entrepreneurs Roundtable Accelerator,b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef,LEA
2023,15a08351-3dfb-4625-87db-fd8518872533,W Labs,,,14000000.0,0,0,0,Anti Fund,5b15b81f-67c3-405c-b04f-3cba80f45737,W Labs
2023,3a874856-7d80-4d1b-8238-336edd4fe698,BioReact,,,120000.0,0,0,0,Techstars,3718597a-dd39-6661-3630-09cdd43bcac2,BioReact
2023,a8246bf7-a621-4e77-86cc-3d44de2148d4,Arwin,,,3400000.0,0,0,0,"Abstract Ventures, Adverb Ventures","8426c4a7-1fff-c3d8-9af4-e673a788212d, a628caf8-73dd-4fc2-9ac8-b5a03216db7e",Arwin
2023,a7409210-4e55-44c3-8c0c-88ece0bd0294,Tako,,,5750000.0,0,0,0,"A* Capital, Abstract Ventures, Aravind Srinivas, Chase Coleman, Diogo Mónica, George Sivulka, Giancarlo Lionetti, Gokul Rajaram, Guillermo Rauch, Joe Montana, Johnny Ho, Kanjun Qiu, Kevin Warsh, Nathan McCauley, Naval Ravikant, Outset Capital, Paul Yacoubian, Scott Belsky, Stan Chudnovsky, Stanley Druckenmiller","33ceb2e0-5687-44fa-8da2-b72464294ec5, 8426c4a7-1fff-c3d8-9af4-e673a788212d, 9fe62cb4-12ec-49cd-a6a1-c26cefcf4dc2, e6670e0c-610c-5f0d-89e3-5e5fe615dd7e, 8517528a-0842-d8cb-26df-535b4eb700d2, 1e7cda89-5b34-4379-b06d-6f2ff6d36943, e1612886-c2ac-41e7-99f4-8422e31bfe7d, 2ae517bd-f03e-b7fc-8e79-8448627d15c4, 356bd44c-09ca-54fb-9a0f-f30167968a6f, 36217015-020c-c3f0-9689-dd17f69deac1, 92e34ca2-09cb-487a-b4d7-02fa1b1d4c00, 5f1fb58e-6de9-4667-bac2-9283a6ee71d7, 5f61c7c4-adb6-498e-f646-ed8830fed210, 9d2fdd44-8a7b-02fb-9b3b-f6fc3a387f28, bb0955c3-af0d-2d01-cd4f-985a93252432, fb748500-cbae-4608-b7a3-eacb233bc846, 38cf7cf2-c833-86e0-6cac-01a73c595db2, af778eb2-d12c-d953-7d7c-2e3bd5581cfe, 2e4c748f-a21f-9cb6-565c-6172198ee28d, a5553f39-a793-55ad-d7f1-0b4a6ab47b83",Tako
2023,c04303ad-803c-41e8-910d-fa87787baf05,Pantheon AI,,,42625000.0,0,0,1,"8VC, Andreessen Horowitz, Felicis","53377857-8995-2128-8f85-bfc8c4a2178e, ce91bad7-b6d8-e56e-0f45-4763c6c5ca29, 735a53c6-a7ba-2434-d97d-b788536da89d",Pantheon AI
2023,a08b5e38-2fcb-4c75-aaba-a263322c12fa,Anera Labs,,,500000.0,0,0,0,"Orange DAO, a16z crypto","87b16fdf-a1c8-4ec0-ae9c-323b64cfa70d, 063bf170-ddb2-4041-8068-409fab18d502",Anera Labs
2023,b755cebc-39c8-4dd4-87db-3201b807748d,Haven,,,,0,0,0,"Aarti Ramamurthy, Andrew Tan, Anthony Pompliano, Bam Azizi, Brett Calhoun, Charlie Feng, Eric Bahn, Hari Raghavan, Lauryn Motamedi, Mehreen Malik, Nico Ferreyra, Ronak Shah, Steven Aldrich, everett cook","22142529-bf40-441c-ad8c-e559332bd991, 6a18c2b4-8e17-0660-f205-bfdc5c97cc64, 233cca3b-29c4-e926-77f2-aa94c2aaf0e3, f9e634ec-2b5a-4c62-60a6-ebf72d4c30bc, b1e7f01b-976a-4f56-890a-6e67a5e86ba6, be6973cd-c2be-4210-a570-4a14958edad2, 5778b9d3-e180-1c60-781c-98658e5a6c50, 443f4385-65dd-ac37-0691-7fc505174608, d02f16ea-b5da-4359-af1c-c953c80654cb, b42441f6-4dab-40aa-840a-6de960cc00b8, 79c14b46-1889-4fb1-be55-e0edf18fbf11, 955bd8bb-c915-4507-88f6-e9823e7e8c83, 81984794-7a5a-6038-9a24-1aab69a90100, 0c5bd582-75c8-4654-9758-5d43e925d14b",Haven
2023,73a17bd7-b7b8-4460-aef8-8c1022374a62,MyPrize,,,13000000.0,0,0,0,"2 Punks Capital, 640 Oxford, Arrington Capital, Boxcar Capital Partners, Breed VC, David Choi, Dragonfly, JST Capital, Jason Leung, Jeff Feng, Joshua Kaufman, Joshua Lim, Luca Netz, Mechanism Capital, Peter Smith, Shiliang Tang, Spencer Noon, Steve Rosenthal, Tian Zeng, a16z Scout Fund","e52429a2-84da-45ce-854f-e1a1e86c8b23, 2373d10a-f1ab-471e-aef7-9b2cbd23c274, ff7269dd-dc3f-4ddd-9455-81c530239858, 711a0344-72f7-4e91-8742-8a13c7191435, 9cfd1300-da7d-47fd-ac47-a74f38952c7a, 43752477-8a52-4ab0-89ae-f4bcac4aaed6, ae6c664c-4dd9-40b0-bd6f-2d13693deed4, a918b9c8-59b7-497c-ab6c-a88458f31b65, 19fa9601-7ee5-4f7a-b759-b1fdd0da2726, 92b55cce-b79b-45d8-b038-477d53f78619, 7235ea7c-acd1-44e7-9b9c-5bd67e5cdf25, 9b6c0eb9-54cf-4673-9b97-fe57d96b80f1, 4f6e146b-0220-4b80-95c7-940849023350, f6a784dd-7d1c-4618-82eb-72bbddff741f, 1cb70512-ea61-5203-3a1a-bf39131b6039, cf24e3e6-4a8a-eede-7d88-9f56f8f1db96, 3476501b-fb6e-4742-ab6f-6d70218dbe43, 42d56ebb-1b88-4947-a635-01955c2d8662, 935376c0-7294-4434-8516-81fdf863d3a8, 9c7e3ec9-df99-4303-96f0-e6094733ebf0",MyPrize
2023,e5e7de3d-9286-4f52-a7cc-979eacc29af1,Crosshatch,,,2700000.0,0,0,0,"640 Oxford, Baselayer Ventures, Impatient Ventures, Michael Rubenstein, Rackhouse Venture Capital, Scott Belsky, Village Global","2373d10a-f1ab-471e-aef7-9b2cbd23c274, 3547fc1e-0d0f-4173-a5ae-75027b2d53e1, cd83a397-72ad-4f48-b67a-6f2e06009793, e62c7467-f90f-22ab-3c91-968e552ca6f6, e19774d3-1184-4171-894e-eccfee473e7d, af778eb2-d12c-d953-7d7c-2e3bd5581cfe, dc7fc343-2884-5489-8127-9e3ed9f88349",Crosshatch
2023,5a200cf5-a4bc-48c6-8eea-6ca4405468db,Arch,,,7000000.0,0,0,0,"ABCDE, Aaron Henshaw, Big Brain Holdings, CMS Holdings, Cypher Capital, Dan Held, Jan Smejkal, Jason Choi, Karatage, Multicoin Capital, Muneeb Ali, Newman Capital, OKX Ventures, Portal Ventures, Santiago R Santos, Tangent, UTXO Management","451978c9-6768-4443-93de-4c4ec31b6a86, faa29f52-79c6-7984-c03a-4ac27c266dd1, c5eaf51b-86bf-4de3-ba68-7eb8edfc6642, 441ff26a-3692-4dd4-999f-af47bb0b5785, f2cabdbb-e6ad-4d49-b68e-03ff5f92e62f, 95c64992-7cf6-5366-32d0-20ef223f215a, 7e0b3129-cb49-472a-9195-4dc232b7d8e6, 7ced0517-3078-400b-92c3-14e10e8d651e, df8a6281-a264-4377-823a-ff3a8e5838be, fe18949b-01c1-ac2c-e807-a874113ec371, db5c7a55-e383-40f4-afe7-081a596d9820, 13dc7a30-cafc-48bf-93dd-87badde8daa9, 29715599-a745-4199-abb6-bbd2e8387894, b132a836-209a-4931-955d-1210077fa465, dccf113f-4599-4af3-a478-2babdc97e406, c5a4aa81-3528-4578-bab4-f25ec25189a0, efd513e9-c18c-4e04-b0fd-f9f1227c999c",Arch
2023,86c80059-a54d-43e0-84dd-f0e6ea591734,Cicada,,,25000.0,0,0,0,Founder University,02558b44-482a-4a7d-855b-6ae6e7c3b828,Cicada
2023,3d42715c-516e-43b3-aeef-2117fc99976f,Ghost,,,495000.0,0,0,0,"Antler, EWOR","00daca16-8311-454b-84e0-24a40d16be9c, f37b9f32-68df-4a07-a378-e1f5a4a71210",Ghost
2023,a82492aa-d1f9-4ad1-aa97-6bc8ebf23e3c,Gamebeast,,,4400000.0,0,0,0,"A16Z GAMES Speedrun, J2 Ventures, Made Simple Ventures LLC, The Mini Fund","18054086-14aa-4898-8777-2b17123e6518, de497539-7934-4715-82f0-b1fc4b757518, 15e5d655-37e0-4445-a7e9-1fd75fc8df1f, 69beee56-8482-4a47-858a-7c145d1f25fc",Gamebeast
2023,e7d79378-a5fe-48a7-86b8-2a6b1c8e8953,Magic,,,3900000.0,0,0,0,"Alumni Ventures, General Catalyst, Goodwater Capital, Hummingbird Ventures, Soma Capital, Y Combinator","e8487396-f60c-25f1-2bb5-bfcb4e0f4b66, 34a9bb66-0984-8de0-e7fb-13e976b4a135, f6f889a7-af59-2363-8984-addadc4da1b2, 60a4ea58-a8c7-6550-edac-f5d02bec9323, 38e872c6-1718-50e1-6150-a12038568992, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e",Magic
2023,e2857bb7-339f-4010-9fbf-5df6ac4d3f2a,Didero,,,7000000.0,0,0,0,"AI Grant, BoxGroup, Company Ventures, Construct Capital, First Round Capital, Jack Altman, Rob Bernshteyn, Sara Du, Sarah Guo","72da3abc-2733-8a93-9f91-d8f684b09b0f, 9da42114-b627-6926-f3b7-fd07e23fc337, 1c42fb6d-bc47-4211-bc33-202094380ae8, bd699a78-d3ac-4858-9b37-ff62a2112147, 043d9e52-dcc0-0dd8-6074-206e42e20e13, d82f5588-d498-5fdb-5551-a7456997c198, 64c499af-a77d-1103-f037-79304274b065, 581ad926-0dc5-4a49-8894-c16bdfc91563, 746ef649-e826-c7e9-9692-9cddbf21aff4",Didero
2023,4273bee7-146c-41c1-8d25-f3b168073250,Hively,,,150000.0,0,0,0,(ERA) Entrepreneurs Roundtable Accelerator,b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef,Hively
2023,a6b7d7ac-79b4-4456-ae54-fec22e59f4cd,Ducky,,,2700000.0,0,0,0,"Bread and Butter Ventures, NOMO Ventures, Penny Jar Capital, Wilson Sonsini Goodrich & Rosati","a30e8c26-7545-4352-82a3-2ba23159f8d0, 1edff2c5-725f-44d5-abcc-f8ac10b01250, e5d5586e-5d40-4907-97b6-d87651901730, 95163811-0c2c-bb59-1086-f847eb8b9991",Ducky
2023,e647cc22-f10e-4bce-8bc9-451a1d867cda,Nudge,,,3000000.0,0,0,0,"AGBuild, Arcanum Capital, Future Perfect Ventures, Material V, Nima Capital, Paul Taylor, SaxeCap, Vishal Rao","c7b308bd-278d-4266-8d8c-0e57fea1fff7, e78f51f0-7940-43c7-832b-60728f796d57, f41a25f5-a745-1cca-087a-7f5c112809ac, f7b40c01-3e05-455b-93f8-66bc3b50c34b, c6f93a96-b5b3-16a3-2015-cbff087095b5, 83e66dc5-a8ac-4491-a831-2be95d3ed9e9, 716bf2d9-bc79-4fdc-8103-33d622b18310, 6f8557a8-cce3-f2bd-259b-80d583f3c356",Nudge
2023,620fcc72-6444-4813-8757-2102a103ab0a,Mano AI,,,2750000.0,0,0,0,"Pioneer Fund, Third Prime, Y Combinator","9d11d829-645f-4ebe-bbd1-e84d1a0ddaf0, 1a126e13-05bc-3bce-ef8b-de42c1dd0719, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e",Mano AI
