,founded_year,org_uuid,category_list,category_groups_list,total_funding_usd,ultimate_outlier_success_250_mil_raise,interim_success_100_mil_founded_year_2019_or_above,recent_success_25_mil_raise_founded_year_2022_or_above,investor_uuids
34632,2022,5b559da9-0178-4cd7-8663-5a368c31472f,"Developer Platform,Developer Tools,Software",Software,3750000.0,0,0,0,"4c2e47a8-03ea-4ef7-b0f7-2d35c9c0990f, ae6c664c-4dd9-40b0-bd6f-2d13693deed4, 386eb9bc-d8ae-2537-b5bd-534f14520ff3"
32147,2022,1670c6de-1bfc-440d-b637-ae91c2d5494c,"Career Planning,Human Resources,Recruiting","Administrative Services,Professional Services",8300000.0,0,0,0,"b08efc27-da40-505a-6f9d-c9e14247bf36, ce91bad7-b6d8-e56e-0f45-4763c6c5ca29, 9f0956f3-8a0c-4d93-aace-65f4ef54474f, 402c94e9-fd31-40ec-9ac7-608c88b3c4b0, 9dd4d3ee-8997-4a4c-bef2-7ea4f7527893, 7c3152ad-81b6-e113-68a0-bafd6a4e7068, f0f0695c-2ea1-be8f-aa87-4ef5fbe5752c, ea2b869f-3f31-4885-8964-ecd60a2c5077, 43e4d15e-74a8-4b4f-9b02-e2be69e7cee4, 7acdfc4e-10ab-47f3-9202-37e81cc46626, 7a3f9983-1839-4472-9984-0334ee28c33d, 8a168b8f-82a9-6952-e76e-fc8dc4636de5, 622ea501-b83f-7ce1-50f2-782889e5e457, 3b329dc6-3981-fae4-dd5d-292f014a64da"
34231,2022,ed24a65c-f10e-4c06-99c7-63daa5344a58,"Beauty,Cosmetics,E-Commerce,Wellness","Commerce and Shopping,Consumer Goods,Health Care",500000.0,0,0,0,4eca7424-2e1a-4314-af8f-6a04393c6190
33810,2022,a9e0fe45-fa8a-44b4-a3e6-b5a876ae6ea8,Analytics,Data and Analytics,500000.0,0,0,0,"ff074477-10b3-4a1a-b721-f31d22d66b6f, 3718597a-dd39-6661-3630-09cdd43bcac2"
34888,2023,b96df26a-6a17-400f-b8fe-16d032e70bf3,"Agriculture,AgTech,Forestry",Agriculture and Farming,,0,0,0,087db94f-4850-41cc-86ae-a46acbe78d2b
35577,2023,8a3b1aff-eb15-4866-bb0a-6da513b60eda,"Artificial Intelligence (AI),B2C,Developer Platform","Artificial Intelligence (AI),Data and Analytics,Other,Science and Engineering,Software",32000.0,0,0,0,61528fd8-84e8-4e93-bac1-61a1e9375bf8
35122,2023,ddbc32ab-7111-4bbe-a1ee-ad62a98fd7d5,"Automotive,Autonomous Vehicles",Transportation,3500000.0,0,0,0,"5ce3c6d1-5d6a-41d2-a13c-3322dac2fa68, 2d926e11-148e-6223-732b-1bdf739bbe9f, 34ec3a05-c405-9929-5ff6-b18ab93d620e"
36391,2023,ecc0e787-c851-4be0-9236-89594aa280be,"Cloud Infrastructure,Developer Tools,SaaS","Hardware,Internet Services,Software",150000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
34641,2022,40810b7f-e663-423d-94c5-ede48ffa294e,"Information Technology,Internet","Information Technology,Internet Services",250000.0,0,0,0,9bdae0c0-7eb4-c3d3-08eb-7014b093d938
34494,2022,ffca84c5-d146-4263-8fc1-45a77a611558,"Artificial Intelligence (AI),Information Technology,Productivity Tools","Artificial Intelligence (AI),Data and Analytics,Information Technology,Science and Engineering,Software",,0,0,0,e22df0f1-813e-4f6b-a64f-99f9ea2f0d34
32595,2022,9f58f362-c1e3-4896-a6ff-2e9c676e393b,"B2B,E-Commerce,Financial Services,FinTech","Commerce and Shopping,Financial Services,Other",1500000.0,0,0,0,"aca37eec-4ca0-408f-b89e-5f799af42edf, f2e76cf7-aedf-470e-8357-ecbcb763899e, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
33214,2022,8bfe3301-63a3-4fc7-b352-d6975c43dc50,"Finance,Financial Services",Financial Services,,0,0,0,d73cb521-e107-4b8a-826d-acfad65c5201
32213,2022,a90bd524-932e-4a54-9a22-a82adbf650b8,Service Industry,Other,,0,0,0,751350bb-27dd-4edb-ba4c-794b0449e8b4
33582,2022,b3afbee1-9920-425d-9c36-53a1f3b1ced3,"Cannabis,Insurance,Risk Management","Community and Lifestyle,Financial Services,Food and Beverage,Health Care,Professional Services",3100000.0,0,0,0,"eefa7bcf-8a47-4d38-9262-43d44f5f6f01, c3c6cea3-8615-207d-c49e-933aeb191517, f1051a65-7726-4ff1-994a-d3c191b27830, a87d724e-1754-fd09-5dc6-7d72dacac86d"
34954,2023,88559608-5350-4095-91fc-1b90f2c912f4,"Artificial Intelligence (AI),Developer Tools,Software","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
32415,2022,3510e9e1-3009-4aaf-9531-5c5d9b4abe53,"Bitcoin,Energy,Enterprise Software,Financial Services","Blockchain and Cryptocurrency,Energy,Financial Services,Payments,Software",3000000.0,0,0,0,"ca3d3fb2-5061-46aa-a02d-1324c26b375c, 307f33eb-17d5-811f-f8d2-9bd69a4d6da0, a2afba9e-c6bb-4c8d-b073-337f5a8eae76, eb417d22-a375-22d4-36fe-05d313a1c515, 26a9ec60-d5b3-1873-cb5f-e417662c1f18, 0bf01a3e-2876-1917-a69a-ba1df1b766f1, 6b12d6f0-78ac-42e2-83ea-de73e06cf403, 32558128-8eb6-4464-98fe-e90ce390c225"
34656,2022,f5fb775d-5c80-4d94-9ddd-9ba44f6bff8e,"Blockchain,Cryptocurrency,Non-Fungible Token (NFT),Smart Contracts,Software,Web3","Blockchain and Cryptocurrency,Financial Services,Internet Services,Other,Payments,Software",7000000.0,0,0,0,"5909883d-29de-4d50-a80b-057049e258bf, e3d121fa-ca86-8dec-b28f-6969e98569a5, aefa3a84-5193-00c3-5cbf-ec5ec2645672, 2664d2ad-3b3c-44da-bd6a-5960b8c57ff7, 60af4195-59d1-40ce-af92-0dfe86dfe13e, 9dda8c60-3517-927f-0c15-4807e7bd6054, a426e0a3-0d15-431c-8237-d97cb11377d6, aace5f74-cc72-4f12-9138-4db2a36a4f5b, 355f3d08-b0a4-abe3-9503-9dc697bc8f37"
32597,2022,c6bec9ef-32db-445c-b4c3-85562197605f,"Blockchain,Cryptocurrency,Virtual Currency","Blockchain and Cryptocurrency,Financial Services,Other,Payments,Software",3000000.0,0,0,0,"f091d9dc-ef97-45eb-9262-e244234864b7, d608a3df-2ace-49fa-847f-886d0893ed63, 8e824842-fb5b-4b88-a528-79de5af4437c, a2b53ed5-86ff-4eca-b919-10473f523e67, f072103b-f71e-407f-aeed-ed88511c109c"
32344,2022,89360061-6288-4a53-995b-1ce1a5c1ae8f,"Real Estate Brokerage,SaaS","Real Estate,Software",300000.0,0,0,0,aaf94910-b21f-d76c-b3e7-60b579a48548
34793,2022,4e977de9-f783-4afb-8181-aac71bfef996,"Blockchain,Media and Entertainment","Blockchain and Cryptocurrency,Media and Entertainment,Other",180000.0,0,0,0,"dd714c4b-419a-9ace-b289-b66c55ed47e2, 3718597a-dd39-6661-3630-09cdd43bcac2, 4e68917c-12c2-78c2-2249-33be34ba630f"
33519,2022,f79a6db0-978c-457d-86b6-c6a1a29e7c7e,Media and Entertainment,Media and Entertainment,1000000.0,0,0,0,"8b72d07b-a571-fa2b-7e63-6fbbb631c53b, cade97c7-fc40-40ce-b2b1-a69ab114d770, b635aafb-5729-3993-040b-464b71e360c1, f1317c1a-61d6-48d8-bc7d-b2d1a0887fd4, 3718597a-dd39-6661-3630-09cdd43bcac2"
32366,2022,818bf22f-b9cf-4bb7-bb2d-72b3f5551d43,"Blockchain,Cryptocurrency","Blockchain and Cryptocurrency,Financial Services,Other,Payments,Software",50000.0,0,0,0,9386e62e-e1e1-be03-492a-0e3660e66120
35534,2023,abab7160-ce14-49be-b084-2dec8a6c2413,"Automotive,Medical,Software","Health Care,Software,Transportation",7200000.0,0,0,0,b78b9f8b-6ad9-46c2-8e0d-2d1c019ba3e5
32736,2022,3c223de5-4a34-44fa-887c-913da51eff82,"Artificial Intelligence (AI),Developer APIs,Machine Learning","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",8000000.0,0,0,0,"1a3f81de-d5b2-0745-0c62-efaae40629d6, 735a53c6-a7ba-2434-d97d-b788536da89d, 7ef26a64-22b6-436e-d61f-f92c0b65c33c, c16549d3-837b-4da1-5ee9-d611665dfbba"
36767,2023,1ea2d338-29e5-4f87-ab68-27e15d9f20ea,"Artificial Intelligence (AI),Generative AI,Media and Entertainment,Software,Video","Artificial Intelligence (AI),Data and Analytics,Media and Entertainment,Science and Engineering,Software,Video",500000.0,0,0,0,"c96f33d3-ac17-23cb-d6a6-ce49e5c67a29, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
34419,2022,efb8c868-a4dd-4901-8f35-eacb3f13c9aa,"Cyber Security,Information Technology,Telecommunications","Hardware,Information Technology,Privacy and Security",2065000.0,0,0,0,0194fd42-6c37-4c64-8a0e-ebf84e11d116
36400,2023,97d72479-a188-47fa-abb6-ae73794286f8,"Consumer,Social Media","Internet Services,Media and Entertainment,Other",500000.0,0,0,0,"9d11d829-645f-4ebe-bbd1-e84d1a0ddaf0, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
34452,2022,6bfd5490-2a03-48fa-8b1d-0a1189dd75ba,"Content,Content Creators,Internet,Social Media","Internet Services,Media and Entertainment",,0,0,0,e802c8fb-b491-4156-910e-6c8aeeed5a93
32802,2022,3750e43f-8718-49bc-ac72-158c6263601b,"Finance,Sales,Software,Technical Support,Web Development","Financial Services,Information Technology,Other,Sales and Marketing,Software",,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
37356,2024,a21953f5-e208-4aa6-9bc4-c3621a439cbc,"Artificial Intelligence (AI),GovTech,Information Services,Information Technology,Internet,Manufacturing,Ultimate Frisbee","Artificial Intelligence (AI),Data and Analytics,Government and Military,Information Technology,Internet Services,Manufacturing,Science and Engineering,Software,Sports",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
34454,2022,2dbf223e-acff-4429-bfd2-3e3d74de8cea,"Blockchain,Cryptocurrency,Virtual Currency","Blockchain and Cryptocurrency,Financial Services,Other,Payments,Software",,0,0,0,"8517528a-0842-d8cb-26df-535b4eb700d2, cf8b16c6-a971-4660-8526-1806c56d5f15, 1776b282-b2aa-65b0-037e-85a03c9b9ec2, 9d2fdd44-8a7b-02fb-9b3b-f6fc3a387f28, cb44f787-66dc-be83-6fab-1150cf1b6f02, 71809095-17ce-692b-bdc4-f5f48e7b8e19, 56931f23-51b2-b94c-9816-4a56d8c4d766, 063bf170-ddb2-4041-8068-409fab18d502"
37088,2024,747012a4-2d99-4172-a550-c72e9eb26b02,"Medical,Pharmaceutical",Health Care,1700000.0,0,0,0,98befb81-4d59-40fb-bee6-faf83890fd1a
35558,2023,9523282a-8986-4f85-9ef6-650721debe30,"Artificial Intelligence (AI),EdTech","Artificial Intelligence (AI),Data and Analytics,Education,Science and Engineering,Software",1500000.0,0,0,0,"96b9b354-8f90-4269-9af9-38197fe558bc, 6c2076c5-bdc8-7e73-3015-8d85f03cec5b, 93606a4a-e947-400f-7fc8-b9dbc3437632, ebf6e63e-adf4-4f07-beb9-08ba838efc97"
36026,2023,3464e0ed-bf79-425d-8e84-d395166a5986,"Artificial Intelligence (AI),Consumer Goods,Generative AI","Artificial Intelligence (AI),Consumer Goods,Data and Analytics,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
35810,2023,1d6d9c5a-56cb-4536-b381-27e554c4660a,"Artificial Intelligence (AI),Computer Vision,Information Technology,Machine Learning,Software","Artificial Intelligence (AI),Data and Analytics,Hardware,Information Technology,Science and Engineering,Software",126000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
32923,2022,011eadfb-e22a-4eca-9829-fb5a3ec1ea25,"Energy,Energy Efficiency,Industrial","Energy,Manufacturing,Sustainability",12000000.0,0,0,0,"fe5a4983-a46a-2fc2-5633-e35e0a86b694, c5484c43-3117-a2a0-e2d5-2e696204c931"
36077,2023,b9c04416-4670-463b-8656-cfa6be230514,"E-Learning,EdTech,Education","Education,Software",2000000.0,0,0,0,"711c7b06-005d-462f-a782-0a274d9b778f, 7fc62881-422b-f3d6-f43c-797b5e83181b"
36250,2023,a72a74e3-e535-4c4d-98cb-dcfe24f0f712,"Artificial Intelligence (AI),Software","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",3000000.0,0,0,0,"e8487396-f60c-25f1-2bb5-bfcb4e0f4b66, c341cbc3-7419-7ddc-da42-2bbc7a03ef41, f979c002-f050-06c7-5f4e-7c8dad885569, 8825f10a-57d8-5bc4-69d0-d4f72cd97a25, 833a2e00-73c7-9fee-5032-2cdda9806c31"
37069,2024,b9a7d691-8d57-4b24-a20e-b63fd8244c0a,"Energy Efficiency,Energy Storage,Sustainability","Energy,Sustainability",,0,0,0,"0812e67e-d94d-27e0-8112-8f63c7337271, 39041e62-6b24-ae8d-1347-4cea947e832c"
36446,2023,b7eaa67b-bb28-4ecd-90e0-50804a577ca3,"Artificial Intelligence (AI),Information Technology","Artificial Intelligence (AI),Data and Analytics,Information Technology,Science and Engineering,Software",4500000.0,0,0,0,"0e51a3de-8bdd-43c9-8055-af27e48d0982, ead45092-f6d8-f3dd-6105-06b885d662ea"
35562,2023,56494e62-9d5e-4186-8fb9-1073f3ce7152,"Artificial Intelligence (AI),Enterprise Software,Retail,Software","Artificial Intelligence (AI),Commerce and Shopping,Data and Analytics,Science and Engineering,Software",2600750.0,0,0,0,"b94e0fd4-8fd5-4b55-861f-a8800ae12f6a, b7d21b7c-62e9-4494-8a88-709371e60d6b"
37215,2024,4ea36fe7-4d04-4f2b-aff1-04036bb1a5dc,"Blockchain,Network Security","Blockchain and Cryptocurrency,Information Technology,Other,Privacy and Security",4500000.0,0,0,0,"921aaba4-e458-4ef2-aca3-a3f248c1dab5, c57ed8e9-51f3-454b-b7c0-140e6418bc59, 9cfd1300-da7d-47fd-ac47-a74f38952c7a, 43c316a1-2277-44b4-b63f-1fbc859a3780, e09bf5e3-06be-4dd9-ad1e-5b7e1a821931, b2c7d379-f9ae-4284-b5b2-4eb580d1f93f, 8bfe3301-63a3-4fc7-b352-d6975c43dc50, 459532d6-4800-49fa-9a50-054a1ac98234, cacc3509-f2d4-3be7-0dc5-ea7614cb92ec, 5587b24e-e7e3-4747-86ff-279c5fa391c1, f8fb3131-edcd-4b11-8b54-d3ec71f4a10a, cd25ff5a-4c6c-4b1d-a176-412e95667759, 63d87b66-09d5-4ec0-af3c-0297ca03cb25, c92161de-a044-bd22-b55e-35154f73212d"
32827,2022,890056cb-7f63-4609-9de9-5d7356a46784,"Financial Services,FinTech,Information Technology,Payments","Financial Services,Information Technology,Payments",439618.0,0,0,0,00daca16-8311-454b-84e0-24a40d16be9c
35533,2023,b0986f86-c318-4001-ac4b-e33679c6a25f,"Blockchain,Cryptocurrency","Blockchain and Cryptocurrency,Financial Services,Other,Payments,Software",7500000.0,0,0,0,"c5f3e0c3-f975-48bd-b4b2-7c48e22e765b, fd9f0401-e09e-4d53-a0e2-d82aa76db04d, 7f8a5029-0f97-4614-b621-2ec015ad9ffa, 4c2e47a8-03ea-4ef7-b0f7-2d35c9c0990f, 35db706b-331f-492c-8af0-f5c7e7222ddd, 4b35870a-c9d3-411c-b32d-26771df93169, f543acc5-bdfa-9aee-308f-f845d945fcf5, f91db475-ec15-4e61-b140-b9b5afa47056, 8113ff93-da98-434e-b185-9d657a0f35b3, 20469661-20e2-8590-fd69-cb4eca8278b0"
35065,2023,c5e3c4fa-3c7a-4234-a5bc-486821768c53,"Advertising,E-Commerce,Retail,Software","Advertising,Commerce and Shopping,Sales and Marketing,Software",3301000.0,0,0,0,"c0b94b29-0759-f524-4bdd-547958ca2617, 5ce725ef-8b00-97b8-3076-af97bd28830b, f6b44cee-4bf4-6fbc-8010-8e63b1f89c31"
35813,2023,fbf2e5f5-b545-4fca-bf34-5ec8b69e0bb9,"Artificial Intelligence (AI),Cyber Security,Software","Artificial Intelligence (AI),Data and Analytics,Information Technology,Privacy and Security,Science and Engineering,Software",8000000.0,0,0,0,"fb2f8884-ec07-895a-48d7-d9a9d4d7175c, 262a1594-38ab-48b1-9373-f767d93bda7c, 1368b8f1-a1f6-4dc0-92bc-e1bafaf333d5"
34339,2022,86034641-cce7-4b23-b4f4-4cba97dfe785,Financial Services,Financial Services,,0,0,0,e2760051-759f-4aae-aceb-f8713fefa552
36472,2023,aa4ee51b-069d-42a1-b22c-4ff99bc41ff6,"CleanTech,FinTech","Financial Services,Sustainability",,0,0,0,"8a244cce-580c-5994-481c-03022c8b934e, 8a9a8a9b-879b-6da9-4269-d3366371e141, ac3cacf9-284a-4313-bd61-8a3defa858c5, c974a673-3394-4198-a9da-cee36e8c0824, 568cccee-f256-46d6-8c99-b965bc156bfe"
34010,2022,b37c6273-665e-45f6-9dbc-1cb610d6a632,"Beauty,E-Commerce,Retail Technology","Commerce and Shopping,Consumer Goods,Hardware,Software",193000.0,0,0,0,"af23c1be-3a02-bb9b-2e6f-64a92b2c8dd7, da53c895-8b15-c7aa-c581-d8c03d216db5, 3bfb69a8-61b6-ec30-1512-73bd1ca35bc5, 439d7bbf-11ae-7ddf-1887-727188ac065d"
32622,2022,cef27f97-178b-4909-8aae-1c49624c9663,"Business Development,Software","Professional Services,Software",5700000.0,0,0,0,"aa978289-a0e0-8e2d-9db1-537203f28e62, 735a53c6-a7ba-2434-d97d-b788536da89d, b2e6835e-68ce-452e-b318-94177c11c863"
33845,2022,13113911-1457-4d94-93ef-b4f132eca259,"Artificial Intelligence (AI),Customer Service,Generative AI,Product Management","Artificial Intelligence (AI),Data and Analytics,Other,Professional Services,Science and Engineering,Software",,0,0,0,"0f9ff984-0a9e-4c86-b5f8-cf220a75a3ca, b173c750-3299-ab23-49c3-99f70b7a1f10, 3718597a-dd39-6661-3630-09cdd43bcac2, cee22b35-816d-4001-b5a6-4c341d8343a6"
34399,2022,fdb0e8c9-4130-44c3-a1de-539529a40c3b,Venture Capital,"Financial Services,Lending and Investments",,0,0,0,f3cedf0c-0245-4294-b41b-bff89a7145f0
36029,2023,5b70bde8-27be-4255-b3b3-f3498eb094a4,Financial Services,Financial Services,2500000.0,0,0,0,"3c07c715-b259-30e3-9998-0ca0770f8cb9, c8eedab1-d3c5-ffaf-0272-c72e6d806785, 0961f8a3-0808-4de0-baad-ebbb7e1a5725, 40e3b902-7127-3d71-b67b-ec4a2207afe3"
34489,2022,e6f5f760-a290-4f47-b6d4-36295f123543,"Blockchain,Cryptocurrency,Security","Blockchain and Cryptocurrency,Financial Services,Other,Payments,Privacy and Security,Software",9000000.0,0,0,0,"566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9, 2e8ef0b0-d989-4a87-988b-9dec08d6e92e, fb00afda-4dea-4e4d-b137-34d12c5a9a6f, 66e40cf4-9685-ff3b-b5a7-0d43cc45eefb, 6ab09807-a483-47ae-97fe-633b044e7747, c1630786-1aa1-458d-a93e-1a63f5dbc81f, ac04177b-1eca-42c4-a0b0-7ec1525d750e, d5ff707e-af3c-d708-4ada-cdfa7c625537, be05883e-a4f6-4c14-8692-55714e7d293e, c890a70a-fc7c-444a-9ffb-56a452e9bf46, 0542afa9-63be-444f-bc12-fccdf3cf0dbd, b577b6df-90f6-44f1-a001-b9283e38a4d4, 9730e02a-2f1c-4d20-8d71-8f4de9a49ecc, 26abc8d4-b8d0-4a6d-a552-ce0220113757, dae00c22-267d-4fe8-bbed-4663592c3c32"
32926,2022,dd64d85c-73be-4f89-a2ad-79df41618c07,"Casual Games,Gaming,Online Games",Gaming,1000000.0,0,0,0,34a9bb66-0984-8de0-e7fb-13e976b4a135
32656,2022,33ae69c6-a5dd-4dcc-95ea-2f726a0fd738,"Health Care,Hospital",Health Care,,0,0,0,a78b1345-702e-aad3-3b0c-f8dad561639e
32657,2022,42f93e08-e4eb-45bd-b39e-100d6915e897,"Enterprise Software,Health Care,Wellness","Health Care,Software",2400000.0,0,0,0,"26d6b76e-b04a-b20f-0eae-340dd2f5ee28, a30e8c26-7545-4352-82a3-2ba23159f8d0, e2c0cf35-d341-4c3e-a614-eca0d16c67b9, 2e25b9cc-61d5-4dc4-abca-753c856c166a, de89599a-cf1a-4a72-b2bb-a8efbdac5343, e21fb3b1-4294-40ad-aea7-09569a842750, d4ff63a7-8d53-4c95-af34-8b6b34d01122"
35165,2023,de96a04a-6733-46b8-b988-1a80186c7aeb,"Artificial Intelligence (AI),Financial Services,FinTech","Artificial Intelligence (AI),Data and Analytics,Financial Services,Science and Engineering,Software",7000000.0,0,0,0,"6efb9171-a87b-212d-f399-b0613da7b1c9, 1c50f068-6700-464a-8f48-0190a2e16527"
36349,2023,4b451ffc-f076-4437-b8b0-aa5fddd25088,"Artificial Intelligence (AI),Compliance,Cyber Security,Information Technology,IT Management,Software","Artificial Intelligence (AI),Data and Analytics,Information Technology,Privacy and Security,Professional Services,Science and Engineering,Software",200000.0,0,0,0,ee78538d-ee72-4108-96cd-f8dfbec1afb9
34570,2022,c1ebc18c-a1cf-4388-ac44-134138576199,"Artificial Intelligence (AI),Marketplace,Search Engine,Software","Artificial Intelligence (AI),Commerce and Shopping,Data and Analytics,Internet Services,Science and Engineering,Software",550000.0,0,0,0,9bdae0c0-7eb4-c3d3-08eb-7014b093d938
34376,2022,43b78a61-7e00-458d-8030-4fab13715566,"Communities,Service Industry,Smart Home","Community and Lifestyle,Consumer Electronics,Other,Real Estate",,0,0,0,5ce64378-cb2d-266f-5719-0cd08e9a0063
35858,2023,b3a24496-62d7-40ce-a2d5-134664554e31,Software,Software,500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
36964,2024,77ac3013-4455-4dfb-ab8d-ad45a0c7fa41,Sports,Sports,120000.0,0,0,0,d8c98f2d-7e32-e871-baf6-4e01f84f4e93
36285,2023,d6d52248-6236-438b-b851-0a33eadf8ca3,"Finance,FinTech,Payments","Financial Services,Payments",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
35149,2023,3b16b056-c942-4fbd-9f91-61f81a3afa43,"Artificial Intelligence (AI),Information Technology,Software","Artificial Intelligence (AI),Data and Analytics,Information Technology,Science and Engineering,Software",750000.0,0,0,0,cdb2e40e-67a8-7bde-9e1d-36bbfa06ff46
33666,2022,6b34e963-f53e-44a7-a5ba-899080d35057,"Artificial Intelligence (AI),Customer Service,FinTech,Software,Translation Service","Artificial Intelligence (AI),Data and Analytics,Financial Services,Other,Professional Services,Science and Engineering,Software",310000.0,0,0,0,"b1caa164-ecf1-1421-d1fc-34acc59a6e39, a72c6dcd-05a1-4175-b209-47d4f2210492, 439d7bbf-11ae-7ddf-1887-727188ac065d"
34042,2022,c5e1995d-4117-4471-9ac8-9ca33062d439,"Developer Tools,Information Technology,Software","Information Technology,Software",54000000.0,0,0,1,"bcf2a632-affb-41cd-b136-dcbf456624dc, 6cba771c-1d7d-46ec-850b-9d10076333a6, e5690179-d9e7-1d19-10ff-6353c9884afb, ba729e78-75e5-af48-6408-42b7b74aa449, f091d9dc-ef97-45eb-9262-e244234864b7, f0147dd3-388a-437c-ab6f-a15f7a591fef, 96464b05-8b94-4b8c-b24b-a3a893b5a811, cdaddf4b-2acd-4b45-9061-f853ba46144d, 7316caff-465d-f5da-f881-6bae7f0812b8, b642f629-8a31-4cf3-929e-13d01f5def85, 5ce64378-cb2d-266f-5719-0cd08e9a0063, f78180d6-1f63-953e-2e76-bc7c7a34e799, d8c7b0ae-725e-492b-be9d-d576d1834edd, 7a6c1060-e51b-48a6-5b8d-c9c245fc30f6, 2b750820-5202-4d50-8b2e-05f1e7a528fa, b404ba48-7887-4f6f-a301-4d8adb990b19"
32791,2022,6bf24cc8-10c6-4b85-9224-8eea25517684,"Affiliate Marketing,Artificial Intelligence (AI)","Advertising,Artificial Intelligence (AI),Data and Analytics,Sales and Marketing,Science and Engineering,Software",,0,0,0,"f8855de1-7173-4510-af6c-a787d727155d, 1090e5b7-9cdf-2e07-8e84-90864c3ae8e4, d7a89806-c095-d3dc-577a-77ab58eb9bba, d66b7872-54b2-41a4-ae92-8274892a74d4"
35110,2023,88738b05-9509-4f73-b8b1-a6c9365e612e,"Information Technology,Internet","Information Technology,Internet Services",4000000.0,0,0,0,"e726500c-cde8-4fac-99e9-45d26936e489, bbd495b3-83e6-4873-83aa-b5514a3fe3cf, 2eb9a832-06ed-793f-c29b-4ab13038eacb"
35447,2023,4f992ada-f97a-45ce-8487-e26a1eec612b,"Information Technology,Internet","Information Technology,Internet Services",3200000.0,0,0,0,"f90c5a65-e114-8e99-21a8-10ec6dee5cb6, d73ab3d7-b30c-403f-a7db-25d9dee7d1b0, 690fbf9f-e690-8779-4b93-48f60f01d32b, 0c9c5cf0-4288-afe2-e7f4-7d64ce4c97fe, 787ae9c6-82a9-de42-3edd-fc9ac55c4ebc, 74921e81-2f27-477f-3111-3ab1d72a19d6, e005fb1e-6a81-5954-04d6-24319b576784, b8bb63e0-a5eb-a569-31fe-93c0d085bbb8, dfcc6de5-cbaf-e6ff-df1a-ab9644b0a1a0, b008a986-1dfd-0aa2-b0b2-e8846dbebdf9"
32502,2022,d21c8077-14d6-405f-8776-52f2fc44f16a,"Artificial Intelligence (AI),Leisure,Mobile Apps,Tourism,Travel","Apps,Artificial Intelligence (AI),Community and Lifestyle,Data and Analytics,Mobile,Science and Engineering,Software,Travel and Tourism",1850000.0,0,0,0,85aacb99-d9ce-2150-b222-0e7c2fc823b0
34946,2023,f96be8b1-a434-4004-af8b-45564d7f003a,"Bitcoin,Cryptocurrency,Information Technology","Blockchain and Cryptocurrency,Financial Services,Information Technology,Payments,Software",,0,0,0,"4fe11c1f-a940-4e83-9be0-0d90b9400623, 8fc54ceb-fbcd-4530-af6b-64d6a01bef32, 7a5c550e-38dd-48f6-a9de-9c71edf42f7a, 492c3da2-f78e-425d-b3eb-e49cc15d0ffe, d370dc6d-d969-876f-bf24-dccf34b84a91, a50c4978-3ec0-4d1a-b1f0-1d542f5b6c4e, 7e141b56-890e-4cef-8d82-3661100e1823, 70a8f97f-19a8-49b7-9433-40088b31172c, 55b25682-8a2b-485a-a60f-8f435f22e679, 907aa422-0753-4bc9-808b-8b0e0c7c3fdc, d9a86d03-8cfc-4504-8338-fad82b975e33"
32245,2022,cda9ccd8-4be0-4e0e-982d-e5e985b7d964,"Health Care,Health Diagnostics,Personal Health",Health Care,4000000.0,0,0,0,"d2b728ea-da95-4b58-9ee6-9882a66e084b, 71ce1d87-1cc3-4f6f-b818-a3841f0f0145, 1958e5fb-f808-c866-81b4-c6e27f77edd4, f81d839d-bd43-6f40-db1d-cdeb5226d3bf, 67ae31b5-9f5e-6ea2-1fbb-ba34b6c7f5de, 16496cb3-1c18-98f1-0eff-3819930827a8, f3f24fa3-cd5a-46df-9cf8-d30e1972af7d, a7b31eac-1f1e-c0f2-8982-2d3ac619eabf, 757743ef-2f82-43a9-9643-80fb77f9b3ca, 90a99d28-6414-5e10-22ea-ecd4b1a62bb9, 9c88c3d8-753e-4fc2-b559-1fe55fba6b7d, a7aec942-2536-4201-b369-1973a65cfe25, e23e9ffd-fee8-a321-8972-610545fceb43, 1dfa9c3e-0120-4936-8efe-6c51ffab1f49, 8796c8df-ffed-4c0f-a37d-c4454df5c50d, a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44, 768d3e40-8977-49e1-9181-f06595508fab, c631111a-6bbd-c92b-c567-0ef2abc512d3, dc127a4c-c441-3c8a-e05b-1e26abf74816"
