,founded_year,org_uuid,category_list,category_groups_list,total_funding_usd,ultimate_outlier_success_250_mil_raise,interim_success_100_mil_founded_year_2019_or_above,recent_success_25_mil_raise_founded_year_2022_or_above,investor_uuids
34897,2023,9ad8035d-77f7-4bea-a388-d428628aab5b,"Biotechnology,Medical,Wellness","Biotechnology,Health Care,Science and Engineering",,0,0,0,"85c7d628-e3ea-43f8-ba00-4ad7a0afceba, c4dbd0b3-abbc-44b9-bdf8-1b22981be922, 4bebf713-ed9c-49cb-9f05-d0817eba3546"
35789,2023,8205f291-401e-49d1-b1fe-d75cfcd7306f,Blockchain,"Blockchain and Cryptocurrency,Other",1250000.0,0,0,0,"a54573c1-5380-4361-aca6-7213d105cade, d3366e78-3626-15ae-5d9b-b2e6f8420f35"
34223,2022,fa7245b3-05a9-4670-a53b-c73ce1dcc898,"Automotive,Digital Marketing,Information Technology,Recreational Vehicles,Software","Information Technology,Sales and Marketing,Software,Transportation",2500000.0,0,0,0,b1caa164-ecf1-1421-d1fc-34acc59a6e39
33470,2022,8dbabbcb-3e31-4f23-b7d2-d12c0eca5250,"Health Care,Logistics","Health Care,Transportation",1220000.0,0,0,0,"fb255f0c-2319-c50f-b589-a7141e7b52d6, 6cf50034-e0fa-4b43-63d7-db3e00d1c840, 3718597a-dd39-6661-3630-09cdd43bcac2"
36529,2023,107be919-3e97-4b09-89f3-b3a3b4607eca,"Real Estate,Real Estate Brokerage,SaaS","Real Estate,Software",,0,0,0,"de89599a-cf1a-4a72-b2bb-a8efbdac5343, 3b4cb094-95c4-47ed-90de-c8e2a5ff1be2, 2b2b6a73-5717-4e23-8b21-51a684a97281, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
32275,2022,d2ddd0f0-b104-4d4f-acc8-b7f73195f65e,"Analytics,Artificial Intelligence (AI),Machine Learning,Risk Management","Artificial Intelligence (AI),Data and Analytics,Professional Services,Science and Engineering,Software",,0,0,0,"ed69e301-12ee-4b90-b3b7-8057a2284352, 4cecfbfe-af23-caac-f464-452a60a810c2"
32153,2022,8faa5464-90f5-49c5-8356-efbfea6bb37c,Loyalty Programs,Sales and Marketing,,0,0,0,4cecfbfe-af23-caac-f464-452a60a810c2
36467,2023,d45d0904-5b2c-4cf6-b2ac-47d13888d126,"Big Data,Cloud Data Services,Developer Platform,Developer Tools,Information Technology,Software","Data and Analytics,Information Technology,Internet Services,Software",7500000.0,0,0,0,"170a0722-deee-3a8b-e071-0d2927dfcdc9, 34a9bb66-0984-8de0-e7fb-13e976b4a135, 19765534-87d5-49a2-9400-6ca66f47f66b, 1090e5b7-9cdf-2e07-8e84-90864c3ae8e4, 6638a948-d1bf-6605-0d16-18c733cf2b3d"
33545,2022,c69603b6-ad1e-4760-80ec-78775a33d76e,"Blockchain,Gaming,Virtual Reality","Blockchain and Cryptocurrency,Gaming,Hardware,Other,Software",33000000.0,0,0,1,"ce91bad7-b6d8-e56e-0f45-4763c6c5ca29, 1958e5fb-f808-c866-81b4-c6e27f77edd4, 8517528a-0842-d8cb-26df-535b4eb700d2, 08e2b140-27e0-ddca-cc5e-18ff01458623, b94b966a-171c-4454-d9fb-2369dafcc4c0, fae1d08c-47cd-7da0-b8ff-4b24deab76b6, 13f75132-7d13-afb8-ba96-e72b02be8352, d37c75fb-83ab-9fc0-0e13-966efea9736d, 2d98d7ff-92a1-e973-9347-8ca21de3e461, bb0955c3-af0d-2d01-cd4f-985a93252432, 19244d58-5cf1-4d8e-801e-00bcd1039612"
35565,2023,7cab2424-62f9-4385-97c0-80ab99bee26c,"Consulting,Information Technology,Software","Information Technology,Professional Services,Software",3700000.0,0,0,0,"525f5579-1f87-cf70-ff5a-9de397f6fa5d, a628caf8-73dd-4fc2-9ac8-b5a03216db7e, 34a9bb66-0984-8de0-e7fb-13e976b4a135, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
32834,2022,a6aa634c-ed6e-487d-b1ef-e46817b4094a,"Biopharma,Biotechnology,Hospital","Biotechnology,Health Care,Science and Engineering",4983691.0,0,0,0,"18ab55f4-8609-4f2a-9ae9-d7d0be412a9c, de2eb57d-3f41-44c7-8a98-b771f34f1989, f3a550ca-dc96-b210-0f85-88fca746cbcb, d574a87c-1f8f-ca97-6fef-b311615529ef"
35045,2023,1b2863e6-bb28-49a6-9648-1b29e68b3fbf,"Artificial Intelligence (AI),Cloud Data Services,Finance,Predictive Analytics,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Information Technology,Internet Services,Science and Engineering,Software",4500000.0,0,0,0,"17678b53-cc24-45da-8b68-60ee57ef0c48, cf253887-5eac-21a2-28d3-47db7311f7e9, 2e7c6971-ea49-4fef-930f-7e026d6000f7"
35985,2023,c053f023-2c4f-4c7f-83c8-64eb99bc6736,"Artificial Intelligence (AI),SaaS,Software","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
33537,2022,8f399958-8d64-4ed2-8400-fc4b5ae0f595,"Fitness,Health Care,Hospital,Mental Health,Wellness","Health Care,Sports",1200000.0,0,0,0,"7f77cb16-487a-441d-a0a5-d4f0da385430, 708c61ea-ef18-4a99-aa12-4809d04363ce, 039a004f-2273-4ded-866d-a4da5b76ebde, edb557dc-5ac4-461c-b2d8-5cf9400fa886"
34005,2022,02bdebcd-2c9b-4e04-85ed-93cb95dd6867,"Productivity Tools,Recreation,Service Industry,Sports","Other,Software,Sports",250000.0,0,0,0,9bdae0c0-7eb4-c3d3-08eb-7014b093d938
37104,2024,c03311aa-8aad-4c0e-a4b4-ffd9261cfaf9,"Artificial Intelligence (AI),B2B,Health Care","Artificial Intelligence (AI),Data and Analytics,Health Care,Other,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
32256,2022,2400438e-a4f9-4373-aaf4-82db83d2fd2d,"Blockchain,Digital Media,Fashion","Blockchain and Cryptocurrency,Clothing and Apparel,Design,Media and Entertainment,Other",,0,0,0,f2f2777b-de97-de3e-74b1-ba42c751ed2d
33754,2022,03ac3ee7-a478-4078-af1a-f8ffa9134b27,"Biotechnology,Information Technology,Neuroscience,Software","Biotechnology,Information Technology,Science and Engineering,Software",250000.0,0,0,0,e5925479-f9ba-4398-a5dd-ff1e5c851dc8
35835,2023,df712f21-5c02-4e3a-8486-153b3ef9bc20,"Artificial Intelligence (AI),B2B,Franchise,SaaS","Artificial Intelligence (AI),Data and Analytics,Other,Science and Engineering,Software",2000000.0,0,0,0,"c341cbc3-7419-7ddc-da42-2bbc7a03ef41, 81cad560-bc37-40bf-abf9-84a969954f67"
36855,2024,72157836-3d86-4037-bae3-c28dc3dea179,"Artificial Intelligence (AI),Blockchain,Information Technology,Internet","Artificial Intelligence (AI),Blockchain and Cryptocurrency,Data and Analytics,Information Technology,Internet Services,Other,Science and Engineering,Software",10000000.0,0,0,0,"dbeb8c9d-b0bb-4cb0-8ef3-6a07df689b05, eb74967f-9056-4b7c-a877-f04ef34c49a9, 59b6c9ed-8ed8-4f96-95c3-f0d7bec10f45, 15131a5b-1ce6-0dd6-3fe9-0f5580720002, 5b52e69c-3fb1-4626-a355-f8402db8e738, 451cfd02-c8f3-46e0-82e2-93888ab7dd3b, 207dc5ff-c030-4614-9276-6302ead1a811"
32844,2022,945fe2e9-3893-4803-8c1b-39800281a462,E-Commerce,Commerce and Shopping,2000000.0,0,0,0,"72da3abc-2733-8a93-9f91-d8f684b09b0f, 0352900c-0edc-43bb-a7e5-ff0126fb9b5a, 31739e44-dead-51fd-4d41-29c4f53646b9, 1d09176c-4e40-deec-7c4a-b716be4b32da, 68342d86-46bb-c183-9d2c-2e573742ed03, 5ca8ffe5-2127-d45d-fd99-e7a12bcc1574, d1bc5ab8-adde-56aa-5dfc-d69d0377430d, 8c5ce1dd-2571-d4fb-d3df-ef423b62b2ae, 8d9b5e65-ddb3-4ac0-9be5-ca4e254948f1, 595cf029-be1f-60f3-04a3-fdc274fe39c0"
35752,2023,a413a1eb-9c28-4e40-89f5-d350042bf764,"Analytics,Developer APIs,Information Technology,IT Infrastructure,Product Management,Software","Data and Analytics,Information Technology,Other,Software",,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
35216,2023,30c4c17f-1e0c-40cf-ac10-14bd8363399c,"Financial Services,Health Insurance,Insurance",Financial Services,1600000.0,0,0,0,"59c2be6a-29a0-7d2d-4d66-f4e0a7f0ec0f, d2d67f55-77b7-485a-8f84-447d14373d29, dec4c206-028d-495e-d26d-33f942debd60, 7bfab130-95f2-48fa-80e0-e6b258331ec1, 4cb99b21-5d4b-5a53-2f58-89c266c35688"
35154,2023,29f27c3c-d13d-4cd2-ac7a-862604723f0b,"Finance,Trading Platform","Financial Services,Lending and Investments",4500000.0,0,0,0,"ddf4c7ce-0987-47de-8709-94de4182b56d, 64e84c0e-3a0f-47ad-bd09-223915102b1a, f6a784dd-7d1c-4618-82eb-72bbddff741f, 571c25cf-5cfe-4a87-8f6d-e4f304845434, 57164fbd-a353-7257-6cba-3f09315a8721"
36700,2023,79cc0676-1a99-484e-9f96-77da381edad2,"Artificial Intelligence (AI),Document Management,Legal Tech","Artificial Intelligence (AI),Data and Analytics,Information Technology,Professional Services,Science and Engineering,Software",620000.0,0,0,0,"20008a5e-08cd-4f49-87ac-77c9c46d74f7, 3718597a-dd39-6661-3630-09cdd43bcac2"
33866,2022,7b829cb2-9154-4b66-bc22-a84dd27a1bae,Education,Education,80000.0,0,0,0,c28c0d85-77cf-4ab8-b23b-aa05db600bdc
35136,2023,e20845f0-9204-42eb-bf41-b5618261e7a7,"Health Care,Health Diagnostics,Information Technology,Internet","Health Care,Information Technology,Internet Services",6000000.0,0,0,0,"ba2a0976-9b2a-50b2-400a-c30d9a4909dc, 9da42114-b627-6926-f3b7-fd07e23fc337, 3d0779c2-1a27-4756-a611-9f2610881ef3, 8e472f3c-d4a4-4376-b47d-371e72ce524e, ce540c0b-8efd-b812-9cd9-e08bb7a212df, c06db491-2ef9-cb6c-baed-9daa8ad4dd1d, a7f7931e-ebc2-479b-84af-9617e7a19bfb, 7eab58d8-4c33-4a31-9334-3a9ecc5e7242, 52d02f7a-fe76-c66e-99e2-9ebe91e28858, a3a5002e-57ab-4a90-b2a2-9da6adcafb3d, d53f379c-7f9c-4b4e-af5b-f09b2d64f88e"
32589,2022,48ad6746-40bb-4602-88f8-22eb8b630c01,"Analytics,Blockchain,Software,Web3","Blockchain and Cryptocurrency,Data and Analytics,Internet Services,Other,Software",5000000.0,0,0,0,"c1b551d4-0342-4bf1-b4bc-0b49834331d8, ed3207b4-1b66-4812-81ac-d4058917c80c, 87b16fdf-a1c8-4ec0-ae9c-323b64cfa70d"
35047,2023,e2f42057-4851-4ac5-9935-2a41b770f62f,"Communities,Elder Care","Community and Lifestyle,Health Care",362500.0,0,0,0,"da53c895-8b15-c7aa-c581-d8c03d216db5, 70b0b854-9cf2-4241-a8d5-df21c64adf33"
34205,2022,4e7922af-0b63-4943-b9af-df70b2f892c9,"Aerospace,Biomass Energy,Clean Energy,Hardware,Renewable Energy","Energy,Hardware,Natural Resources,Science and Engineering,Sustainability",13500000.0,0,0,0,"47cb844b-40a0-7e00-8d81-a18d9c61e52d, 0c9a00aa-640a-4fb0-4fb7-196b33ada66b, 8c8367c7-5ce3-46c1-9e6b-e91edce53e0d, aefa3a84-5193-00c3-5cbf-ec5ec2645672, ecec6c18-c0e1-7d27-d88d-d79b26cfde54, c55dd8ee-4ce7-48c1-9d9f-90f271b0d6e4"
33931,2022,c2ae47ef-e7d8-4947-b588-874202afa8a1,Service Industry,Other,,0,0,0,751350bb-27dd-4edb-ba4c-794b0449e8b4
34484,2022,e7ae6eb1-ac91-44ef-ac45-fd0ed24ffede,"Analytics,Artificial Intelligence (AI),Information Services,Information Technology,Infrastructure,Training","Artificial Intelligence (AI),Data and Analytics,Education,Information Technology,Other,Science and Engineering,Software",,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
32748,2022,15f68f7e-3fff-4faf-8006-97b671e80328,Real Estate,Real Estate,,0,0,0,72f0970b-17e7-4744-a229-aa5ea3ef0f56
32295,2022,f931eb96-6406-4e12-a38e-9daa1bccf33a,"Artificial Intelligence (AI),Machine Learning","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",43451.0,0,0,0,1cbcf8aa-f089-4b61-b095-c2eef8e080f1
32873,2022,b71b706e-fc05-454e-bf23-a878a168e60f,"Health Care,Health Diagnostics,Medical,Medical Device,Personal Health,Wellness",Health Care,4980000.0,0,0,0,"00daca16-8311-454b-84e0-24a40d16be9c, 6ad237b1-62ec-4028-b4ed-73dca84248b5, e23b098b-9c15-da2e-8dcc-4dc33fac238c, 5ad70f24-23f2-418e-84d1-419ab8f5d963, 20b317eb-858b-b488-d0a7-19d75173148f, 88726a87-5a43-a63e-80b3-3507058ee1da"
36585,2023,2d3b83dd-e2cf-4aa1-8ee7-311138483814,"Artificial Intelligence (AI),EdTech","Artificial Intelligence (AI),Data and Analytics,Education,Science and Engineering,Software",345000.0,0,0,0,"b308e55c-c3d8-4dd9-bbcc-9127a6b7d507, 05c09322-4c9f-4bd0-9b16-734db44582ac, 3718597a-dd39-6661-3630-09cdd43bcac2, 472bf1aa-f1d8-ba30-8aec-f19b1def84c2"
35559,2023,212bfeae-a2a2-4192-a58c-08a5a11f65b6,"Artificial Intelligence (AI),Search Engine,Software","Artificial Intelligence (AI),Data and Analytics,Internet Services,Science and Engineering,Software",60000000.0,0,0,1,a55ea364-6f3c-4fc8-85b3-07b673b62add
36118,2023,ac882bac-df0d-47c7-9f28-b94153f1fc69,"Information Technology,Robotics,Software","Hardware,Information Technology,Science and Engineering,Software",,0,0,0,517fd582-3d7e-4acc-badb-54b95374387f
34240,2022,3b206324-1cd4-4e5f-869f-5feb612bd0d0,"Artificial Intelligence (AI),Machine Learning,Software,Web3,WebOS","Artificial Intelligence (AI),Blockchain and Cryptocurrency,Data and Analytics,Internet Services,Platforms,Science and Engineering,Software",1620000.0,0,0,0,"93532aa9-f20e-4777-b78e-84e4e40a1b17, ada38fe2-9bdb-4fc8-87b9-8c2a886e80ae, 87b16fdf-a1c8-4ec0-ae9c-323b64cfa70d, 3718597a-dd39-6661-3630-09cdd43bcac2"
36392,2023,a66d4426-304e-42e8-b293-62ce7862fb25,"Information Services,Professional Services,Women's","Community and Lifestyle,Information Technology,Other",3100000.0,0,0,0,"acddc982-f23b-b2c6-6025-3e9efbfd6ed4, bc9628bd-53a4-727c-9c86-83b224ea0ec2, ae6c664c-4dd9-40b0-bd6f-2d13693deed4, a7b31eac-1f1e-c0f2-8982-2d3ac619eabf, 5fd3c83e-cb81-3444-b765-9f9870ebd969, d07de277-455b-45f2-8c2d-95d9f2ed3f0b, 5ca034b1-dbb1-7ba4-461b-d85c321aaa03, dec4c206-028d-495e-d26d-33f942debd60, 4a97f042-2d36-c628-178a-afbb0945a362, 50ee68c2-883a-4f84-8896-02043a877939, 37b3ab9a-7d31-4b3f-bb66-4a57c4d084ed"
36169,2023,97171389-ac26-42d2-ac1d-f354d6e00f39,"Advertising,Financial Services,Health Care,Software","Advertising,Financial Services,Health Care,Sales and Marketing,Software",50000.0,0,0,0,4bc7725d-37b1-4409-ad3a-01f4343944c4
35909,2023,bbc55694-f1a1-473e-9c16-8e1d739e0d62,"Computer,Network Security,Security","Consumer Electronics,Hardware,Information Technology,Privacy and Security",11000000.0,0,0,0,17766aa6-2da1-c1eb-d14d-2277ae1f34c7
33778,2022,2c99e90e-0367-41d1-9ff5-de7fc79260b1,"Advertising,Big Data,Information Technology,Market Research,Marketing,Software","Advertising,Data and Analytics,Design,Information Technology,Sales and Marketing,Software",200000.0,0,0,0,"00daca16-8311-454b-84e0-24a40d16be9c, eaed5ae0-c807-422e-95f3-4c0261566331, 7c9c77bf-3f45-4c68-a303-e9d80455c3fe"
32724,2022,9608f078-7d05-43ff-a2f7-32ea80ab6883,Software,Software,,0,0,0,60621ebe-63a7-40b6-829e-e75ac1af14ef
33552,2022,76f29867-3ab9-4a92-9029-6a33ffaaef73,"Media and Entertainment,Mental Health","Health Care,Media and Entertainment",250000.0,0,0,0,9bdae0c0-7eb4-c3d3-08eb-7014b093d938
35233,2023,886755f0-d3bf-4eba-aa04-48ec13e03f14,"Analytics,Artificial Intelligence (AI),Data Visualization,Developer Tools,Generative AI","Artificial Intelligence (AI),Data and Analytics,Design,Information Technology,Science and Engineering,Software",500000.0,0,0,0,"c96f33d3-ac17-23cb-d6a6-ce49e5c67a29, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
35422,2023,14b52c7f-c6f3-4adf-8998-7668346c468d,"Generative AI,Service Industry,Technical Support","Artificial Intelligence (AI),Information Technology,Other",175000.0,0,0,0,00daca16-8311-454b-84e0-24a40d16be9c
33857,2022,be5ae7dd-6209-485c-afd3-391da4d4dd0c,"Blockchain,Cryptocurrency,Information Technology,Loyalty Programs,Real Time,SaaS,Software","Blockchain and Cryptocurrency,Financial Services,Information Technology,Other,Payments,Sales and Marketing,Software",,0,0,0,97fb4b90-d7ae-47d0-b173-17af011d1c5c
35279,2023,58f54222-51c5-4f83-8376-eb60f47e18b6,"Music,Music Streaming,Software","Internet Services,Media and Entertainment,Music and Audio,Software",1900000.0,0,0,0,"12b73629-72c7-3763-851a-9da9c720aef3, aff94928-59f4-4b34-8071-199a54831c79, 31e09938-59fd-44a9-897b-4b46770e24d5, 5a51b075-acb3-a8b9-7e71-6d2dd66def1a"
37272,2024,4305c3db-ca7b-4332-96c3-aec1d008ad6e,"Artificial Intelligence (AI),Information Technology,Internet","Artificial Intelligence (AI),Data and Analytics,Information Technology,Internet Services,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
35166,2023,21d9ec69-f43d-43e0-a081-5c993a708f2b,"Artificial Intelligence (AI),Communications Infrastructure,Language Learning","Artificial Intelligence (AI),Data and Analytics,Education,Hardware,Science and Engineering,Software",20000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
32165,2022,2c766fd2-bff2-4331-a294-e60fdc1c361a,"Artificial Intelligence (AI),Health Care,Machine Learning,Sensor","Artificial Intelligence (AI),Data and Analytics,Hardware,Health Care,Science and Engineering,Software",,0,0,0,"dec4c206-028d-495e-d26d-33f942debd60, 2c3f01ba-ae17-7382-b1bd-43580258b955"
33530,2022,63282d42-e77c-4efa-9082-91b0f390ee4e,"Apps,Cryptocurrency","Apps,Blockchain and Cryptocurrency,Financial Services,Payments,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
34255,2022,63e161ba-01f3-41d5-93e4-71bf8d5b3535,"Biotechnology,Health Care,Life Science,Medical","Biotechnology,Health Care,Science and Engineering",12000000.0,0,0,0,"c940d8ac-b8fb-4356-98dc-ad767b0fe76c, e337360e-2a86-4444-9171-9938d5e35ebd, 52550fba-c702-77b3-346e-e59f053cfb6b, 1e8d2f46-8069-48e1-b5cf-ad285f29df94, d3f2daaa-9658-4bf7-8014-112cbffa95e4, f9eedd61-41f7-d5e4-b61b-e1dada758501, 304173b9-c7a4-6305-9961-20239db03c87, 26ba69c7-0573-3925-29fd-05fc5caeb60d, e9b8572b-bdb8-4a6d-a300-8e436f41bf89, 0a6b0bdd-dd24-4695-8acf-5ce084ff9c99"
36148,2023,9631e941-708f-4589-91f8-94eb3e5195aa,Marketing,Sales and Marketing,,0,0,0,5ce64378-cb2d-266f-5719-0cd08e9a0063
34343,2022,e8b201f0-20d0-4660-99b5-e80f2b7d6707,"Angel Investment,Education,Financial Services,FinTech,Impact Investing,Venture Capital","Education,Financial Services,Lending and Investments",,0,0,0,"d68f4fd1-9942-473c-89c4-e64527539757, 0286f553-7e2c-76c7-591c-8f4397b8d05f"
35415,2023,c20c27ea-7f0e-48f8-b965-1ece5036b178,"Health Care,Information Technology,Software","Health Care,Information Technology,Software",1400000.0,0,0,0,"beb4b391-61f8-4d5e-9342-055cf40a8f44, bd3b80ec-32b6-48b7-b7b7-edbe5e89e82b"
35064,2023,7f77faa5-14a3-4021-8acc-47b7364ac2b6,"Artificial Intelligence (AI),Customer Service,E-Commerce,Generative AI,Software","Artificial Intelligence (AI),Commerce and Shopping,Data and Analytics,Other,Professional Services,Science and Engineering,Software",9300000.0,0,0,0,"72da3abc-2733-8a93-9f91-d8f684b09b0f, 31644821-6a26-4b7d-a3ae-1122ee5257ac, bec07f9a-33de-746e-e380-cadbb4be3a29, ce540c0b-8efd-b812-9cd9-e08bb7a212df, b344a285-cf12-93d7-d669-857ab75be00e, 43e4d15e-74a8-4b4f-9b02-e2be69e7cee4, e1274cad-2b94-0ce0-e827-a6d736bbad95, e6c06462-9b5f-46b5-8b7f-f5dfb549b2d4, 7cd873b7-9724-47cb-d915-8deff27e2c65, 9d11d829-645f-4ebe-bbd1-e84d1a0ddaf0, f2e76cf7-aedf-470e-8357-ecbcb763899e, 145f232b-6cde-5c78-8f7c-ff093b178b29, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
32199,2022,a73d31c4-bab4-48c8-8867-a98c8c007128,"Analytics,Software","Data and Analytics,Software",250000.0,0,0,0,"a8478414-38c1-4084-a2a3-4074f6feae95, 555b5bb8-1e2c-4aa8-a759-2eeed16e110b, 7490c6a7-aafa-4efe-861a-e7485d9bf600"
36329,2023,647e3a78-fb47-42ed-bbd8-9dce862b1155,"Analytics,Artificial Intelligence (AI),Developer Tools,Marketing","Artificial Intelligence (AI),Data and Analytics,Sales and Marketing,Science and Engineering,Software",3200000.0,0,0,0,"a8478414-38c1-4084-a2a3-4074f6feae95, f6b44cee-4bf4-6fbc-8010-8e63b1f89c31, dec4c206-028d-495e-d26d-33f942debd60, 7490c6a7-aafa-4efe-861a-e7485d9bf600"
36317,2023,a269192b-a56b-47eb-ab5f-1ce9dff14a89,"Artificial Intelligence (AI),CivicTech,Software","Artificial Intelligence (AI),Data and Analytics,Government and Military,Information Technology,Science and Engineering,Software",550000.0,0,0,0,"03dab4e0-022c-0c56-b92e-b649077cdcfa, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
34830,2022,6fbd794f-ac11-4288-af75-381587d93479,"Cryptocurrency,FinTech,Payments,Web3","Blockchain and Cryptocurrency,Financial Services,Internet Services,Payments,Software",7000000.0,0,0,0,"33ceb2e0-5687-44fa-8da2-b72464294ec5, 566d5a33-1fa4-4768-9ec1-ed6eff2b5fb9, fd9f0401-e09e-4d53-a0e2-d82aa76db04d, ef769e2e-eac8-4093-b8de-c8df676aef8b, a37476b4-7632-a500-c471-1e71b40ac47b, 73c8145e-6923-4068-b561-2e5935d812e4, 38e872c6-1718-50e1-6150-a12038568992"
35374,2023,726bfb55-6c27-480b-902b-b9ad08f49ecf,"Artificial Intelligence (AI),Information Technology,SaaS,Software Engineering","Artificial Intelligence (AI),Data and Analytics,Information Technology,Science and Engineering,Software",6700000.0,0,0,0,"7999f1a6-24d8-6100-54bc-128d2ce85adf, cedd6a2d-2300-dc78-1509-e4091018c69e, c96f33d3-ac17-23cb-d6a6-ce49e5c67a29, 19dbc6dc-8d97-47cb-ab67-c10817083c5b, ed746eec-54ff-19e1-690c-75216d0654c8, e37bfcba-7c04-1eb2-9abf-404725cf9fc9, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
34242,2022,80816619-80c1-4b47-b7bb-1a77486e724e,"Blockchain,Developer APIs,Software,Web3","Blockchain and Cryptocurrency,Internet Services,Other,Software",3000000.0,0,0,0,"56e40f50-97c7-2a77-255d-1d97d5f30646, 12dcff68-a3f2-c2cc-d3de-dd56f4f10b51, f6f889a7-af59-2363-8984-addadc4da1b2, 2e088b1e-86ae-4869-950c-59f84a97f96b, 31f50f88-3ca2-4ce3-9988-701d76021d36, b577b6df-90f6-44f1-a001-b9283e38a4d4, 8e2c69e0-37e2-b7f3-46dc-87d6dd6e149d, 6638a948-d1bf-6605-0d16-18c733cf2b3d, 79d3a6d7-170b-43a0-8134-a7979ffcd41a"
32575,2022,436672a3-a87a-48ee-a481-bcf14416359f,Internet,Internet Services,7200000.0,0,0,0,"c49dadcb-ad35-bd1f-ccdd-6c74c356b079, 7760e5f4-46bb-a58f-8e85-2d01f6c3d134, 16952b7b-9bb2-4857-a491-18461ca2df31, b9c9a5c0-8102-4c0a-8562-b74047a1b794, 2549059c-27dd-4ea1-832e-f965215d9747, c09be2f6-7a81-4cfd-9415-ec2a57e1e3e7, d729395b-329b-4ef5-8994-6f3b38d89705, ea3167d4-a3ee-6519-8f41-af6b5b3d96a0, 19572907-82bb-43a1-bcba-0bfb5a0fb6c4, 9d69665f-26be-476e-b82c-fda1841bf60c"
36399,2023,a380c71b-c2a2-407f-a3d6-b9eba15da59a,Cloud Management,"Information Technology,Internet Services,Software",1500000.0,0,0,0,"5941d68d-3ba5-fcc7-57bb-bd4ccacf02a3, 21da572a-efc6-4f38-9e7e-16a9f0886dfb, dec4c206-028d-495e-d26d-33f942debd60, 5b2dc056-d7be-4ab0-a84e-c2a39337e865, 4dd8899b-063b-f061-7beb-e5348e374824, 81cad560-bc37-40bf-abf9-84a969954f67"
34216,2022,89e6f5ed-70e7-4377-9d7c-5762475d4cd6,"Blockchain,Developer APIs,Information Services","Blockchain and Cryptocurrency,Information Technology,Other,Software",510000.0,0,0,0,ebae6782-7040-b515-9c89-36fb0a31e113
34714,2022,f6b7e040-dc8b-49aa-88da-1eb44c4cad5b,"Agriculture,AgTech",Agriculture and Farming,1450000.0,0,0,0,"830aab9d-74d0-cb32-0f7e-c135a4d37d48, 8c0f9320-2927-4fc4-ac23-7b28332606f0, 00b1fba2-e337-46cc-9f5a-d6fae00590fe, 37081fc3-f2d5-9796-d025-5ef07bbe81d4"
35505,2023,e0913144-da67-4ddd-b145-354b5b78ffd4,"Blockchain,Finance","Blockchain and Cryptocurrency,Financial Services,Other",4000000.0,0,0,0,"2526f6e1-c8d0-4bb6-8ae3-16595fecad4c, fb2f8884-ec07-895a-48d7-d9a9d4d7175c, 915fbc84-3eeb-41d0-b800-7dbd214aa9e0, 201d334c-4463-d56c-7737-435df78ae283"
33452,2022,15f38221-6df8-41b4-91ea-a35d730e8880,Cyber Security,"Information Technology,Privacy and Security",750000.0,0,0,0,"39c8e5e9-4ad5-c0d7-4118-cd2db5e2ee54, 70f125bc-c87e-4770-9962-6d5bd1ec7d89"
33940,2022,3f07e24e-d228-457e-80f5-f45501aca537,"Artificial Intelligence (AI),Industrial Automation,Robotics,Supply Chain Management,Warehousing","Artificial Intelligence (AI),Data and Analytics,Hardware,Manufacturing,Science and Engineering,Software,Transportation",78000000.0,0,0,1,"ee761915-9c9e-4669-852f-0e97893c1181, a0fff4af-daff-56e5-80e1-d490f55afd4b"
37191,2024,64d9cc48-f958-489b-b4de-dcb672ebaf2f,"Transportation,Travel Agency","Transportation,Travel and Tourism",120000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
35632,2023,0614ae6e-4121-4a22-94d1-3741ac7b4a3d,"Artificial Intelligence (AI),Language Learning,Software","Artificial Intelligence (AI),Data and Analytics,Education,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
