investor_uuid,annualised_investments,investing_experience,outlier_score,focus_classification,outlier_bucket
c5cdff28-e84c-426f-9fb2-e1015394ef2d,0.8333333333333334,10,0.5,Universalist,L1
132375ec-a61a-4c4e-8416-691f0d505360,0.75,8,0.5555555555555556,Universalist,L1
b0e89ee3-4cde-4e57-bc3e-c57a0666fbd3,0.1666666666666666,3,0.625,Diverse,L1
2866bdf9-fc60-79ed-e5f1-425f56c7ecca,9.75,11,0.7264957264957266,Universalist,L1
e96105f1-25d2-af8d-7ecb-3da5e2d8aef7,27.5,11,0.8030303030303031,Universalist,L1
47a51287-693f-dc9d-b40c-63cf4e974e44,0.3333333333333333,4,0.9375,Universalist,L1
0af1c29e-5754-c43d-3f8f-c75a77747910,5.083333333333333,11,1.3934426229508197,Universalist,L2
bf997ca3-aec6-8ed5-7985-c008d7ef81b3,7.0,11,2.023809523809524,Universalist,L2
56e40f50-97c7-2a77-255d-1d97d5f30646,54.75,11,2.3363774733637745,Universalist,L2
ea94f841-047d-4c56-825a-cdcbdd164202,2.9166666666666665,7,2.571428571428571,Universalist,L2
38a5e4ae-2053-4a0b-b146-b8753bcda230,5.416666666666667,11,2.8461538461538463,Universalist,L3
07b07656-93c2-b01e-7257-834679befdb5,2.4166666666666665,10,2.931034482758621,Universalist,L3
4af42e7f-f8b6-4511-8b43-555fe2cdec55,2.833333333333333,7,2.941176470588235,Universalist,L3
e7b294da-48ef-4c99-8aa1-5de72fcf77d6,2.583333333333333,7,3.225806451612903,Universalist,L3
c5ecc833-2802-d398-e013-1411ebf56a62,2.083333333333333,11,3.4,Universalist,L3
9dfe881d-07a1-c06e-1d9c-2d1c6b9254bd,4.083333333333333,11,3.4693877551020407,Universalist,L3
b1e03e36-b935-b373-4a01-b667fe9e2f59,2.333333333333333,10,3.571428571428571,Universalist,L3
8f486d85-a750-4bf5-b73b-659d9408d0a1,1.8333333333333333,9,3.863636363636364,Universalist,L3
9ef61bfe-3f2f-4b99-8f64-d47e886fe757,1.8333333333333333,11,3.863636363636364,Universalist,L3
feb65487-2b14-c22b-4536-113195a63b37,1.75,11,4.047619047619048,Universalist,L3
8f1e5a13-e8c1-e8db-b399-9b2f2784c167,1.6666666666666667,10,4.25,Universalist,L3
f4d5ab44-058b-298b-ea81-380e6e9a8eec,1.6666666666666667,11,4.25,Universalist,L3
b8c30556-4f76-c644-4a08-9755db9c84be,1.6666666666666667,10,4.25,Universalist,L3
0b105988-5b46-9260-40a8-e9b8bc42db35,1.6666666666666667,9,4.25,Universalist,L3
574b1d0e-ed14-4d20-9b17-51fcea109fd9,1.9166666666666667,9,4.3478260869565215,Universalist,L3
852dc342-2a71-4755-8c91-10d46ef3db53,1.8333333333333333,10,4.545454545454546,Universalist,L3
fe18949b-01c1-ac2c-e807-a874113ec371,3.75,8,4.555555555555555,Universalist,L3
3100c019-55bc-83ad-d644-71f558d9d7e7,1.5,10,4.722222222222222,Universalist,L3
17766aa6-2da1-c1eb-d14d-2277ae1f34c7,8.25,11,4.7474747474747465,Universalist,L3
a8896278-81e2-783d-b8ae-f13fa26b1db8,1.4166666666666667,11,4.999999999999999,Universalist,L3
f065b291-ae61-41db-9475-3713a3da36d4,4.666666666666667,11,5.267857142857142,Universalist,L3
5fc9d46e-af16-420e-a5d6-12d7123f740e,1.25,11,5.666666666666667,Universalist,L3
eb0ade12-7af3-dc48-a575-56e2d7fbeb71,1.25,9,5.666666666666667,Universalist,L3
7c31717a-ce68-465b-62c0-948bd02c31d9,1.25,11,5.666666666666667,Universalist,L3
a4bf92b3-92f3-4b39-a359-2cf7f21679ab,1.25,11,5.666666666666667,Universalist,L3
d80f4b92-354b-8dd8-7a2f-59ca932c9500,1.0833333333333333,11,6.538461538461538,Universalist,L3
0ef1fdde-b68f-4ee8-5589-6c4c941399bf,2.1666666666666665,10,6.538461538461538,Universalist,L3
740e33cc-dea4-6fca-983f-c6b39591cd9f,1.8333333333333333,11,7.727272727272727,Universalist,L3
b5e0d6a9-24bc-f750-8996-7238bf047c04,0.9166666666666666,10,7.727272727272727,Universalist,L3
9f5ed4ac-1551-1e6f-99d5-11dd9a3d4dd9,0.9166666666666666,10,7.727272727272727,Universalist,L3
e306deb1-87d0-5d66-9e30-f1a9fedd4e89,0.8333333333333334,10,8.5,Universalist,L4
dda8a083-5c18-5e9b-ed5f-275343c7a50b,0.8333333333333334,11,8.5,Universalist,L4
602bb395-49b6-8aca-c8ea-6507975ead29,3.9166666666666665,11,9.148936170212764,Universalist,L4
7d8dcb58-7879-57d8-5f85-96ca19a52949,0.75,11,9.444444444444445,Universalist,L4
823b35b3-5e7c-0002-8aca-8a468d7d7ade,0.75,11,9.444444444444445,Universalist,L4
faed48bc-3ce6-32d0-221a-f9552dc52332,0.75,11,9.444444444444445,Universalist,L4
09d1a370-6dde-5531-0f2d-10b8664bd611,0.75,11,9.444444444444445,Universalist,L4
21152c7d-9119-c7bf-a448-6c1e7dd62a24,0.75,7,9.444444444444445,Universalist,L4
2a6a0f01-f727-caa2-5e88-b0bf7c471c69,0.75,9,10.555555555555555,Universalist,L4
d193715c-359e-4dfb-a22f-8935a6383d5d,1.4166666666666667,11,10.588235294117643,Universalist,L4
12571b76-23b4-0cae-871f-41b5191b8f3d,2.083333333333333,9,10.6,Universalist,L4
9f926ea7-9969-f5f9-2c4f-a4b0ca712ecf,0.1666666666666666,7,10.625,Diverse,L4
ab21eada-8d61-7fe3-f23a-839d8d379473,0.1666666666666666,11,10.625,Balanced,L4
bd06613d-ae82-396d-820a-6a59a8953a4f,0.1666666666666666,10,10.625,Balanced,L4
fe914244-1ee3-6001-563e-8bb63bf9929c,0.6666666666666666,11,10.625,Universalist,L4
9ab9050f-d150-ecb5-c3c4-8425bdc2c259,0.6666666666666666,9,10.625,Universalist,L4
d79f466b-da07-63d4-b111-2d6be126dd2f,0.6666666666666666,11,10.625,Universalist,L4
3056e887-4620-744d-5155-3bac4ae20a2f,0.1666666666666666,8,10.625,Focused,L4
3a045da7-e832-426e-93bd-308895b2cbf0,0.1666666666666666,7,10.625,Diverse,L4
ec2099c9-259b-9f79-a3fc-7e024431b4f7,0.1666666666666666,7,10.625,Diverse,L4
3fe056bc-dafc-0070-9f07-71971f6260bc,0.1666666666666666,11,10.625,Balanced,L4
e4922d85-e406-73fa-bfe2-7911280d5708,0.1666666666666666,11,10.625,Diverse,L4
9d05e67b-0154-8b9d-b3b9-cbea26e4ffd9,1.9166666666666667,11,11.086956521739127,Universalist,L4
032ab242-cb13-d62e-41d7-37692aa510d2,1.25,10,11.333333333333334,Universalist,L4
f8d38964-9ce2-c9c6-5546-e35a50d81c8e,0.1666666666666666,7,11.875,Diverse,L4
d85c9cd9-fa00-31bb-cfaa-3b5f9dd118ad,0.5833333333333334,7,12.142857142857142,Universalist,L4
16e2e2d4-b6cd-3695-f3e1-7da753906d0b,0.5833333333333334,11,12.142857142857142,Universalist,L4
