investor_uuid,InvestorRank_score
56e40f50-97c7-2a77-255d-1d97d5f30646,0.02016413169937227
8426c4a7-1fff-c3d8-9af4-e673a788212d,0.016672160948923567
ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,0.013565414255064561
7de64040-14b2-70c3-775c-221d675b0af4,0.010990657065009516
b08efc27-da40-505a-6f9d-c9e14247bf36,0.008542331048732999
e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,0.007474095296884519
73633ee4-ea65-2967-6c5d-9b5fec7d2d5e,0.006548386743863207
53377857-8995-2128-8f85-bfc8c4a2178e,0.005839586757646574
9da42114-b627-6926-f3b7-fd07e23fc337,0.005702973803891015
3b2c6043-142e-453c-8087-cb94ae0ddd53,0.005479131120936264
fcf60dd3-81fb-bcaf-4454-1b1421fd6496,0.0053511538272060935
902deab4-ec41-68ce-d9df-c0c959578176,0.005204867490378936
1a3f81de-d5b2-0745-0c62-efaae40629d6,0.005197431785055417
ee14fe3a-7664-fcd6-eb23-0fd4a42672ee,0.004454458093410226
b18dbd75-deab-9c4a-5ff6-c22e5ae36ff0,0.004036745221590286
5ce64378-cb2d-266f-5719-0cd08e9a0063,0.003980511169813116
8410918c-6562-4d79-909f-8b2f19695968,0.0038803274961225756
94c2fe47-ad3d-d5ff-0e79-27bcfa5db658,0.003459984960373218
de03c4eb-3e08-16aa-b1db-ad0711e845e1,0.003352999916600499
e2c04a2d-75b8-4067-91eb-1c1cefa334ef,0.0030888821818322782
6c98aa6a-0383-ea74-c27c-996b38daa5ed,0.00305304002416743
1bd15aa6-56ac-0d89-9405-7b7a4c8f76f0,0.003029860114121184
dcfb1ae3-35b1-0bf2-0b3d-595031ab4507,0.0028949396328925817
98c022ed-7618-e03e-ff49-8ba92924d58d,0.002862063855151449
e98345ec-cc19-bd4c-f502-affff6b3ec87,0.0027509986615224316
ae788d4a-ad06-4b89-9ddb-7587cbc31760,0.0027446548467569133
02e6a6f3-81f2-c63f-21d4-d29fb4b83e85,0.0025961605771886937
12b73629-72c7-3763-851a-9da9c720aef3,0.002451462972581926
c07d466a-6b3a-44fe-981a-f3f39e59bc81,0.0024423248737212733
beadb218-e5fa-2686-bc95-4dfaa9acc2e8,0.002416555412182472
d1fe2d6b-6051-027c-e4e2-586e93ac6b4a,0.0024067709757087615
18b7a3da-0ec3-b72e-94d5-650dc8b2df7d,0.0023472973678719477
6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,0.0023403239997624925
d5df3873-7871-c608-0284-c74d0b555ccd,0.0023165940214196494
65453fa9-443d-582c-4e49-6dd46023f835,0.0023157881301378823
ad4e3101-a139-9a76-c34d-4d43bc565c33,0.002310483606381202
65609a06-78e0-195e-7032-ff9353b82b46,0.002293265939096563
2d22deaf-521e-c8e2-2501-b9eeb4afbaca,0.0022698185147203777
49315da3-4c66-f9ee-6070-37072a99f21a,0.0022420596918881586
0daef268-9d2c-d148-48e6-0c6d4c2fabb5,0.0021963742829839918
170a0722-deee-3a8b-e071-0d2927dfcdc9,0.002139552844363092
370d3275-1bcf-f30d-308a-8456bd328e94,0.0021034109385439604
8c2904bd-f9a1-0f41-87db-16fae614ad2d,0.00208075615532123
0ec6b423-a5f0-d801-1a5f-3564e597f848,0.002073282909787343
3718597a-dd39-6661-3630-09cdd43bcac2,0.0020700126288991315
20242b76-1950-6156-2811-f7171fc99de8,0.0020638612253918807
115a6b85-05fe-03fb-356d-309ced21ddb7,0.0020627062299792133
ddacc266-31cb-864c-5df8-94f401101652,0.0020607298459242632
fb8d57c4-eb30-d2e3-ac69-b62cc0f27bbf,0.0020541191394856614
21f1efcd-caf7-4462-d5df-aad68c9ccd8d,0.002041419156689273
ea37a0de-4e11-4037-8772-c3776514be9a,0.002008243702256845
fe5a4983-a46a-2fc2-5633-e35e0a86b694,0.0020036853173914415
0c867fde-2b9a-df10-fdb9-66b74f355f91,0.0019882367671609034
1958e5fb-f808-c866-81b4-c6e27f77edd4,0.0019864648828656763
76201fc2-3342-a6ab-2b94-88a96898f300,0.001946942702252206
e81f7292-ab90-961d-3adc-35a46e237914,0.0019416714277360986
66728421-e17b-2f25-b41c-8c0be6f2ced3,0.001919413549367006
c2062466-0527-29d6-13f7-f6f12bce1dcd,0.00191046719465439
043d9e52-dcc0-0dd8-6074-206e42e20e13,0.0019041982876557622
236dcf0c-1e1f-d322-ada6-d357108bfb55,0.0018972044046124013
525f5579-1f87-cf70-ff5a-9de397f6fa5d,0.0018957559973577047
1701de8e-e4d2-d1c4-ff31-f50a15a65ded,0.0018927676716236673
afd154b4-dcb0-1eca-e3b6-1285f09606c1,0.0018893764534761302
ebef92fa-c852-dd62-1027-9ac044521e35,0.0018735278058521687
b0af35a8-d3b1-2fb5-755a-00d59780f6b2,0.0018440281002418408
426b730c-2d5e-bd7d-5729-f186158d83ae,0.00180474995856851
2d6fd5b9-7c9a-4b4e-9d26-006666cd6a48,0.0018009780262771343
96bd39d3-855e-efd7-deca-28fbcd1b3bd1,0.0017918540513457
eee22b9a-c29e-0e24-3837-9518b87db9a3,0.0017829210279756028
016b0657-b51d-10e9-567d-1ab83503c312,0.0017668669779395546
aa978289-a0e0-8e2d-9db1-537203f28e62,0.0017595818677354918
8f1b5d66-55a1-a080-03f3-d8cdab690f0d,0.0017566248498983722
93c87ab7-7cee-5c54-9941-104693dbbdba,0.0017489276334680646
e96105f1-25d2-af8d-7ecb-3da5e2d8aef7,0.0017482785488543832
ec7c19d9-e059-98a7-417a-66761eab14b0,0.0017384357310968714
13aadf02-2758-3885-3731-803d7a5f5402,0.0017376570525858644
60f2c687-7546-caa5-cf81-38ce02377cad,0.001703460274447409
98ca74ba-00a3-a00e-ffac-09c5304af6ae,0.0017003295667432686
68632c07-2596-4aec-a694-1b0fc949ae3a,0.0016993181939591847
b6d5a22d-ee9b-2225-b005-e24b29cc6811,0.0016957363970843441
47b84763-9727-7cdf-b194-2742e3963147,0.0016896402944351682
74c797a3-aa37-4706-9084-fcd2a072b616,0.0016890930545269897
0d318a19-348d-4af1-aeff-65e9e6e14d2f,0.00168892684855102
fbc7746d-86e0-8fd6-19d8-69280c686d02,0.001677011009526944
473c465f-28d4-2568-c632-b2d5dd77c541,0.001675947301149547
ac83e966-cd61-c78d-afbf-ea824bbcdf91,0.0016673728388002201
2cb4cd68-d480-ba3f-4902-26c2555a7839,0.0016667230390689713
7a42b564-4bb6-5864-6cdb-a0100008f3b3,0.0016663337469274278
0e18b698-e0db-ee17-6727-076f02de2c5d,0.0016210109282582545
2e6f440d-da18-2e20-af9b-7ddb361792d2,0.0016162607582544915
602bb395-49b6-8aca-c8ea-6507975ead29,0.0015731507400111855
96712e17-5941-6c09-3124-176e08daa746,0.0015662906705918946
34a9bb66-0984-8de0-e7fb-13e976b4a135,0.0015541154924786523
4c2e47a8-03ea-4ef7-b0f7-2d35c9c0990f,0.00153479506696296
f71d882c-4468-3eb8-cc9f-287958399cb0,0.0015327218497457956
a004ebb9-a2e5-0c9e-465a-120751f0456a,0.0015272836325634636
acddc982-f23b-b2c6-6025-3e9efbfd6ed4,0.0015189346964463377
0e356998-37f1-d2b1-b6eb-2b62cf418b3e,0.0014937595305481472
1787528e-7bd3-a500-ba86-ac55205e7e21,0.0014805633328807708
a84e3ad4-46f1-4703-3d07-a558c4f6d9e1,0.001475867637265572
04543eb7-1895-19a2-c213-afced8c423af,0.0014654515592278147
ec37990e-fef4-e5b2-7bff-2bbc08bdad20,0.001449440210129368
d1be8dd4-4e0b-0e6f-da65-92525a05374b,0.0014256063184048407
718f0423-0c9f-e0e3-a8de-9d123e2e4c32,0.0014107355393885173
91c6be50-d8a0-d1bb-969f-5144879e9f35,0.0014057235246499554
26d73dd4-784d-9765-3486-eb612c047db4,0.0013994279975650726
c631111a-6bbd-c92b-c567-0ef2abc512d3,0.001392107374507938
7207ff00-ed2f-6e24-4320-b01516166772,0.0013904482872188887
3c62db15-4db8-016a-145e-dd1a06d168e2,0.0013891581461454678
735a53c6-a7ba-2434-d97d-b788536da89d,0.0013792929210880219
e7442a98-a043-dd5c-5def-ebcc56fb78ce,0.0013790817967356222
8a30da29-44aa-e8ca-45f4-eb1e6495326e,0.0013612891801054643
f8f0a693-65d4-5c7d-5e5f-1d65db3677f3,0.0013578167176663616
